drinking water source,total,geo_code,geo_level,geo_version
CoveredWell/Kuwa,2067,28,district,2016
Not Stated Source of Water,754,28,district,2016
Other Source of water,1687,28,district,2016
River/Stream,188,28,district,2016
Sprout Water,369,28,district,2016
Tap/Piped,40052,28,district,2016
Tubewell/HandPump,134210,28,district,2016
Uncovered Well/Kuwa,5057,28,district,2016
CoveredWell/Kuwa,44,4011,local,2016
Not Stated Source of Water,16,4011,local,2016
Other Source of water,64,4011,local,2016
River/Stream,1,4011,local,2016
Sprout Water,9,4011,local,2016
Tap/Piped,95,4011,local,2016
Tubewell/HandPump,8126,4011,local,2016
Uncovered Well/Kuwa,387,4011,local,2016
CoveredWell/Kuwa,32,4015,local,2016
Not Stated Source of Water,61,4015,local,2016
Other Source of water,168,4015,local,2016
River/Stream,3,4015,local,2016
Sprout Water,11,4015,local,2016
Tap/Piped,362,4015,local,2016
Tubewell/HandPump,14035,4015,local,2016
Uncovered Well/Kuwa,23,4015,local,2016
CoveredWell/Kuwa,45,4009,local,2016
Not Stated Source of Water,14,4009,local,2016
Other Source of water,31,4009,local,2016
River/Stream,0,4009,local,2016
Sprout Water,15,4009,local,2016
Tap/Piped,95,4009,local,2016
Tubewell/HandPump,6138,4009,local,2016
Uncovered Well/Kuwa,77,4009,local,2016
CoveredWell/Kuwa,69,4013,local,2016
Not Stated Source of Water,18,4013,local,2016
Other Source of water,106,4013,local,2016
River/Stream,2,4013,local,2016
Sprout Water,46,4013,local,2016
Tap/Piped,1964,4013,local,2016
Tubewell/HandPump,7126,4013,local,2016
Uncovered Well/Kuwa,95,4013,local,2016
CoveredWell/Kuwa,9,4008,local,2016
Not Stated Source of Water,19,4008,local,2016
Other Source of water,63,4008,local,2016
River/Stream,1,4008,local,2016
Sprout Water,7,4008,local,2016
Tap/Piped,80,4008,local,2016
Tubewell/HandPump,6926,4008,local,2016
Uncovered Well/Kuwa,35,4008,local,2016
CoveredWell/Kuwa,99,4003,local,2016
Not Stated Source of Water,74,4003,local,2016
Other Source of water,108,4003,local,2016
River/Stream,10,4003,local,2016
Sprout Water,18,4003,local,2016
Tap/Piped,4684,4003,local,2016
Tubewell/HandPump,10093,4003,local,2016
Uncovered Well/Kuwa,184,4003,local,2016
CoveredWell/Kuwa,100,4006,local,2016
Not Stated Source of Water,113,4006,local,2016
Other Source of water,170,4006,local,2016
River/Stream,8,4006,local,2016
Sprout Water,23,4006,local,2016
Tap/Piped,6380,4006,local,2016
Tubewell/HandPump,11202,4006,local,2016
Uncovered Well/Kuwa,108,4006,local,2016
CoveredWell/Kuwa,14,4010,local,2016
Not Stated Source of Water,24,4010,local,2016
Other Source of water,67,4010,local,2016
River/Stream,4,4010,local,2016
Sprout Water,8,4010,local,2016
Tap/Piped,69,4010,local,2016
Tubewell/HandPump,6880,4010,local,2016
Uncovered Well/Kuwa,32,4010,local,2016
CoveredWell/Kuwa,823,4014,local,2016
Not Stated Source of Water,80,4014,local,2016
Other Source of water,356,4014,local,2016
River/Stream,52,4014,local,2016
Sprout Water,67,4014,local,2016
Tap/Piped,8524,4014,local,2016
Tubewell/HandPump,13155,4014,local,2016
Uncovered Well/Kuwa,2474,4014,local,2016
CoveredWell/Kuwa,12,4012,local,2016
Not Stated Source of Water,26,4012,local,2016
Other Source of water,97,4012,local,2016
River/Stream,1,4012,local,2016
Sprout Water,1,4012,local,2016
Tap/Piped,799,4012,local,2016
Tubewell/HandPump,9313,4012,local,2016
Uncovered Well/Kuwa,7,4012,local,2016
CoveredWell/Kuwa,337,4001,local,2016
Not Stated Source of Water,29,4001,local,2016
Other Source of water,111,4001,local,2016
River/Stream,63,4001,local,2016
Sprout Water,76,4001,local,2016
Tap/Piped,3157,4001,local,2016
Tubewell/HandPump,8751,4001,local,2016
Uncovered Well/Kuwa,1099,4001,local,2016
CoveredWell/Kuwa,106,4004,local,2016
Not Stated Source of Water,77,4004,local,2016
Other Source of water,56,4004,local,2016
River/Stream,5,4004,local,2016
Sprout Water,29,4004,local,2016
Tap/Piped,5137,4004,local,2016
Tubewell/HandPump,13525,4004,local,2016
Uncovered Well/Kuwa,183,4004,local,2016
CoveredWell/Kuwa,18,4002,local,2016
Not Stated Source of Water,23,4002,local,2016
Other Source of water,92,4002,local,2016
River/Stream,6,4002,local,2016
Sprout Water,8,4002,local,2016
Tap/Piped,89,4002,local,2016
Tubewell/HandPump,7142,4002,local,2016
Uncovered Well/Kuwa,20,4002,local,2016
CoveredWell/Kuwa,340,4005,local,2016
Not Stated Source of Water,147,4005,local,2016
Other Source of water,112,4005,local,2016
River/Stream,32,4005,local,2016
Sprout Water,44,4005,local,2016
Tap/Piped,7465,4005,local,2016
Tubewell/HandPump,1050,4005,local,2016
Uncovered Well/Kuwa,308,4005,local,2016
CoveredWell/Kuwa,19,4007,local,2016
Not Stated Source of Water,33,4007,local,2016
Other Source of water,86,4007,local,2016
River/Stream,0,4007,local,2016
Sprout Water,7,4007,local,2016
Tap/Piped,1152,4007,local,2016
Tubewell/HandPump,10748,4007,local,2016
Uncovered Well/Kuwa,25,4007,local,2016
CoveredWell/Kuwa,968,11,district,2016
Not Stated Source of Water,46,11,district,2016
Other Source of water,80,11,district,2016
River/Stream,393,11,district,2016
Sprout Water,6862,11,district,2016
Tap/Piped,26937,11,district,2016
Tubewell/HandPump,75,11,district,2016
Uncovered Well/Kuwa,4032,11,district,2016
CoveredWell/Kuwa,23,10003,local,2016
Not Stated Source of Water,6,10003,local,2016
Other Source of water,2,10003,local,2016
River/Stream,45,10003,local,2016
Sprout Water,1479,10003,local,2016
Tap/Piped,4637,10003,local,2016
Tubewell/HandPump,9,10003,local,2016
Uncovered Well/Kuwa,237,10003,local,2016
CoveredWell/Kuwa,163,10008,local,2016
Not Stated Source of Water,9,10008,local,2016
Other Source of water,3,10008,local,2016
River/Stream,60,10008,local,2016
Sprout Water,1989,10008,local,2016
Tap/Piped,4065,10008,local,2016
Tubewell/HandPump,12,10008,local,2016
Uncovered Well/Kuwa,531,10008,local,2016
CoveredWell/Kuwa,28,10007,local,2016
Not Stated Source of Water,6,10007,local,2016
Other Source of water,4,10007,local,2016
River/Stream,17,10007,local,2016
Sprout Water,387,10007,local,2016
Tap/Piped,2132,10007,local,2016
Tubewell/HandPump,20,10007,local,2016
Uncovered Well/Kuwa,134,10007,local,2016
CoveredWell/Kuwa,61,10005,local,2016
Not Stated Source of Water,3,10005,local,2016
Other Source of water,25,10005,local,2016
River/Stream,22,10005,local,2016
Sprout Water,492,10005,local,2016
Tap/Piped,2122,10005,local,2016
Tubewell/HandPump,3,10005,local,2016
Uncovered Well/Kuwa,552,10005,local,2016
CoveredWell/Kuwa,74,10001,local,2016
Not Stated Source of Water,2,10001,local,2016
Other Source of water,12,10001,local,2016
River/Stream,95,10001,local,2016
Sprout Water,305,10001,local,2016
Tap/Piped,2668,10001,local,2016
Tubewell/HandPump,5,10001,local,2016
Uncovered Well/Kuwa,516,10001,local,2016
CoveredWell/Kuwa,282,10002,local,2016
Not Stated Source of Water,2,10002,local,2016
Other Source of water,3,10002,local,2016
River/Stream,28,10002,local,2016
Sprout Water,568,10002,local,2016
Tap/Piped,2324,10002,local,2016
Tubewell/HandPump,4,10002,local,2016
Uncovered Well/Kuwa,571,10002,local,2016
CoveredWell/Kuwa,173,10004,local,2016
Not Stated Source of Water,5,10004,local,2016
Other Source of water,30,10004,local,2016
River/Stream,46,10004,local,2016
Sprout Water,475,10004,local,2016
Tap/Piped,2953,10004,local,2016
Tubewell/HandPump,6,10004,local,2016
Uncovered Well/Kuwa,891,10004,local,2016
CoveredWell/Kuwa,22,10009,local,2016
Not Stated Source of Water,8,10009,local,2016
Other Source of water,0,10009,local,2016
River/Stream,49,10009,local,2016
Sprout Water,600,10009,local,2016
Tap/Piped,3233,10009,local,2016
Tubewell/HandPump,11,10009,local,2016
Uncovered Well/Kuwa,138,10009,local,2016
CoveredWell/Kuwa,142,10006,local,2016
Not Stated Source of Water,5,10006,local,2016
Other Source of water,1,10006,local,2016
River/Stream,31,10006,local,2016
Sprout Water,567,10006,local,2016
Tap/Piped,2803,10006,local,2016
Tubewell/HandPump,5,10006,local,2016
Uncovered Well/Kuwa,462,10006,local,2016
CoveredWell/Kuwa,682,18,district,2016
Not Stated Source of Water,90,18,district,2016
Other Source of water,141,18,district,2016
River/Stream,367,18,district,2016
Sprout Water,2298,18,district,2016
Tap/Piped,30715,18,district,2016
Tubewell/HandPump,27,18,district,2016
Uncovered Well/Kuwa,3296,18,district,2016
CoveredWell/Kuwa,129,7006,local,2016
Not Stated Source of Water,9,7006,local,2016
Other Source of water,5,7006,local,2016
River/Stream,8,7006,local,2016
Sprout Water,317,7006,local,2016
Tap/Piped,4127,7006,local,2016
Tubewell/HandPump,2,7006,local,2016
Uncovered Well/Kuwa,380,7006,local,2016
CoveredWell/Kuwa,79,7004,local,2016
Not Stated Source of Water,3,7004,local,2016
Other Source of water,2,7004,local,2016
River/Stream,42,7004,local,2016
Sprout Water,86,7004,local,2016
Tap/Piped,2980,7004,local,2016
Tubewell/HandPump,3,7004,local,2016
Uncovered Well/Kuwa,681,7004,local,2016
CoveredWell/Kuwa,53,7002,local,2016
Not Stated Source of Water,11,7002,local,2016
Other Source of water,22,7002,local,2016
River/Stream,15,7002,local,2016
Sprout Water,549,7002,local,2016
Tap/Piped,3150,7002,local,2016
Tubewell/HandPump,3,7002,local,2016
Uncovered Well/Kuwa,429,7002,local,2016
CoveredWell/Kuwa,61,7005,local,2016
Not Stated Source of Water,11,7005,local,2016
Other Source of water,9,7005,local,2016
River/Stream,37,7005,local,2016
Sprout Water,279,7005,local,2016
Tap/Piped,4801,7005,local,2016
Tubewell/HandPump,5,7005,local,2016
Uncovered Well/Kuwa,279,7005,local,2016
CoveredWell/Kuwa,157,7003,local,2016
Not Stated Source of Water,34,7003,local,2016
Other Source of water,60,7003,local,2016
River/Stream,77,7003,local,2016
Sprout Water,504,7003,local,2016
Tap/Piped,7975,7003,local,2016
Tubewell/HandPump,9,7003,local,2016
Uncovered Well/Kuwa,644,7003,local,2016
CoveredWell/Kuwa,128,7001,local,2016
Not Stated Source of Water,11,7001,local,2016
Other Source of water,38,7001,local,2016
River/Stream,87,7001,local,2016
Sprout Water,76,7001,local,2016
Tap/Piped,3516,7001,local,2016
Tubewell/HandPump,2,7001,local,2016
Uncovered Well/Kuwa,684,7001,local,2016
CoveredWell/Kuwa,75,7007,local,2016
Not Stated Source of Water,11,7007,local,2016
Other Source of water,5,7007,local,2016
River/Stream,101,7007,local,2016
Sprout Water,487,7007,local,2016
Tap/Piped,4166,7007,local,2016
Tubewell/HandPump,3,7007,local,2016
Uncovered Well/Kuwa,199,7007,local,2016
CoveredWell/Kuwa,452,62,district,2016
Not Stated Source of Water,136,62,district,2016
Other Source of water,82,62,district,2016
River/Stream,638,62,district,2016
Sprout Water,7036,62,district,2016
Tap/Piped,23395,62,district,2016
Tubewell/HandPump,1,62,district,2016
Uncovered Well/Kuwa,2875,62,district,2016
CoveredWell/Kuwa,19,9004,local,2016
Not Stated Source of Water,2,9004,local,2016
Other Source of water,6,9004,local,2016
River/Stream,48,9004,local,2016
Sprout Water,284,9004,local,2016
Tap/Piped,3247,9004,local,2016
Tubewell/HandPump,0,9004,local,2016
Uncovered Well/Kuwa,352,9004,local,2016
CoveredWell/Kuwa,0,9001,local,2016
Not Stated Source of Water,4,9001,local,2016
Other Source of water,2,9001,local,2016
River/Stream,50,9001,local,2016
Sprout Water,415,9001,local,2016
Tap/Piped,835,9001,local,2016
Tubewell/HandPump,0,9001,local,2016
Uncovered Well/Kuwa,73,9001,local,2016
CoveredWell/Kuwa,12,9010,local,2016
Not Stated Source of Water,12,9010,local,2016
Other Source of water,11,9010,local,2016
River/Stream,11,9010,local,2016
Sprout Water,30,9010,local,2016
Tap/Piped,2249,9010,local,2016
Tubewell/HandPump,0,9010,local,2016
Uncovered Well/Kuwa,87,9010,local,2016
CoveredWell/Kuwa,18,9007,local,2016
Not Stated Source of Water,10,9007,local,2016
Other Source of water,11,9007,local,2016
River/Stream,143,9007,local,2016
Sprout Water,385,9007,local,2016
Tap/Piped,2072,9007,local,2016
Tubewell/HandPump,0,9007,local,2016
Uncovered Well/Kuwa,283,9007,local,2016
CoveredWell/Kuwa,5,9006,local,2016
Not Stated Source of Water,4,9006,local,2016
Other Source of water,34,9006,local,2016
River/Stream,56,9006,local,2016
Sprout Water,627,9006,local,2016
Tap/Piped,2442,9006,local,2016
Tubewell/HandPump,0,9006,local,2016
Uncovered Well/Kuwa,48,9006,local,2016
CoveredWell/Kuwa,125,9002,local,2016
Not Stated Source of Water,23,9002,local,2016
Other Source of water,5,9002,local,2016
River/Stream,57,9002,local,2016
Sprout Water,1172,9002,local,2016
Tap/Piped,4075,9002,local,2016
Tubewell/HandPump,0,9002,local,2016
Uncovered Well/Kuwa,481,9002,local,2016
CoveredWell/Kuwa,73,9005,local,2016
Not Stated Source of Water,57,9005,local,2016
Other Source of water,5,9005,local,2016
River/Stream,56,9005,local,2016
Sprout Water,2675,9005,local,2016
Tap/Piped,3997,9005,local,2016
Tubewell/HandPump,1,9005,local,2016
Uncovered Well/Kuwa,582,9005,local,2016
CoveredWell/Kuwa,28,9003,local,2016
Not Stated Source of Water,2,9003,local,2016
Other Source of water,1,9003,local,2016
River/Stream,29,9003,local,2016
Sprout Water,149,9003,local,2016
Tap/Piped,1238,9003,local,2016
Tubewell/HandPump,0,9003,local,2016
Uncovered Well/Kuwa,71,9003,local,2016
CoveredWell/Kuwa,113,9008,local,2016
Not Stated Source of Water,8,9008,local,2016
Other Source of water,2,9008,local,2016
River/Stream,129,9008,local,2016
Sprout Water,782,9008,local,2016
Tap/Piped,2033,9008,local,2016
Tubewell/HandPump,0,9008,local,2016
Uncovered Well/Kuwa,567,9008,local,2016
CoveredWell/Kuwa,59,9009,local,2016
Not Stated Source of Water,14,9009,local,2016
Other Source of water,5,9009,local,2016
River/Stream,59,9009,local,2016
Sprout Water,517,9009,local,2016
Tap/Piped,1207,9009,local,2016
Tubewell/HandPump,0,9009,local,2016
Uncovered Well/Kuwa,331,9009,local,2016
CoveredWell/Kuwa,910,75,district,2016
Not Stated Source of Water,207,75,district,2016
Other Source of water,567,75,district,2016
River/Stream,1468,75,district,2016
Sprout Water,878,75,district,2016
Tap/Piped,28893,75,district,2016
Tubewell/HandPump,22943,75,district,2016
Uncovered Well/Kuwa,10648,75,district,2016
CoveredWell/Kuwa,82,14006,local,2016
Not Stated Source of Water,19,14006,local,2016
Other Source of water,0,14006,local,2016
River/Stream,77,14006,local,2016
Sprout Water,0,14006,local,2016
Tap/Piped,2256,14006,local,2016
Tubewell/HandPump,3,14006,local,2016
Uncovered Well/Kuwa,266,14006,local,2016
CoveredWell/Kuwa,48,14004,local,2016
Not Stated Source of Water,25,14004,local,2016
Other Source of water,8,14004,local,2016
River/Stream,84,14004,local,2016
Sprout Water,113,14004,local,2016
Tap/Piped,3613,14004,local,2016
Tubewell/HandPump,254,14004,local,2016
Uncovered Well/Kuwa,521,14004,local,2016
CoveredWell/Kuwa,113,14007,local,2016
Not Stated Source of Water,59,14007,local,2016
Other Source of water,198,14007,local,2016
River/Stream,283,14007,local,2016
Sprout Water,276,14007,local,2016
Tap/Piped,5295,14007,local,2016
Tubewell/HandPump,11470,14007,local,2016
Uncovered Well/Kuwa,1790,14007,local,2016
CoveredWell/Kuwa,25,14001,local,2016
Not Stated Source of Water,19,14001,local,2016
Other Source of water,56,14001,local,2016
River/Stream,199,14001,local,2016
Sprout Water,133,14001,local,2016
Tap/Piped,3071,14001,local,2016
Tubewell/HandPump,3764,14001,local,2016
Uncovered Well/Kuwa,1663,14001,local,2016
CoveredWell/Kuwa,2,14005,local,2016
Not Stated Source of Water,5,14005,local,2016
Other Source of water,3,14005,local,2016
River/Stream,9,14005,local,2016
Sprout Water,71,14005,local,2016
Tap/Piped,2009,14005,local,2016
Tubewell/HandPump,0,14005,local,2016
Uncovered Well/Kuwa,217,14005,local,2016
CoveredWell/Kuwa,160,14003,local,2016
Not Stated Source of Water,62,14003,local,2016
Other Source of water,107,14003,local,2016
River/Stream,225,14003,local,2016
Sprout Water,133,14003,local,2016
Tap/Piped,5787,14003,local,2016
Tubewell/HandPump,2826,14003,local,2016
Uncovered Well/Kuwa,2417,14003,local,2016
CoveredWell/Kuwa,117,14008,local,2016
Not Stated Source of Water,9,14008,local,2016
Other Source of water,12,14008,local,2016
River/Stream,525,14008,local,2016
Sprout Water,113,14008,local,2016
Tap/Piped,3705,14008,local,2016
Tubewell/HandPump,314,14008,local,2016
Uncovered Well/Kuwa,1384,14008,local,2016
CoveredWell/Kuwa,363,14002,local,2016
Not Stated Source of Water,9,14002,local,2016
Other Source of water,183,14002,local,2016
River/Stream,66,14002,local,2016
Sprout Water,39,14002,local,2016
Tap/Piped,3157,14002,local,2016
Tubewell/HandPump,4312,14002,local,2016
Uncovered Well/Kuwa,2390,14002,local,2016
CoveredWell/Kuwa,636,51,district,2016
Not Stated Source of Water,135,51,district,2016
Other Source of water,130,51,district,2016
River/Stream,847,51,district,2016
Sprout Water,5661,51,district,2016
Tap/Piped,29438,51,district,2016
Tubewell/HandPump,63,51,district,2016
Uncovered Well/Kuwa,4266,51,district,2016
CoveredWell/Kuwa,131,2004,local,2016
Not Stated Source of Water,16,2004,local,2016
Other Source of water,2,2004,local,2016
River/Stream,13,2004,local,2016
Sprout Water,544,2004,local,2016
Tap/Piped,1174,2004,local,2016
Tubewell/HandPump,9,2004,local,2016
Uncovered Well/Kuwa,1611,2004,local,2016
CoveredWell/Kuwa,14,2001,local,2016
Not Stated Source of Water,29,2001,local,2016
Other Source of water,0,2001,local,2016
River/Stream,8,2001,local,2016
Sprout Water,88,2001,local,2016
Tap/Piped,4244,2001,local,2016
Tubewell/HandPump,8,2001,local,2016
Uncovered Well/Kuwa,161,2001,local,2016
CoveredWell/Kuwa,36,2003,local,2016
Not Stated Source of Water,21,2003,local,2016
Other Source of water,19,2003,local,2016
River/Stream,27,2003,local,2016
Sprout Water,797,2003,local,2016
Tap/Piped,3649,2003,local,2016
Tubewell/HandPump,5,2003,local,2016
Uncovered Well/Kuwa,238,2003,local,2016
CoveredWell/Kuwa,35,2005,local,2016
Not Stated Source of Water,9,2005,local,2016
Other Source of water,9,2005,local,2016
River/Stream,455,2005,local,2016
Sprout Water,1357,2005,local,2016
Tap/Piped,3019,2005,local,2016
Tubewell/HandPump,15,2005,local,2016
Uncovered Well/Kuwa,651,2005,local,2016
CoveredWell/Kuwa,333,2006,local,2016
Not Stated Source of Water,33,2006,local,2016
Other Source of water,73,2006,local,2016
River/Stream,58,2006,local,2016
Sprout Water,969,2006,local,2016
Tap/Piped,9026,2006,local,2016
Tubewell/HandPump,8,2006,local,2016
Uncovered Well/Kuwa,494,2006,local,2016
CoveredWell/Kuwa,7,2008,local,2016
Not Stated Source of Water,10,2008,local,2016
Other Source of water,17,2008,local,2016
River/Stream,11,2008,local,2016
Sprout Water,297,2008,local,2016
Tap/Piped,3377,2008,local,2016
Tubewell/HandPump,5,2008,local,2016
Uncovered Well/Kuwa,87,2008,local,2016
CoveredWell/Kuwa,20,2007,local,2016
Not Stated Source of Water,4,2007,local,2016
Other Source of water,1,2007,local,2016
River/Stream,256,2007,local,2016
Sprout Water,1114,2007,local,2016
Tap/Piped,961,2007,local,2016
Tubewell/HandPump,3,2007,local,2016
Uncovered Well/Kuwa,456,2007,local,2016
CoveredWell/Kuwa,60,2002,local,2016
Not Stated Source of Water,13,2002,local,2016
Other Source of water,9,2002,local,2016
River/Stream,19,2002,local,2016
Sprout Water,495,2002,local,2016
Tap/Piped,3988,2002,local,2016
Tubewell/HandPump,10,2002,local,2016
Uncovered Well/Kuwa,568,2002,local,2016
CoveredWell/Kuwa,200,74,district,2016
Not Stated Source of Water,66,74,district,2016
Other Source of water,145,74,district,2016
River/Stream,82,74,district,2016
Sprout Water,3287,74,district,2016
Tap/Piped,17140,74,district,2016
Tubewell/HandPump,21,74,district,2016
Uncovered Well/Kuwa,1143,74,district,2016
CoveredWell/Kuwa,56,8001,local,2016
Not Stated Source of Water,19,8001,local,2016
Other Source of water,73,8001,local,2016
River/Stream,38,8001,local,2016
Sprout Water,785,8001,local,2016
Tap/Piped,3223,8001,local,2016
Tubewell/HandPump,2,8001,local,2016
Uncovered Well/Kuwa,382,8001,local,2016
CoveredWell/Kuwa,11,8005,local,2016
Not Stated Source of Water,7,8005,local,2016
Other Source of water,2,8005,local,2016
River/Stream,12,8005,local,2016
Sprout Water,604,8005,local,2016
Tap/Piped,3862,8005,local,2016
Tubewell/HandPump,7,8005,local,2016
Uncovered Well/Kuwa,90,8005,local,2016
CoveredWell/Kuwa,32,8003,local,2016
Not Stated Source of Water,10,8003,local,2016
Other Source of water,10,8003,local,2016
River/Stream,3,8003,local,2016
Sprout Water,533,8003,local,2016
Tap/Piped,2997,8003,local,2016
Tubewell/HandPump,2,8003,local,2016
Uncovered Well/Kuwa,90,8003,local,2016
CoveredWell/Kuwa,4,8004,local,2016
Not Stated Source of Water,5,8004,local,2016
Other Source of water,26,8004,local,2016
River/Stream,6,8004,local,2016
Sprout Water,252,8004,local,2016
Tap/Piped,1429,8004,local,2016
Tubewell/HandPump,2,8004,local,2016
Uncovered Well/Kuwa,70,8004,local,2016
CoveredWell/Kuwa,63,8006,local,2016
Not Stated Source of Water,12,8006,local,2016
Other Source of water,30,8006,local,2016
River/Stream,13,8006,local,2016
Sprout Water,485,8006,local,2016
Tap/Piped,3037,8006,local,2016
Tubewell/HandPump,6,8006,local,2016
Uncovered Well/Kuwa,158,8006,local,2016
CoveredWell/Kuwa,34,8002,local,2016
Not Stated Source of Water,13,8002,local,2016
Other Source of water,4,8002,local,2016
River/Stream,10,8002,local,2016
Sprout Water,628,8002,local,2016
Tap/Piped,2592,8002,local,2016
Tubewell/HandPump,2,8002,local,2016
Uncovered Well/Kuwa,353,8002,local,2016
CoveredWell/Kuwa,666,26,district,2016
Not Stated Source of Water,334,26,district,2016
Other Source of water,666,26,district,2016
River/Stream,858,26,district,2016
Sprout Water,6617,26,district,2016
Tap/Piped,47283,26,district,2016
Tubewell/HandPump,3010,26,district,2016
Uncovered Well/Kuwa,5043,26,district,2016
CoveredWell/Kuwa,4,3009,local,2016
Not Stated Source of Water,9,3009,local,2016
Other Source of water,25,3009,local,2016
River/Stream,28,3009,local,2016
Sprout Water,659,3009,local,2016
Tap/Piped,2883,3009,local,2016
Tubewell/HandPump,2,3009,local,2016
Uncovered Well/Kuwa,33,3009,local,2016
CoveredWell/Kuwa,157,3001,local,2016
Not Stated Source of Water,19,3001,local,2016
Other Source of water,73,3001,local,2016
River/Stream,61,3001,local,2016
Sprout Water,103,3001,local,2016
Tap/Piped,1285,3001,local,2016
Tubewell/HandPump,2393,3001,local,2016
Uncovered Well/Kuwa,558,3001,local,2016
CoveredWell/Kuwa,38,3007,local,2016
Not Stated Source of Water,41,3007,local,2016
Other Source of water,11,3007,local,2016
River/Stream,17,3007,local,2016
Sprout Water,716,3007,local,2016
Tap/Piped,2290,3007,local,2016
Tubewell/HandPump,9,3007,local,2016
Uncovered Well/Kuwa,607,3007,local,2016
CoveredWell/Kuwa,32,3003,local,2016
Not Stated Source of Water,22,3003,local,2016
Other Source of water,7,3003,local,2016
River/Stream,12,3003,local,2016
Sprout Water,837,3003,local,2016
Tap/Piped,3364,3003,local,2016
Tubewell/HandPump,6,3003,local,2016
Uncovered Well/Kuwa,354,3003,local,2016
CoveredWell/Kuwa,11,3006,local,2016
Not Stated Source of Water,16,3006,local,2016
Other Source of water,24,3006,local,2016
River/Stream,27,3006,local,2016
Sprout Water,909,3006,local,2016
Tap/Piped,3611,3006,local,2016
Tubewell/HandPump,7,3006,local,2016
Uncovered Well/Kuwa,72,3006,local,2016
CoveredWell/Kuwa,254,3005,local,2016
Not Stated Source of Water,32,3005,local,2016
Other Source of water,119,3005,local,2016
River/Stream,366,3005,local,2016
Sprout Water,328,3005,local,2016
Tap/Piped,3227,3005,local,2016
Tubewell/HandPump,550,3005,local,2016
Uncovered Well/Kuwa,2201,3005,local,2016
CoveredWell/Kuwa,4,3008,local,2016
Not Stated Source of Water,24,3008,local,2016
Other Source of water,55,3008,local,2016
River/Stream,74,3008,local,2016
Sprout Water,26,3008,local,2016
Tap/Piped,3990,3008,local,2016
Tubewell/HandPump,5,3008,local,2016
Uncovered Well/Kuwa,173,3008,local,2016
CoveredWell/Kuwa,43,3004,local,2016
Not Stated Source of Water,90,3004,local,2016
Other Source of water,153,3004,local,2016
River/Stream,185,3004,local,2016
Sprout Water,1526,3004,local,2016
Tap/Piped,9132,3004,local,2016
Tubewell/HandPump,15,3004,local,2016
Uncovered Well/Kuwa,239,3004,local,2016
CoveredWell/Kuwa,21,3002,local,2016
Not Stated Source of Water,29,3002,local,2016
Other Source of water,82,3002,local,2016
River/Stream,45,3002,local,2016
Sprout Water,834,3002,local,2016
Tap/Piped,5929,3002,local,2016
Tubewell/HandPump,5,3002,local,2016
Uncovered Well/Kuwa,178,3002,local,2016
CoveredWell/Kuwa,102,3010,local,2016
Not Stated Source of Water,52,3010,local,2016
Other Source of water,117,3010,local,2016
River/Stream,43,3010,local,2016
Sprout Water,679,3010,local,2016
Tap/Piped,11572,3010,local,2016
Tubewell/HandPump,18,3010,local,2016
Uncovered Well/Kuwa,628,3010,local,2016
CoveredWell/Kuwa,604,49,district,2016
Not Stated Source of Water,222,49,district,2016
Other Source of water,49,49,district,2016
River/Stream,641,49,district,2016
Sprout Water,1543,49,district,2016
Tap/Piped,26818,49,district,2016
Tubewell/HandPump,34,49,district,2016
Uncovered Well/Kuwa,2555,49,district,2016
CoveredWell/Kuwa,87,12008,local,2016
Not Stated Source of Water,24,12008,local,2016
Other Source of water,8,12008,local,2016
River/Stream,84,12008,local,2016
Sprout Water,114,12008,local,2016
Tap/Piped,3329,12008,local,2016
Tubewell/HandPump,5,12008,local,2016
Uncovered Well/Kuwa,336,12008,local,2016
CoveredWell/Kuwa,135,12001,local,2016
Not Stated Source of Water,25,12001,local,2016
Other Source of water,0,12001,local,2016
River/Stream,99,12001,local,2016
Sprout Water,137,12001,local,2016
Tap/Piped,2674,12001,local,2016
Tubewell/HandPump,2,12001,local,2016
Uncovered Well/Kuwa,724,12001,local,2016
CoveredWell/Kuwa,48,12002,local,2016
Not Stated Source of Water,29,12002,local,2016
Other Source of water,0,12002,local,2016
River/Stream,8,12002,local,2016
Sprout Water,340,12002,local,2016
Tap/Piped,2709,12002,local,2016
Tubewell/HandPump,2,12002,local,2016
Uncovered Well/Kuwa,198,12002,local,2016
CoveredWell/Kuwa,168,12004,local,2016
Not Stated Source of Water,9,12004,local,2016
Other Source of water,0,12004,local,2016
River/Stream,100,12004,local,2016
Sprout Water,90,12004,local,2016
Tap/Piped,2269,12004,local,2016
Tubewell/HandPump,7,12004,local,2016
Uncovered Well/Kuwa,314,12004,local,2016
CoveredWell/Kuwa,62,12007,local,2016
Not Stated Source of Water,95,12007,local,2016
Other Source of water,20,12007,local,2016
River/Stream,142,12007,local,2016
Sprout Water,397,12007,local,2016
Tap/Piped,5850,12007,local,2016
Tubewell/HandPump,5,12007,local,2016
Uncovered Well/Kuwa,423,12007,local,2016
CoveredWell/Kuwa,39,12005,local,2016
Not Stated Source of Water,19,12005,local,2016
Other Source of water,11,12005,local,2016
River/Stream,78,12005,local,2016
Sprout Water,128,12005,local,2016
Tap/Piped,4267,12005,local,2016
Tubewell/HandPump,2,12005,local,2016
Uncovered Well/Kuwa,74,12005,local,2016
CoveredWell/Kuwa,52,12003,local,2016
Not Stated Source of Water,10,12003,local,2016
Other Source of water,2,12003,local,2016
River/Stream,81,12003,local,2016
Sprout Water,109,12003,local,2016
