drinking water source,total,geo_code,geo_level,geo_version
Tap/Piped,2740,12003,local,2016
Tubewell/HandPump,3,12003,local,2016
Uncovered Well/Kuwa,114,12003,local,2016
CoveredWell/Kuwa,13,12006,local,2016
Not Stated Source of Water,11,12006,local,2016
Other Source of water,8,12006,local,2016
River/Stream,49,12006,local,2016
Sprout Water,228,12006,local,2016
Tap/Piped,2980,12006,local,2016
Tubewell/HandPump,8,12006,local,2016
Uncovered Well/Kuwa,372,12006,local,2016
CoveredWell/Kuwa,791,37,district,2016
Not Stated Source of Water,203,37,district,2016
Other Source of water,62,37,district,2016
River/Stream,666,37,district,2016
Sprout Water,4020,37,district,2016
Tap/Piped,33310,37,district,2016
Tubewell/HandPump,28,37,district,2016
Uncovered Well/Kuwa,3567,37,district,2016
CoveredWell/Kuwa,34,13006,local,2016
Not Stated Source of Water,15,13006,local,2016
Other Source of water,0,13006,local,2016
River/Stream,87,13006,local,2016
Sprout Water,289,13006,local,2016
Tap/Piped,2667,13006,local,2016
Tubewell/HandPump,1,13006,local,2016
Uncovered Well/Kuwa,254,13006,local,2016
CoveredWell/Kuwa,31,13010,local,2016
Not Stated Source of Water,12,13010,local,2016
Other Source of water,0,13010,local,2016
River/Stream,4,13010,local,2016
Sprout Water,365,13010,local,2016
Tap/Piped,1919,13010,local,2016
Tubewell/HandPump,0,13010,local,2016
Uncovered Well/Kuwa,77,13010,local,2016
CoveredWell/Kuwa,339,13004,local,2016
Not Stated Source of Water,23,13004,local,2016
Other Source of water,1,13004,local,2016
River/Stream,222,13004,local,2016
Sprout Water,233,13004,local,2016
Tap/Piped,3971,13004,local,2016
Tubewell/HandPump,10,13004,local,2016
Uncovered Well/Kuwa,1039,13004,local,2016
CoveredWell/Kuwa,8,13001,local,2016
Not Stated Source of Water,8,13001,local,2016
Other Source of water,8,13001,local,2016
River/Stream,43,13001,local,2016
Sprout Water,130,13001,local,2016
Tap/Piped,3168,13001,local,2016
Tubewell/HandPump,2,13001,local,2016
Uncovered Well/Kuwa,124,13001,local,2016
CoveredWell/Kuwa,28,13002,local,2016
Not Stated Source of Water,26,13002,local,2016
Other Source of water,0,13002,local,2016
River/Stream,55,13002,local,2016
Sprout Water,46,13002,local,2016
Tap/Piped,2310,13002,local,2016
Tubewell/HandPump,1,13002,local,2016
Uncovered Well/Kuwa,236,13002,local,2016
CoveredWell/Kuwa,9,13008,local,2016
Not Stated Source of Water,8,13008,local,2016
Other Source of water,3,13008,local,2016
River/Stream,44,13008,local,2016
Sprout Water,238,13008,local,2016
Tap/Piped,2352,13008,local,2016
Tubewell/HandPump,0,13008,local,2016
Uncovered Well/Kuwa,139,13008,local,2016
CoveredWell/Kuwa,23,13003,local,2016
Not Stated Source of Water,21,13003,local,2016
Other Source of water,11,13003,local,2016
River/Stream,32,13003,local,2016
Sprout Water,562,13003,local,2016
Tap/Piped,3119,13003,local,2016
Tubewell/HandPump,3,13003,local,2016
Uncovered Well/Kuwa,369,13003,local,2016
CoveredWell/Kuwa,38,13007,local,2016
Not Stated Source of Water,12,13007,local,2016
Other Source of water,3,13007,local,2016
River/Stream,25,13007,local,2016
Sprout Water,815,13007,local,2016
Tap/Piped,3237,13007,local,2016
Tubewell/HandPump,4,13007,local,2016
Uncovered Well/Kuwa,569,13007,local,2016
CoveredWell/Kuwa,27,13005,local,2016
Not Stated Source of Water,17,13005,local,2016
Other Source of water,4,13005,local,2016
River/Stream,74,13005,local,2016
Sprout Water,311,13005,local,2016
Tap/Piped,2413,13005,local,2016
Tubewell/HandPump,2,13005,local,2016
Uncovered Well/Kuwa,327,13005,local,2016
CoveredWell/Kuwa,254,13009,local,2016
Not Stated Source of Water,61,13009,local,2016
Other Source of water,32,13009,local,2016
River/Stream,80,13009,local,2016
Sprout Water,1031,13009,local,2016
Tap/Piped,8154,13009,local,2016
Tubewell/HandPump,5,13009,local,2016
Uncovered Well/Kuwa,433,13009,local,2016
CoveredWell/Kuwa,54,73,district,2016
Not Stated Source of Water,128,73,district,2016
Other Source of water,223,73,district,2016
River/Stream,183,73,district,2016
Sprout Water,1441,73,district,2016
Tap/Piped,23961,73,district,2016
Tubewell/HandPump,6,73,district,2016
Uncovered Well/Kuwa,475,73,district,2016
CoveredWell/Kuwa,1,1005,local,2016
Not Stated Source of Water,24,1005,local,2016
Other Source of water,13,1005,local,2016
River/Stream,16,1005,local,2016
Sprout Water,10,1005,local,2016
Tap/Piped,2445,1005,local,2016
Tubewell/HandPump,0,1005,local,2016
Uncovered Well/Kuwa,16,1005,local,2016
CoveredWell/Kuwa,2,1002,local,2016
Not Stated Source of Water,13,1002,local,2016
Other Source of water,14,1002,local,2016
River/Stream,8,1002,local,2016
Sprout Water,90,1002,local,2016
Tap/Piped,2041,1002,local,2016
Tubewell/HandPump,1,1002,local,2016
Uncovered Well/Kuwa,25,1002,local,2016
CoveredWell/Kuwa,9,1006,local,2016
Not Stated Source of Water,19,1006,local,2016
Other Source of water,91,1006,local,2016
River/Stream,31,1006,local,2016
Sprout Water,539,1006,local,2016
Tap/Piped,5245,1006,local,2016
Tubewell/HandPump,0,1006,local,2016
Uncovered Well/Kuwa,52,1006,local,2016
CoveredWell/Kuwa,18,1007,local,2016
Not Stated Source of Water,15,1007,local,2016
Other Source of water,17,1007,local,2016
River/Stream,5,1007,local,2016
Sprout Water,50,1007,local,2016
Tap/Piped,2216,1007,local,2016
Tubewell/HandPump,0,1007,local,2016
Uncovered Well/Kuwa,49,1007,local,2016
CoveredWell/Kuwa,1,1004,local,2016
Not Stated Source of Water,7,1004,local,2016
Other Source of water,23,1004,local,2016
River/Stream,9,1004,local,2016
Sprout Water,44,1004,local,2016
Tap/Piped,1724,1004,local,2016
Tubewell/HandPump,1,1004,local,2016
Uncovered Well/Kuwa,60,1004,local,2016
CoveredWell/Kuwa,5,1008,local,2016
Not Stated Source of Water,19,1008,local,2016
Other Source of water,17,1008,local,2016
River/Stream,29,1008,local,2016
Sprout Water,132,1008,local,2016
Tap/Piped,2978,1008,local,2016
Tubewell/HandPump,3,1008,local,2016
Uncovered Well/Kuwa,44,1008,local,2016
CoveredWell/Kuwa,2,1009,local,2016
Not Stated Source of Water,7,1009,local,2016
Other Source of water,21,1009,local,2016
River/Stream,33,1009,local,2016
Sprout Water,170,1009,local,2016
Tap/Piped,2586,1009,local,2016
Tubewell/HandPump,0,1009,local,2016
Uncovered Well/Kuwa,15,1009,local,2016
CoveredWell/Kuwa,6,1003,local,2016
Not Stated Source of Water,18,1003,local,2016
Other Source of water,6,1003,local,2016
River/Stream,40,1003,local,2016
Sprout Water,144,1003,local,2016
Tap/Piped,2325,1003,local,2016
Tubewell/HandPump,1,1003,local,2016
Uncovered Well/Kuwa,38,1003,local,2016
CoveredWell/Kuwa,10,1001,local,2016
Not Stated Source of Water,6,1001,local,2016
Other Source of water,21,1001,local,2016
River/Stream,12,1001,local,2016
Sprout Water,262,1001,local,2016
Tap/Piped,2401,1001,local,2016
Tubewell/HandPump,0,1001,local,2016
Uncovered Well/Kuwa,176,1001,local,2016
CoveredWell/Kuwa,747,43,district,2016
Not Stated Source of Water,841,43,district,2016
Other Source of water,1762,43,district,2016
River/Stream,536,43,district,2016
Sprout Water,1091,43,district,2016
Tap/Piped,40468,43,district,2016
Tubewell/HandPump,166823,43,district,2016
Uncovered Well/Kuwa,1602,43,district,2016
CoveredWell/Kuwa,59,5015,local,2016
Not Stated Source of Water,105,5015,local,2016
Other Source of water,245,5015,local,2016
River/Stream,10,5015,local,2016
Sprout Water,33,5015,local,2016
Tap/Piped,1786,5015,local,2016
Tubewell/HandPump,16334,5015,local,2016
Uncovered Well/Kuwa,38,5015,local,2016
CoveredWell/Kuwa,19,5010,local,2016
Not Stated Source of Water,18,5010,local,2016
Other Source of water,38,5010,local,2016
River/Stream,18,5010,local,2016
Sprout Water,140,5010,local,2016
Tap/Piped,6855,5010,local,2016
Tubewell/HandPump,12,5010,local,2016
Uncovered Well/Kuwa,239,5010,local,2016
CoveredWell/Kuwa,11,5014,local,2016
Not Stated Source of Water,19,5014,local,2016
Other Source of water,156,5014,local,2016
River/Stream,4,5014,local,2016
Sprout Water,10,5014,local,2016
Tap/Piped,61,5014,local,2016
Tubewell/HandPump,12188,5014,local,2016
Uncovered Well/Kuwa,33,5014,local,2016
CoveredWell/Kuwa,18,5003,local,2016
Not Stated Source of Water,33,5003,local,2016
Other Source of water,206,5003,local,2016
River/Stream,14,5003,local,2016
Sprout Water,21,5003,local,2016
Tap/Piped,1369,5003,local,2016
Tubewell/HandPump,7930,5003,local,2016
Uncovered Well/Kuwa,30,5003,local,2016
CoveredWell/Kuwa,50,5017,local,2016
Not Stated Source of Water,8,5017,local,2016
Other Source of water,97,5017,local,2016
River/Stream,16,5017,local,2016
Sprout Water,11,5017,local,2016
Tap/Piped,2037,5017,local,2016
Tubewell/HandPump,10272,5017,local,2016
Uncovered Well/Kuwa,39,5017,local,2016
CoveredWell/Kuwa,14,5016,local,2016
Not Stated Source of Water,33,5016,local,2016
Other Source of water,157,5016,local,2016
River/Stream,0,5016,local,2016
Sprout Water,7,5016,local,2016
Tap/Piped,36,5016,local,2016
Tubewell/HandPump,10508,5016,local,2016
Uncovered Well/Kuwa,40,5016,local,2016
CoveredWell/Kuwa,32,5007,local,2016
Not Stated Source of Water,27,5007,local,2016
Other Source of water,6,5007,local,2016
River/Stream,13,5007,local,2016
Sprout Water,12,5007,local,2016
Tap/Piped,63,5007,local,2016
Tubewell/HandPump,8449,5007,local,2016
Uncovered Well/Kuwa,81,5007,local,2016
CoveredWell/Kuwa,41,5001,local,2016
Not Stated Source of Water,68,5001,local,2016
Other Source of water,190,5001,local,2016
River/Stream,6,5001,local,2016
Sprout Water,31,5001,local,2016
Tap/Piped,225,5001,local,2016
Tubewell/HandPump,14751,5001,local,2016
Uncovered Well/Kuwa,26,5001,local,2016
CoveredWell/Kuwa,176,5012,local,2016
Not Stated Source of Water,60,5012,local,2016
Other Source of water,291,5012,local,2016
River/Stream,3,5012,local,2016
Sprout Water,22,5012,local,2016
Tap/Piped,1309,5012,local,2016
Tubewell/HandPump,11807,5012,local,2016
Uncovered Well/Kuwa,288,5012,local,2016
CoveredWell/Kuwa,68,5011,local,2016
Not Stated Source of Water,12,5011,local,2016
Other Source of water,4,5011,local,2016
River/Stream,394,5011,local,2016
Sprout Water,314,5011,local,2016
Tap/Piped,2988,5011,local,2016
Tubewell/HandPump,2295,5011,local,2016
Uncovered Well/Kuwa,342,5011,local,2016
CoveredWell/Kuwa,15,5005,local,2016
Not Stated Source of Water,28,5005,local,2016
Other Source of water,1,5005,local,2016
River/Stream,0,5005,local,2016
Sprout Water,6,5005,local,2016
Tap/Piped,286,5005,local,2016
Tubewell/HandPump,7544,5005,local,2016
Uncovered Well/Kuwa,40,5005,local,2016
CoveredWell/Kuwa,19,5013,local,2016
Not Stated Source of Water,23,5013,local,2016
Other Source of water,138,5013,local,2016
River/Stream,2,5013,local,2016
Sprout Water,6,5013,local,2016
Tap/Piped,488,5013,local,2016
Tubewell/HandPump,10538,5013,local,2016
Uncovered Well/Kuwa,35,5013,local,2016
CoveredWell/Kuwa,12,5008,local,2016
Not Stated Source of Water,16,5008,local,2016
Other Source of water,16,5008,local,2016
River/Stream,0,5008,local,2016
Sprout Water,2,5008,local,2016
Tap/Piped,22,5008,local,2016
Tubewell/HandPump,7924,5008,local,2016
Uncovered Well/Kuwa,17,5008,local,2016
CoveredWell/Kuwa,6,5004,local,2016
Not Stated Source of Water,24,5004,local,2016
Other Source of water,48,5004,local,2016
River/Stream,1,5004,local,2016
Sprout Water,2,5004,local,2016
Tap/Piped,34,5004,local,2016
Tubewell/HandPump,7794,5004,local,2016
Uncovered Well/Kuwa,48,5004,local,2016
CoveredWell/Kuwa,12,5006,local,2016
Not Stated Source of Water,12,5006,local,2016
Other Source of water,8,5006,local,2016
River/Stream,1,5006,local,2016
Sprout Water,9,5006,local,2016
Tap/Piped,59,5006,local,2016
Tubewell/HandPump,8010,5006,local,2016
Uncovered Well/Kuwa,64,5006,local,2016
CoveredWell/Kuwa,88,5009,local,2016
Not Stated Source of Water,18,5009,local,2016
Other Source of water,12,5009,local,2016
River/Stream,46,5009,local,2016
Sprout Water,263,5009,local,2016
Tap/Piped,6186,5009,local,2016
Tubewell/HandPump,171,5009,local,2016
Uncovered Well/Kuwa,207,5009,local,2016
CoveredWell/Kuwa,107,5002,local,2016
Not Stated Source of Water,337,5002,local,2016
Other Source of water,149,5002,local,2016
River/Stream,8,5002,local,2016
Sprout Water,202,5002,local,2016
Tap/Piped,16664,5002,local,2016
Tubewell/HandPump,30296,5002,local,2016
Uncovered Well/Kuwa,35,5002,local,2016
CoveredWell/Kuwa,91,68,district,2016
Not Stated Source of Water,49,68,district,2016
Other Source of water,25,68,district,2016
River/Stream,415,68,district,2016
Sprout Water,1393,68,district,2016
Tap/Piped,21102,68,district,2016
Tubewell/HandPump,1,68,district,2016
Uncovered Well/Kuwa,682,68,district,2016
CoveredWell/Kuwa,22,11001,local,2016
Not Stated Source of Water,11,11001,local,2016
Other Source of water,11,11001,local,2016
River/Stream,76,11001,local,2016
Sprout Water,334,11001,local,2016
Tap/Piped,3653,11001,local,2016
Tubewell/HandPump,0,11001,local,2016
Uncovered Well/Kuwa,133,11001,local,2016
CoveredWell/Kuwa,6,11006,local,2016
Not Stated Source of Water,5,11006,local,2016
Other Source of water,2,11006,local,2016
River/Stream,46,11006,local,2016
Sprout Water,175,11006,local,2016
Tap/Piped,3278,11006,local,2016
Tubewell/HandPump,0,11006,local,2016
Uncovered Well/Kuwa,124,11006,local,2016
CoveredWell/Kuwa,12,11007,local,2016
Not Stated Source of Water,17,11007,local,2016
Other Source of water,1,11007,local,2016
River/Stream,74,11007,local,2016
Sprout Water,133,11007,local,2016
Tap/Piped,4676,11007,local,2016
Tubewell/HandPump,0,11007,local,2016
Uncovered Well/Kuwa,67,11007,local,2016
CoveredWell/Kuwa,4,11004,local,2016
Not Stated Source of Water,2,11004,local,2016
Other Source of water,7,11004,local,2016
River/Stream,47,11004,local,2016
Sprout Water,88,11004,local,2016
Tap/Piped,938,11004,local,2016
Tubewell/HandPump,0,11004,local,2016
Uncovered Well/Kuwa,82,11004,local,2016
CoveredWell/Kuwa,3,11003,local,2016
Not Stated Source of Water,3,11003,local,2016
Other Source of water,0,11003,local,2016
River/Stream,95,11003,local,2016
Sprout Water,170,11003,local,2016
Tap/Piped,2130,11003,local,2016
Tubewell/HandPump,0,11003,local,2016
Uncovered Well/Kuwa,32,11003,local,2016
CoveredWell/Kuwa,18,11008,local,2016
Not Stated Source of Water,6,11008,local,2016
Other Source of water,1,11008,local,2016
River/Stream,10,11008,local,2016
Sprout Water,71,11008,local,2016
Tap/Piped,1840,11008,local,2016
Tubewell/HandPump,0,11008,local,2016
Uncovered Well/Kuwa,102,11008,local,2016
CoveredWell/Kuwa,14,11005,local,2016
Not Stated Source of Water,1,11005,local,2016
Other Source of water,2,11005,local,2016
River/Stream,14,11005,local,2016
Sprout Water,244,11005,local,2016
Tap/Piped,2097,11005,local,2016
Tubewell/HandPump,0,11005,local,2016
Uncovered Well/Kuwa,78,11005,local,2016
CoveredWell/Kuwa,12,11002,local,2016
Not Stated Source of Water,4,11002,local,2016
Other Source of water,1,11002,local,2016
River/Stream,53,11002,local,2016
Sprout Water,178,11002,local,2016
Tap/Piped,2490,11002,local,2016
Tubewell/HandPump,1,11002,local,2016
Uncovered Well/Kuwa,64,11002,local,2016
CoveredWell/Kuwa,5277,6,province,2016
Not Stated Source of Water,1733,6,province,2016
Other Source of water,1472,6,province,2016
River/Stream,11803,6,province,2016
Sprout Water,71865,6,province,2016
Tap/Piped,182981,6,province,2016
Tubewell/HandPump,1453,6,province,2016
Uncovered Well/Kuwa,21590,6,province,2016
CoveredWell/Kuwa,978,14,district,2016
Not Stated Source of Water,329,14,district,2016
Other Source of water,178,14,district,2016
River/Stream,859,14,district,2016
Sprout Water,16059,14,district,2016
Tap/Piped,25337,14,district,2016
Tubewell/HandPump,39,14,district,2016
Uncovered Well/Kuwa,5136,14,district,2016
CoveredWell/Kuwa,26,60001,local,2016
Not Stated Source of Water,26,60001,local,2016
Other Source of water,1,60001,local,2016
River/Stream,289,60001,local,2016
Sprout Water,1634,60001,local,2016
Tap/Piped,2881,60001,local,2016
Tubewell/HandPump,2,60001,local,2016
Uncovered Well/Kuwa,404,60001,local,2016
CoveredWell/Kuwa,4,60007,local,2016
Not Stated Source of Water,26,60007,local,2016
Other Source of water,154,60007,local,2016
River/Stream,103,60007,local,2016
Sprout Water,619,60007,local,2016
Tap/Piped,3030,60007,local,2016
Tubewell/HandPump,4,60007,local,2016
Uncovered Well/Kuwa,156,60007,local,2016
CoveredWell/Kuwa,20,60002,local,2016
Not Stated Source of Water,14,60002,local,2016
Other Source of water,1,60002,local,2016
River/Stream,28,60002,local,2016
Sprout Water,696,60002,local,2016
Tap/Piped,2441,60002,local,2016
Tubewell/HandPump,3,60002,local,2016
Uncovered Well/Kuwa,156,60002,local,2016
CoveredWell/Kuwa,97,60009,local,2016
Not Stated Source of Water,43,60009,local,2016
Other Source of water,3,60009,local,2016
River/Stream,27,60009,local,2016
Sprout Water,1236,60009,local,2016
Tap/Piped,3798,60009,local,2016
Tubewell/HandPump,3,60009,local,2016
Uncovered Well/Kuwa,584,60009,local,2016
CoveredWell/Kuwa,64,60006,local,2016
Not Stated Source of Water,26,60006,local,2016
Other Source of water,0,60006,local,2016
River/Stream,14,60006,local,2016
Sprout Water,869,60006,local,2016
Tap/Piped,1902,60006,local,2016
Tubewell/HandPump,8,60006,local,2016
Uncovered Well/Kuwa,161,60006,local,2016
CoveredWell/Kuwa,308,60004,local,2016
Not Stated Source of Water,21,60004,local,2016
Other Source of water,2,60004,local,2016
River/Stream,43,60004,local,2016
Sprout Water,1801,60004,local,2016
Tap/Piped,1613,60004,local,2016
Tubewell/HandPump,3,60004,local,2016
Uncovered Well/Kuwa,843,60004,local,2016
CoveredWell/Kuwa,19,60005,local,2016
Not Stated Source of Water,60,60005,local,2016
Other Source of water,9,60005,local,2016
River/Stream,87,60005,local,2016
Sprout Water,4333,60005,local,2016
Tap/Piped,2810,60005,local,2016
Tubewell/HandPump,6,60005,local,2016
Uncovered Well/Kuwa,840,60005,local,2016
CoveredWell/Kuwa,41,60010,local,2016
Not Stated Source of Water,34,60010,local,2016
Other Source of water,2,60010,local,2016
River/Stream,116,60010,local,2016
Sprout Water,584,60010,local,2016
Tap/Piped,2723,60010,local,2016
Tubewell/HandPump,3,60010,local,2016
Uncovered Well/Kuwa,205,60010,local,2016
CoveredWell/Kuwa,284,60003,local,2016
Not Stated Source of Water,15,60003,local,2016
Other Source of water,4,60003,local,2016
River/Stream,55,60003,local,2016
Sprout Water,1839,60003,local,2016
Tap/Piped,683,60003,local,2016
Tubewell/HandPump,4,60003,local,2016
Uncovered Well/Kuwa,1092,60003,local,2016
CoveredWell/Kuwa,113,60008,local,2016
Not Stated Source of Water,23,60008,local,2016
Other Source of water,2,60008,local,2016
River/Stream,88,60008,local,2016
Sprout Water,1174,60008,local,2016
Tap/Piped,1531,60008,local,2016
Tubewell/HandPump,1,60008,local,2016
Uncovered Well/Kuwa,621,60008,local,2016
CoveredWell/Kuwa,2,60011,local,2016
Not Stated Source of Water,41,60011,local,2016
Other Source of water,0,60011,local,2016
River/Stream,9,60011,local,2016
