caste or ethnic group,total,geo_code,geo_level,geo_version
Baraee,62,12,district,2016
Bhote,113,12,district,2016
Bin,59,12,district,2016
Bote,3015,12,district,2016
Brahman - Hill,163544,12,district,2016
Brahman - Tarai,250,12,district,2016
Brahmu/ Baramo,149,12,district,2016
Chamar/ Harijan/ Ram,227,12,district,2016
Chepang /Praja,28681,12,district,2016
Chhantyal/Chhantel,24,12,district,2016
Chhetri,63950,12,district,2016
Dalit Others,312,12,district,2016
Damai/Dholi,11907,12,district,2016
Danuwar,1061,12,district,2016
Darai,7975,12,district,2016
Dhanuk,103,12,district,2016
Dhimal,18,12,district,2016
Dhobi,96,12,district,2016
Dura,547,12,district,2016
Dusadh/ Pasawan/ Pasi,310,12,district,2016
Foreigner,101,12,district,2016
Gaine,463,12,district,2016
Ghale,1246,12,district,2016
Gharti/Bhujel,4393,12,district,2016
Gurung,38839,12,district,2016
Hajam/Thakur,582,12,district,2016
Halkhor,19,12,district,2016
Halwai,534,12,district,2016
Hyolmo,213,12,district,2016
Kalwar,1229,12,district,2016
Kamar,15,12,district,2016
Kami,27958,12,district,2016
Kanu,1028,12,district,2016
Kathabaniyan,1394,12,district,2016
Kayastha,229,12,district,2016
Kewat,20,12,district,2016
Khawas,17,12,district,2016
Koiri/Kushwaha,870,12,district,2016
Kumal,9162,12,district,2016
Kumhar,64,12,district,2016
Kurmi,428,12,district,2016
Limbu,288,12,district,2016
Lodh,11,12,district,2016
Lohar,126,12,district,2016
Magar,27304,12,district,2016
Majhi,529,12,district,2016
Mali,128,12,district,2016
Mallaha,503,12,district,2016
Marwadi,436,12,district,2016
Musahar,400,12,district,2016
Musalman,6596,12,district,2016
Nachhiring,15,12,district,2016
Newar,29749,12,district,2016
Nuniya,108,12,district,2016
Others,671,12,district,2016
Pahari,15,12,district,2016
Punjabi/Sikh,25,12,district,2016
Rai,3761,12,district,2016
Rajbansi,14,12,district,2016
Rajput,164,12,district,2016
Sanyasi/Dasnami,3680,12,district,2016
Sarki,7115,12,district,2016
Satar/ Santhal,26,12,district,2016
Sherpa,94,12,district,2016
Sonar,252,12,district,2016
Sudhi,110,12,district,2016
Sunuwar,726,12,district,2016
Tamang,44960,12,district,2016
Tatma/Tatwa,67,12,district,2016
Teli,1485,12,district,2016
Terai Others,471,12,district,2016
Thakali,269,12,district,2016
Thakuri,3348,12,district,2016
Thami,30,12,district,2016
Tharu,62830,12,district,2016
Undefined Others,185,12,district,2016
Yadav,936,12,district,2016
Yakkha,33,12,district,2016
Brahman - Hill,1199,35002,local,2016
Chepang /Praja,8353,35002,local,2016
Chhetri,1121,35002,local,2016
Damai/Dholi,328,35002,local,2016
Gharti/Bhujel,752,35002,local,2016
Gurung,6689,35002,local,2016
Kalwar,55,35002,local,2016
Kami,791,35002,local,2016
Kathabaniyan,38,35002,local,2016
Kumal,17,35002,local,2016
Magar,2997,35002,local,2016
Majhi,13,35002,local,2016
Musalman,158,35002,local,2016
Newar,776,35002,local,2016
Others,106,35002,local,2016
Rai,73,35002,local,2016
Sanyasi/Dasnami,193,35002,local,2016
Sarki,12,35002,local,2016
Tamang,985,35002,local,2016
Teli,122,35002,local,2016
Terai Others,14,35002,local,2016
Thakali,109,35002,local,2016
Thakuri,20,35002,local,2016
Tharu,51,35002,local,2016
Yadav,30,35002,local,2016
Brahman - Hill,12791,35006,local,2016
Brahman - Tarai,11,35006,local,2016
Chepang /Praja,9923,35006,local,2016
Chhetri,5181,35006,local,2016
Dalit Others,148,35006,local,2016
Damai/Dholi,1265,35006,local,2016
Danuwar,1043,35006,local,2016
Darai,475,35006,local,2016
Ghale,108,35006,local,2016
Gharti/Bhujel,162,35006,local,2016
Gurung,1241,35006,local,2016
Hajam/Thakur,60,35006,local,2016
Kalwar,42,35006,local,2016
Kami,2292,35006,local,2016
Kanu,33,35006,local,2016
Kathabaniyan,36,35006,local,2016
Kayastha,14,35006,local,2016
Koiri/Kushwaha,12,35006,local,2016
Kumal,24,35006,local,2016
Kurmi,15,35006,local,2016
Magar,2680,35006,local,2016
Majhi,21,35006,local,2016
Mallaha,39,35006,local,2016
Musalman,174,35006,local,2016
Newar,2568,35006,local,2016
Others,139,35006,local,2016
Rai,1628,35006,local,2016
Sanyasi/Dasnami,288,35006,local,2016
Sarki,666,35006,local,2016
Sonar,25,35006,local,2016
Sunuwar,104,35006,local,2016
Tamang,10918,35006,local,2016
Teli,31,35006,local,2016
Terai Others,47,35006,local,2016
Thakali,16,35006,local,2016
Thakuri,288,35006,local,2016
Tharu,3568,35006,local,2016
Undefined Others,12,35006,local,2016
Yadav,19,35006,local,2016
Badi,19,35004,local,2016
Bote,258,35004,local,2016
Brahman - Hill,14389,35004,local,2016
Brahman - Tarai,27,35004,local,2016
Brahmu/ Baramo,20,35004,local,2016
Chamar/ Harijan/ Ram,37,35004,local,2016
Chepang /Praja,277,35004,local,2016
Chhetri,7931,35004,local,2016
Damai/Dholi,950,35004,local,2016
Darai,2933,35004,local,2016
Dhanuk,23,35004,local,2016
Dhobi,11,35004,local,2016
Dusadh/ Pasawan/ Pasi,127,35004,local,2016
Gaine,159,35004,local,2016
Ghale,56,35004,local,2016
Gharti/Bhujel,230,35004,local,2016
Gurung,1555,35004,local,2016
Hajam/Thakur,37,35004,local,2016
Halwai,50,35004,local,2016
Kalwar,78,35004,local,2016
Kami,1682,35004,local,2016
Kanu,311,35004,local,2016
Kathabaniyan,30,35004,local,2016
Kayastha,15,35004,local,2016
Koiri/Kushwaha,60,35004,local,2016
Kumal,190,35004,local,2016
Kumhar,12,35004,local,2016
Kurmi,16,35004,local,2016
Limbu,11,35004,local,2016
Lohar,22,35004,local,2016
Magar,2402,35004,local,2016
Majhi,98,35004,local,2016
Mallaha,55,35004,local,2016
Marwadi,14,35004,local,2016
Musahar,102,35004,local,2016
Musalman,678,35004,local,2016
Newar,2269,35004,local,2016
Others,62,35004,local,2016
Rai,129,35004,local,2016
Rajput,17,35004,local,2016
Sanyasi/Dasnami,301,35004,local,2016
Sarki,291,35004,local,2016
Sonar,20,35004,local,2016
Sunuwar,17,35004,local,2016
Tamang,2436,35004,local,2016
Tatma/Tatwa,20,35004,local,2016
Teli,132,35004,local,2016
Terai Others,55,35004,local,2016
Thakuri,169,35004,local,2016
Thami,17,35004,local,2016
Tharu,15217,35004,local,2016
Undefined Others,11,35004,local,2016
Yadav,66,35004,local,2016
Badi,105,35007,local,2016
Bote,138,35007,local,2016
Brahman - Hill,23121,35007,local,2016
Brahman - Tarai,36,35007,local,2016
Chamar/ Harijan/ Ram,16,35007,local,2016
Chepang /Praja,380,35007,local,2016
Chhetri,8694,35007,local,2016
Dalit Others,56,35007,local,2016
Damai/Dholi,1206,35007,local,2016
Darai,893,35007,local,2016
Dhanuk,21,35007,local,2016
Dusadh/ Pasawan/ Pasi,52,35007,local,2016
Ghale,13,35007,local,2016
Gharti/Bhujel,497,35007,local,2016
Gurung,2003,35007,local,2016
Hajam/Thakur,87,35007,local,2016
Halkhor,19,35007,local,2016
Halwai,86,35007,local,2016
Hyolmo,27,35007,local,2016
Kalwar,280,35007,local,2016
Kami,2359,35007,local,2016
Kanu,55,35007,local,2016
Kathabaniyan,89,35007,local,2016
Kayastha,11,35007,local,2016
Koiri/Kushwaha,54,35007,local,2016
Kumal,831,35007,local,2016
Kumhar,13,35007,local,2016
Kurmi,77,35007,local,2016
Limbu,27,35007,local,2016
Lohar,24,35007,local,2016
Magar,2025,35007,local,2016
Majhi,72,35007,local,2016
Mali,48,35007,local,2016
Mallaha,91,35007,local,2016
Marwadi,24,35007,local,2016
Musahar,215,35007,local,2016
Musalman,1745,35007,local,2016
Newar,4495,35007,local,2016
Nuniya,13,35007,local,2016
Others,104,35007,local,2016
Punjabi/Sikh,11,35007,local,2016
Rai,218,35007,local,2016
Rajput,25,35007,local,2016
Sanyasi/Dasnami,744,35007,local,2016
Sarki,1010,35007,local,2016
Sudhi,15,35007,local,2016
Sunuwar,52,35007,local,2016
Tamang,4689,35007,local,2016
Teli,147,35007,local,2016
Terai Others,29,35007,local,2016
Thakuri,319,35007,local,2016
Thami,13,35007,local,2016
Tharu,12366,35007,local,2016
Undefined Others,33,35007,local,2016
Yadav,78,35007,local,2016
Bote,403,35003,local,2016
Brahman - Hill,7517,35003,local,2016
Chepang /Praja,7452,35003,local,2016
Chhetri,3804,35003,local,2016
Damai/Dholi,778,35003,local,2016
Darai,113,35003,local,2016
Ghale,97,35003,local,2016
Gharti/Bhujel,151,35003,local,2016
Gurung,1742,35003,local,2016
Hajam/Thakur,11,35003,local,2016
Kami,1331,35003,local,2016
Kanu,21,35003,local,2016
Kathabaniyan,14,35003,local,2016
Kayastha,50,35003,local,2016
Koiri/Kushwaha,325,35003,local,2016
Kumal,1247,35003,local,2016
Magar,1855,35003,local,2016
Majhi,54,35003,local,2016
Musalman,76,35003,local,2016
Newar,2272,35003,local,2016
Others,78,35003,local,2016
Rai,86,35003,local,2016
Sanyasi/Dasnami,355,35003,local,2016
Sarki,136,35003,local,2016
Sherpa,40,35003,local,2016
Sonar,36,35003,local,2016
Sunuwar,138,35003,local,2016
Tamang,6821,35003,local,2016
Teli,11,35003,local,2016
Terai Others,13,35003,local,2016
Thakuri,141,35003,local,2016
Tharu,5313,35003,local,2016
Yadav,12,35003,local,2016
Badhaee,33,35001,local,2016
Badi,602,35001,local,2016
Bangali,194,35001,local,2016
Bantar/Sardar,11,35001,local,2016
Baraee,62,35001,local,2016
Bhote,31,35001,local,2016
Bin,59,35001,local,2016
Bote,1064,35001,local,2016
Brahman - Hill,95028,35001,local,2016
Brahman - Tarai,176,35001,local,2016
Brahmu/ Baramo,129,35001,local,2016
Chamar/ Harijan/ Ram,138,35001,local,2016
Chepang /Praja,1134,35001,local,2016
Chhantyal/Chhantel,24,35001,local,2016
Chhetri,34450,35001,local,2016
Dalit Others,108,35001,local,2016
Damai/Dholi,6199,35001,local,2016
Danuwar,18,35001,local,2016
Darai,3089,35001,local,2016
Dhanuk,59,35001,local,2016
Dhimal,18,35001,local,2016
Dhobi,85,35001,local,2016
Dura,311,35001,local,2016
Dusadh/ Pasawan/ Pasi,131,35001,local,2016
Foreigner,101,35001,local,2016
Gaine,60,35001,local,2016
Ghale,972,35001,local,2016
Gharti/Bhujel,2090,35001,local,2016
Gurung,24287,35001,local,2016
Hajam/Thakur,370,35001,local,2016
Halwai,398,35001,local,2016
Hyolmo,186,35001,local,2016
Kalwar,686,35001,local,2016
Kamar,15,35001,local,2016
Kami,15773,35001,local,2016
Kanu,532,35001,local,2016
Kathabaniyan,1112,35001,local,2016
Kayastha,122,35001,local,2016
Kewat,20,35001,local,2016
Khawas,17,35001,local,2016
Koiri/Kushwaha,386,35001,local,2016
Kumal,6717,35001,local,2016
Kumhar,39,35001,local,2016
Kurmi,305,35001,local,2016
Limbu,250,35001,local,2016
Lodh,11,35001,local,2016
Lohar,80,35001,local,2016
Magar,14214,35001,local,2016
Majhi,184,35001,local,2016
Mali,80,35001,local,2016
Mallaha,146,35001,local,2016
Marwadi,398,35001,local,2016
Musahar,83,35001,local,2016
Musalman,3428,35001,local,2016
Nachhiring,15,35001,local,2016
Newar,17007,35001,local,2016
Nuniya,95,35001,local,2016
Others,106,35001,local,2016
Pahari,15,35001,local,2016
Punjabi/Sikh,14,35001,local,2016
Rai,1175,35001,local,2016
Rajbansi,14,35001,local,2016
Rajput,122,35001,local,2016
Sanyasi/Dasnami,1726,35001,local,2016
Sarki,4434,35001,local,2016
Satar/ Santhal,26,35001,local,2016
Sherpa,54,35001,local,2016
Sonar,59,35001,local,2016
Sudhi,95,35001,local,2016
Sunuwar,415,35001,local,2016
Tamang,17579,35001,local,2016
Tatma/Tatwa,47,35001,local,2016
Teli,829,35001,local,2016
Terai Others,289,35001,local,2016
Thakali,144,35001,local,2016
Thakuri,2277,35001,local,2016
Tharu,16889,35001,local,2016
Undefined Others,114,35001,local,2016
Yadav,714,35001,local,2016
Yakkha,33,35001,local,2016
Badhaee,11,35005,local,2016
Badi,90,35005,local,2016
Bhote,82,35005,local,2016
Bote,1152,35005,local,2016
Brahman - Hill,9499,35005,local,2016
Chamar/ Harijan/ Ram,36,35005,local,2016
Chepang /Praja,1162,35005,local,2016
Chhetri,2769,35005,local,2016
Damai/Dholi,1181,35005,local,2016
Darai,472,35005,local,2016
Dura,236,35005,local,2016
Gaine,244,35005,local,2016
Gharti/Bhujel,511,35005,local,2016
Gurung,1322,35005,local,2016
Hajam/Thakur,17,35005,local,2016
Kalwar,88,35005,local,2016
Kami,3730,35005,local,2016
Kanu,76,35005,local,2016
Kathabaniyan,75,35005,local,2016
Kayastha,17,35005,local,2016
Koiri/Kushwaha,33,35005,local,2016
Kumal,136,35005,local,2016
Kurmi,15,35005,local,2016
Magar,1131,35005,local,2016
Majhi,87,35005,local,2016
Mallaha,172,35005,local,2016
Musalman,337,35005,local,2016
Newar,362,35005,local,2016
Others,76,35005,local,2016
Rai,452,35005,local,2016
Sanyasi/Dasnami,73,35005,local,2016
Sarki,566,35005,local,2016
Sonar,112,35005,local,2016
Tamang,1532,35005,local,2016
Teli,213,35005,local,2016
Terai Others,24,35005,local,2016
Thakuri,134,35005,local,2016
Tharu,9426,35005,local,2016
Undefined Others,15,35005,local,2016
Yadav,17,35005,local,2016
Badhaee,41,38,district,2016
Badi,269,38,district,2016
Bahing,17,38,district,2016
Bangali,441,38,district,2016
Bantaba,78,38,district,2016
Bantar/Sardar,67,38,district,2016
Baraee,175,38,district,2016
Bhote,206,38,district,2016
Bin,16,38,district,2016
Bote,22,38,district,2016
Brahman - Hill,59540,38,district,2016
Brahman - Tarai,783,38,district,2016
Brahmu/ Baramo,148,38,district,2016
Byasi/Sauka,13,38,district,2016
Chamar/ Harijan/ Ram,237,38,district,2016
Chamling,198,38,district,2016
Chepang /Praja,104,38,district,2016
Chhantyal/Chhantel,13,38,district,2016
Chhetri,85859,38,district,2016
Dalit Others,1227,38,district,2016
Damai/Dholi,2384,38,district,2016
Danuwar,1188,38,district,2016
Darai,36,38,district,2016
Dev,19,38,district,2016
Dhanuk,486,38,district,2016
Dhimal,92,38,district,2016
Dhobi,197,38,district,2016
Dura,72,38,district,2016
Dusadh/ Pasawan/ Pasi,89,38,district,2016
Foreigner,644,38,district,2016
Gaine,28,38,district,2016
Ghale,412,38,district,2016
Gharti/Bhujel,892,38,district,2016
Gurung,5640,38,district,2016
Hajam/Thakur,755,38,district,2016
Halwai,364,38,district,2016
Janajati Others,50,38,district,2016
Jhangad/ Dhagar,39,38,district,2016
Jirel,87,38,district,2016
Kahar,32,38,district,2016
Kalwar,1442,38,district,2016
Kamar,15,38,district,2016
Kami,5170,38,district,2016
Kanu,226,38,district,2016
Kathabaniyan,577,38,district,2016
Kayastha,794,38,district,2016
Kewat,71,38,district,2016
Khatwe,61,38,district,2016
Koche,11,38,district,2016
Koiri/Kushwaha,699,38,district,2016
Kulung,20,38,district,2016
Kumal,258,38,district,2016
Kumhar,97,38,district,2016
Kurmi,245,38,district,2016
Lepcha,71,38,district,2016
Lhomi,37,38,district,2016
Limbu,4227,38,district,2016
Lohar,606,38,district,2016
Magar,21268,38,district,2016
Majhi,1174,38,district,2016
Mali,24,38,district,2016
Mallaha,69,38,district,2016
Marwadi,802,38,district,2016
Munda,27,38,district,2016
Musahar,44,38,district,2016
Musalman,2852,38,district,2016
Nachhiring,11,38,district,2016
Natuwa,16,38,district,2016
Newar,154685,38,district,2016
Nuniya,83,38,district,2016
Others,583,38,district,2016
Pahari,3610,38,district,2016
Punjabi/Sikh,248,38,district,2016
Rai,12320,38,district,2016
Rajbansi,217,38,district,2016
Rajdhob,28,38,district,2016
Rajput,430,38,district,2016
Samgpang,32,38,district,2016
Sanyasi/Dasnami,1669,38,district,2016
Sarki,3283,38,district,2016
Satar/ Santhal,31,38,district,2016
Sherpa,860,38,district,2016
Sonar,81,38,district,2016
Sudhi,461,38,district,2016
Sunuwar,1168,38,district,2016
Tajpuriya,11,38,district,2016
Tamang,60047,38,district,2016
Tatma/Tatwa,88,38,district,2016
Teli,1536,38,district,2016
Terai Others,788,38,district,2016
Thakali,370,38,district,2016
Thakuri,3012,38,district,2016
Thami,204,38,district,2016
Tharu,5394,38,district,2016
Thulung,97,38,district,2016
Undefined Others,65,38,district,2016
Yadav,2185,38,district,2016
Yakkha,128,38,district,2016
Yamphu,18,38,district,2016
Badi,16,25005,local,2016
Bangali,32,25005,local,2016
Bantaba,17,25005,local,2016
Bantar/Sardar,17,25005,local,2016
Brahman - Hill,8373,25005,local,2016
Brahman - Tarai,52,25005,local,2016
Chamar/ Harijan/ Ram,19,25005,local,2016
Chamling,57,25005,local,2016
Chhetri,17835,25005,local,2016
Dalit Others,237,25005,local,2016
Damai/Dholi,441,25005,local,2016
Danuwar,61,25005,local,2016
Darai,12,25005,local,2016
Dhanuk,71,25005,local,2016
Dhimal,24,25005,local,2016
Ghale,35,25005,local,2016
Gharti/Bhujel,265,25005,local,2016
Gurung,315,25005,local,2016
Hajam/Thakur,78,25005,local,2016
Halwai,22,25005,local,2016
Jhangad/ Dhagar,11,25005,local,2016
Kalwar,71,25005,local,2016
Kami,841,25005,local,2016
Kathabaniyan,39,25005,local,2016
Kayastha,50,25005,local,2016
Kewat,14,25005,local,2016
Koiri/Kushwaha,51,25005,local,2016
Kumal,31,25005,local,2016
Kurmi,11,25005,local,2016
Limbu,390,25005,local,2016
Lohar,109,25005,local,2016
Magar,2905,25005,local,2016
Majhi,108,25005,local,2016
Mallaha,12,25005,local,2016
Marwadi,30,25005,local,2016
Musalman,400,25005,local,2016
Newar,19301,25005,local,2016
Others,159,25005,local,2016
Pahari,11,25005,local,2016
Punjabi/Sikh,14,25005,local,2016
Rai,1508,25005,local,2016
Rajbansi,53,25005,local,2016
Rajput,27,25005,local,2016
Sanyasi/Dasnami,290,25005,local,2016
Sarki,577,25005,local,2016
Sherpa,91,25005,local,2016
Sudhi,40,25005,local,2016
Sunuwar,114,25005,local,2016
Tamang,4930,25005,local,2016
Tatma/Tatwa,13,25005,local,2016
Teli,192,25005,local,2016
Terai Others,193,25005,local,2016
Thakuri,407,25005,local,2016
Thami,42,25005,local,2016
Tharu,900,25005,local,2016
Thulung,26,25005,local,2016
Yadav,214,25005,local,2016
Yamphu,18,25005,local,2016
Badi,71,25002,local,2016
Bangali,26,25002,local,2016
Bantaba,11,25002,local,2016
Bhote,123,25002,local,2016
Brahman - Hill,8433,25002,local,2016
Brahman - Tarai,35,25002,local,2016
Chamar/ Harijan/ Ram,34,25002,local,2016
Chamling,21,25002,local,2016
Chhetri,21004,25002,local,2016
Dalit Others,173,25002,local,2016
Damai/Dholi,845,25002,local,2016
Danuwar,850,25002,local,2016
Dhanuk,41,25002,local,2016
Dhimal,11,25002,local,2016
Foreigner,26,25002,local,2016
Gharti/Bhujel,102,25002,local,2016
Gurung,320,25002,local,2016
Hajam/Thakur,75,25002,local,2016
Halwai,13,25002,local,2016
Janajati Others,35,25002,local,2016
Jirel,12,25002,local,2016
Kalwar,26,25002,local,2016
Kami,1018,25002,local,2016
Koiri/Kushwaha,38,25002,local,2016
Kumal,17,25002,local,2016
Kumhar,22,25002,local,2016
Limbu,189,25002,local,2016
Magar,2078,25002,local,2016
Majhi,169,25002,local,2016
Musalman,181,25002,local,2016
Newar,22387,25002,local,2016
Others,171,25002,local,2016
Pahari,3391,25002,local,2016
Rai,834,25002,local,2016
Rajbansi,15,25002,local,2016
Sanyasi/Dasnami,442,25002,local,2016
Sarki,1491,25002,local,2016
Sherpa,96,25002,local,2016
Sunuwar,45,25002,local,2016
Tamang,12718,25002,local,2016
Teli,63,25002,local,2016
Terai Others,73,25002,local,2016
Thakuri,94,25002,local,2016
Thami,41,25002,local,2016
Tharu,305,25002,local,2016
Thulung,25,25002,local,2016
Undefined Others,11,25002,local,2016
Yadav,100,25002,local,2016
Brahman - Hill,3029,25001,local,2016
Brahmu/ Baramo,34,25001,local,2016
Chhetri,955,25001,local,2016
Dalit Others,24,25001,local,2016
Damai/Dholi,63,25001,local,2016
Ghale,185,25001,local,2016
Kami,247,25001,local,2016
Magar,773,25001,local,2016
Newar,24,25001,local,2016
Others,57,25001,local,2016
Tamang,7647,25001,local,2016
Terai Others,11,25001,local,2016
Brahman - Hill,1351,25003,local,2016
Chhetri,275,25003,local,2016
Damai/Dholi,12,25003,local,2016
Kami,66,25003,local,2016
Magar,223,25003,local,2016
Newar,217,25003,local,2016
Others,54,25003,local,2016
Pahari,140,25003,local,2016
Sunuwar,14,25003,local,2016
Tamang,7357,25003,local,2016
Brahman - Hill,4542,25006,local,2016
Brahmu/ Baramo,103,25006,local,2016
Chhetri,588,25006,local,2016
Damai/Dholi,105,25006,local,2016
Ghale,11,25006,local,2016
Kami,74,25006,local,2016
Magar,15,25006,local,2016
Newar,35,25006,local,2016
Others,45,25006,local,2016
Pahari,12,25006,local,2016
Sunuwar,42,25006,local,2016
Tamang,3881,25006,local,2016
Badhaee,41,25004,local,2016
Badi,182,25004,local,2016
Bahing,17,25004,local,2016
Bangali,383,25004,local,2016
Bantaba,50,25004,local,2016
Bantar/Sardar,50,25004,local,2016
Baraee,175,25004,local,2016
Bhote,83,25004,local,2016
Bin,16,25004,local,2016
Bote,22,25004,local,2016
Brahman - Hill,33812,25004,local,2016
Brahman - Tarai,696,25004,local,2016
Brahmu/ Baramo,11,25004,local,2016
Byasi/Sauka,13,25004,local,2016
Chamar/ Harijan/ Ram,184,25004,local,2016
Chamling,120,25004,local,2016
Chepang /Praja,104,25004,local,2016
Chhantyal/Chhantel,13,25004,local,2016
Chhetri,45202,25004,local,2016
Dalit Others,793,25004,local,2016
Damai/Dholi,918,25004,local,2016
Danuwar,277,25004,local,2016
Darai,24,25004,local,2016
Dev,19,25004,local,2016
Dhanuk,374,25004,local,2016
Dhimal,57,25004,local,2016
Dhobi,197,25004,local,2016
Dura,72,25004,local,2016
Dusadh/ Pasawan/ Pasi,89,25004,local,2016
Foreigner,618,25004,local,2016
