roof type,total,geo_code,geo_level,geo_version
Not Stated Roof,7554,27006,local,2016
Other Type of Roof,423,27006,local,2016
RCC Roof,204824,27006,local,2016
Thatch/Straw Roof,875,27006,local,2016
Tile/Slate Roof,2614,27006,local,2016
Wood/Planks Roof,658,27006,local,2016
Galvanized Iron Plate,4214,27002,local,2016
Mud Roof,2,27002,local,2016
Not Stated Roof,619,27002,local,2016
Other Type of Roof,24,27002,local,2016
RCC Roof,14350,27002,local,2016
Thatch/Straw Roof,147,27002,local,2016
Tile/Slate Roof,1147,27002,local,2016
Wood/Planks Roof,29,27002,local,2016
Galvanized Iron Plate,3277,27005,local,2016
Mud Roof,0,27005,local,2016
Not Stated Roof,233,27005,local,2016
Other Type of Roof,14,27005,local,2016
RCC Roof,9850,27005,local,2016
Thatch/Straw Roof,191,27005,local,2016
Tile/Slate Roof,731,27005,local,2016
Wood/Planks Roof,33,27005,local,2016
Galvanized Iron Plate,3750,27001,local,2016
Mud Roof,0,27001,local,2016
Not Stated Roof,509,27001,local,2016
Other Type of Roof,22,27001,local,2016
RCC Roof,21371,27001,local,2016
Thatch/Straw Roof,137,27001,local,2016
Tile/Slate Roof,656,27001,local,2016
Wood/Planks Roof,40,27001,local,2016
Galvanized Iron Plate,4086,27004,local,2016
Mud Roof,0,27004,local,2016
Not Stated Roof,973,27004,local,2016
Other Type of Roof,47,27004,local,2016
RCC Roof,21072,27004,local,2016
Thatch/Straw Roof,142,27004,local,2016
Tile/Slate Roof,744,27004,local,2016
Wood/Planks Roof,42,27004,local,2016
Galvanized Iron Plate,2413,27003,local,2016
Mud Roof,3,27003,local,2016
Not Stated Roof,107,27003,local,2016
Other Type of Roof,3,27003,local,2016
RCC Roof,1633,27003,local,2016
Thatch/Straw Roof,269,27003,local,2016
Tile/Slate Roof,1058,27003,local,2016
Wood/Planks Roof,2,27003,local,2016
Galvanized Iron Plate,3230,27008,local,2016
Mud Roof,1,27008,local,2016
Not Stated Roof,310,27008,local,2016
Other Type of Roof,14,27008,local,2016
RCC Roof,12694,27008,local,2016
Thatch/Straw Roof,110,27008,local,2016
Tile/Slate Roof,371,27008,local,2016
Wood/Planks Roof,16,27008,local,2016
Galvanized Iron Plate,3684,27009,local,2016
Mud Roof,0,27009,local,2016
Not Stated Roof,47,27009,local,2016
Other Type of Roof,15,27009,local,2016
RCC Roof,790,27009,local,2016
Thatch/Straw Roof,403,27009,local,2016
Tile/Slate Roof,456,27009,local,2016
Wood/Planks Roof,11,27009,local,2016
Galvanized Iron Plate,2689,27007,local,2016
Mud Roof,0,27007,local,2016
Not Stated Roof,363,27007,local,2016
Other Type of Roof,40,27007,local,2016
RCC Roof,15403,27007,local,2016
Thatch/Straw Roof,185,27007,local,2016
Tile/Slate Roof,741,27007,local,2016
Wood/Planks Roof,20,27007,local,2016
Galvanized Iron Plate,5290,27010,local,2016
Mud Roof,0,27010,local,2016
Not Stated Roof,292,27010,local,2016
Other Type of Roof,25,27010,local,2016
RCC Roof,13905,27010,local,2016
Thatch/Straw Roof,195,27010,local,2016
Tile/Slate Roof,432,27010,local,2016
Wood/Planks Roof,19,27010,local,2016
Galvanized Iron Plate,3162,27011,local,2016
Mud Roof,0,27011,local,2016
Not Stated Roof,464,27011,local,2016
Other Type of Roof,27,27011,local,2016
RCC Roof,21512,27011,local,2016
Thatch/Straw Roof,87,27011,local,2016
Tile/Slate Roof,265,27011,local,2016
Wood/Planks Roof,44,27011,local,2016
Galvanized Iron Plate,10642,55,district,2016
Mud Roof,19,55,district,2016
Not Stated Roof,516,55,district,2016
Other Type of Roof,76,55,district,2016
RCC Roof,585,55,district,2016
Thatch/Straw Roof,11765,55,district,2016
Tile/Slate Roof,19011,55,district,2016
Wood/Planks Roof,1269,55,district,2016
Galvanized Iron Plate,325,21008,local,2016
Mud Roof,0,21008,local,2016
Not Stated Roof,34,21008,local,2016
Other Type of Roof,25,21008,local,2016
RCC Roof,8,21008,local,2016
Thatch/Straw Roof,139,21008,local,2016
Tile/Slate Roof,2828,21008,local,2016
Wood/Planks Roof,510,21008,local,2016
Galvanized Iron Plate,3153,21005,local,2016
Mud Roof,0,21005,local,2016
Not Stated Roof,120,21005,local,2016
Other Type of Roof,7,21005,local,2016
RCC Roof,485,21005,local,2016
Thatch/Straw Roof,2827,21005,local,2016
Tile/Slate Roof,3500,21005,local,2016
Wood/Planks Roof,7,21005,local,2016
Galvanized Iron Plate,2290,21001,local,2016
Mud Roof,0,21001,local,2016
Not Stated Roof,61,21001,local,2016
Other Type of Roof,7,21001,local,2016
RCC Roof,5,21001,local,2016
Thatch/Straw Roof,752,21001,local,2016
Tile/Slate Roof,1468,21001,local,2016
Wood/Planks Roof,410,21001,local,2016
Galvanized Iron Plate,638,21002,local,2016
Mud Roof,1,21002,local,2016
Not Stated Roof,51,21002,local,2016
Other Type of Roof,17,21002,local,2016
RCC Roof,14,21002,local,2016
Thatch/Straw Roof,471,21002,local,2016
Tile/Slate Roof,2923,21002,local,2016
Wood/Planks Roof,331,21002,local,2016
Galvanized Iron Plate,1159,21007,local,2016
Mud Roof,12,21007,local,2016
Not Stated Roof,28,21007,local,2016
Other Type of Roof,4,21007,local,2016
RCC Roof,4,21007,local,2016
Thatch/Straw Roof,1587,21007,local,2016
Tile/Slate Roof,1254,21007,local,2016
Wood/Planks Roof,2,21007,local,2016
Galvanized Iron Plate,352,21004,local,2016
Mud Roof,1,21004,local,2016
Not Stated Roof,66,21004,local,2016
Other Type of Roof,5,21004,local,2016
RCC Roof,29,21004,local,2016
Thatch/Straw Roof,828,21004,local,2016
Tile/Slate Roof,3646,21004,local,2016
Wood/Planks Roof,1,21004,local,2016
Galvanized Iron Plate,1510,21003,local,2016
Mud Roof,5,21003,local,2016
Not Stated Roof,121,21003,local,2016
Other Type of Roof,7,21003,local,2016
RCC Roof,1,21003,local,2016
Thatch/Straw Roof,2692,21003,local,2016
Tile/Slate Roof,1028,21003,local,2016
Wood/Planks Roof,8,21003,local,2016
Galvanized Iron Plate,1215,21006,local,2016
Mud Roof,0,21006,local,2016
Not Stated Roof,35,21006,local,2016
Other Type of Roof,4,21006,local,2016
RCC Roof,39,21006,local,2016
Thatch/Straw Roof,2469,21006,local,2016
Tile/Slate Roof,2364,21006,local,2016
Wood/Planks Roof,0,21006,local,2016
Galvanized Iron Plate,43308,48,district,2016
Mud Roof,4,48,district,2016
Not Stated Roof,910,48,district,2016
Other Type of Roof,60,48,district,2016
RCC Roof,2273,48,district,2016
Thatch/Straw Roof,2813,48,district,2016
Tile/Slate Roof,9617,48,district,2016
Wood/Planks Roof,209,48,district,2016
Galvanized Iron Plate,3649,28009,local,2016
Mud Roof,0,28009,local,2016
Not Stated Roof,29,28009,local,2016
Other Type of Roof,1,28009,local,2016
RCC Roof,13,28009,local,2016
Thatch/Straw Roof,530,28009,local,2016
Tile/Slate Roof,452,28009,local,2016
Wood/Planks Roof,2,28009,local,2016
Galvanized Iron Plate,9982,28002,local,2016
Mud Roof,4,28002,local,2016
Not Stated Roof,176,28002,local,2016
Other Type of Roof,12,28002,local,2016
RCC Roof,1775,28002,local,2016
Thatch/Straw Roof,133,28002,local,2016
Tile/Slate Roof,415,28002,local,2016
Wood/Planks Roof,8,28002,local,2016
Galvanized Iron Plate,1685,28008,local,2016
Mud Roof,0,28008,local,2016
Not Stated Roof,34,28008,local,2016
Other Type of Roof,0,28008,local,2016
RCC Roof,8,28008,local,2016
Thatch/Straw Roof,280,28008,local,2016
Tile/Slate Roof,1314,28008,local,2016
Wood/Planks Roof,0,28008,local,2016
Galvanized Iron Plate,3083,28006,local,2016
Mud Roof,0,28006,local,2016
Not Stated Roof,30,28006,local,2016
Other Type of Roof,2,28006,local,2016
RCC Roof,97,28006,local,2016
Thatch/Straw Roof,79,28006,local,2016
Tile/Slate Roof,335,28006,local,2016
Wood/Planks Roof,3,28006,local,2016
Galvanized Iron Plate,1957,28011,local,2016
Mud Roof,0,28011,local,2016
Not Stated Roof,31,28011,local,2016
Other Type of Roof,7,28011,local,2016
RCC Roof,22,28011,local,2016
Thatch/Straw Roof,516,28011,local,2016
Tile/Slate Roof,1049,28011,local,2016
Wood/Planks Roof,0,28011,local,2016
Galvanized Iron Plate,1062,28012,local,2016
Mud Roof,0,28012,local,2016
Not Stated Roof,49,28012,local,2016
Other Type of Roof,0,28012,local,2016
RCC Roof,10,28012,local,2016
Thatch/Straw Roof,93,28012,local,2016
Tile/Slate Roof,2296,28012,local,2016
Wood/Planks Roof,1,28012,local,2016
Galvanized Iron Plate,3711,28003,local,2016
Mud Roof,0,28003,local,2016
Not Stated Roof,54,28003,local,2016
Other Type of Roof,5,28003,local,2016
RCC Roof,4,28003,local,2016
Thatch/Straw Roof,535,28003,local,2016
Tile/Slate Roof,30,28003,local,2016
Wood/Planks Roof,112,28003,local,2016
Galvanized Iron Plate,3114,28005,local,2016
Mud Roof,0,28005,local,2016
Not Stated Roof,48,28005,local,2016
Other Type of Roof,0,28005,local,2016
RCC Roof,30,28005,local,2016
Thatch/Straw Roof,71,28005,local,2016
Tile/Slate Roof,14,28005,local,2016
Wood/Planks Roof,63,28005,local,2016
Galvanized Iron Plate,2765,28010,local,2016
Mud Roof,0,28010,local,2016
Not Stated Roof,39,28010,local,2016
Other Type of Roof,0,28010,local,2016
RCC Roof,13,28010,local,2016
Thatch/Straw Roof,161,28010,local,2016
Tile/Slate Roof,531,28010,local,2016
Wood/Planks Roof,0,28010,local,2016
Galvanized Iron Plate,3152,28007,local,2016
Mud Roof,0,28007,local,2016
Not Stated Roof,79,28007,local,2016
Other Type of Roof,0,28007,local,2016
RCC Roof,65,28007,local,2016
Thatch/Straw Roof,49,28007,local,2016
Tile/Slate Roof,30,28007,local,2016
Wood/Planks Roof,13,28007,local,2016
Galvanized Iron Plate,5420,28001,local,2016
Mud Roof,0,28001,local,2016
Not Stated Roof,240,28001,local,2016
Other Type of Roof,1,28001,local,2016
RCC Roof,59,28001,local,2016
Thatch/Straw Roof,143,28001,local,2016
Tile/Slate Roof,2230,28001,local,2016
Wood/Planks Roof,6,28001,local,2016
Galvanized Iron Plate,3728,28004,local,2016
Mud Roof,0,28004,local,2016
Not Stated Roof,101,28004,local,2016
Other Type of Roof,32,28004,local,2016
RCC Roof,177,28004,local,2016
Thatch/Straw Roof,223,28004,local,2016
Tile/Slate Roof,921,28004,local,2016
Wood/Planks Roof,1,28004,local,2016
Galvanized Iron Plate,37341,17,district,2016
Mud Roof,8,17,district,2016
Not Stated Roof,571,17,district,2016
Other Type of Roof,89,17,district,2016
RCC Roof,5302,17,district,2016
Thatch/Straw Roof,5325,17,district,2016
Tile/Slate Roof,23712,17,district,2016
Wood/Planks Roof,1494,17,district,2016
Galvanized Iron Plate,500,30010,local,2016
Mud Roof,0,30010,local,2016
Not Stated Roof,16,30010,local,2016
Other Type of Roof,2,30010,local,2016
RCC Roof,4,30010,local,2016
Thatch/Straw Roof,46,30010,local,2016
Tile/Slate Roof,374,30010,local,2016
Wood/Planks Roof,1192,30010,local,2016
Galvanized Iron Plate,1069,30007,local,2016
Mud Roof,0,30007,local,2016
Not Stated Roof,33,30007,local,2016
Other Type of Roof,0,30007,local,2016
RCC Roof,2,30007,local,2016
Thatch/Straw Roof,91,30007,local,2016
Tile/Slate Roof,1305,30007,local,2016
Wood/Planks Roof,151,30007,local,2016
Galvanized Iron Plate,2139,30004,local,2016
Mud Roof,0,30004,local,2016
Not Stated Roof,48,30004,local,2016
Other Type of Roof,1,30004,local,2016
RCC Roof,367,30004,local,2016
Thatch/Straw Roof,120,30004,local,2016
Tile/Slate Roof,2734,30004,local,2016
Wood/Planks Roof,1,30004,local,2016
Galvanized Iron Plate,3943,30009,local,2016
Mud Roof,2,30009,local,2016
Not Stated Roof,100,30009,local,2016
Other Type of Roof,8,30009,local,2016
RCC Roof,2739,30009,local,2016
Thatch/Straw Roof,260,30009,local,2016
Tile/Slate Roof,6924,30009,local,2016
Wood/Planks Roof,8,30009,local,2016
Galvanized Iron Plate,1268,30011,local,2016
Mud Roof,1,30011,local,2016
Not Stated Roof,44,30011,local,2016
Other Type of Roof,6,30011,local,2016
RCC Roof,93,30011,local,2016
Thatch/Straw Roof,572,30011,local,2016
Tile/Slate Roof,3151,30011,local,2016
Wood/Planks Roof,3,30011,local,2016
Galvanized Iron Plate,2630,30005,local,2016
Mud Roof,0,30005,local,2016
Not Stated Roof,22,30005,local,2016
Other Type of Roof,2,30005,local,2016
RCC Roof,8,30005,local,2016
Thatch/Straw Roof,275,30005,local,2016
Tile/Slate Roof,1815,30005,local,2016
Wood/Planks Roof,112,30005,local,2016
Galvanized Iron Plate,2807,30008,local,2016
Mud Roof,0,30008,local,2016
Not Stated Roof,11,30008,local,2016
Other Type of Roof,1,30008,local,2016
RCC Roof,9,30008,local,2016
Thatch/Straw Roof,118,30008,local,2016
Tile/Slate Roof,175,30008,local,2016
Wood/Planks Roof,0,30008,local,2016
Galvanized Iron Plate,2629,30003,local,2016
Mud Roof,1,30003,local,2016
Not Stated Roof,49,30003,local,2016
Other Type of Roof,8,30003,local,2016
RCC Roof,613,30003,local,2016
Thatch/Straw Roof,706,30003,local,2016
Tile/Slate Roof,1591,30003,local,2016
Wood/Planks Roof,3,30003,local,2016
Galvanized Iron Plate,2583,30006,local,2016
Mud Roof,2,30006,local,2016
Not Stated Roof,24,30006,local,2016
Other Type of Roof,2,30006,local,2016
RCC Roof,17,30006,local,2016
Thatch/Straw Roof,592,30006,local,2016
Tile/Slate Roof,2505,30006,local,2016
Wood/Planks Roof,5,30006,local,2016
Galvanized Iron Plate,3973,30013,local,2016
Mud Roof,0,30013,local,2016
Not Stated Roof,22,30013,local,2016
Other Type of Roof,10,30013,local,2016
RCC Roof,187,30013,local,2016
Thatch/Straw Roof,441,30013,local,2016
Tile/Slate Roof,716,30013,local,2016
Wood/Planks Roof,6,30013,local,2016
Galvanized Iron Plate,6017,30002,local,2016
Mud Roof,0,30002,local,2016
Not Stated Roof,56,30002,local,2016
Other Type of Roof,12,30002,local,2016
RCC Roof,293,30002,local,2016
Thatch/Straw Roof,116,30002,local,2016
Tile/Slate Roof,262,30002,local,2016
Wood/Planks Roof,3,30002,local,2016
Galvanized Iron Plate,5398,30012,local,2016
Mud Roof,1,30012,local,2016
Not Stated Roof,105,30012,local,2016
Other Type of Roof,25,30012,local,2016
RCC Roof,329,30012,local,2016
Thatch/Straw Roof,194,30012,local,2016
Tile/Slate Roof,869,30012,local,2016
Wood/Planks Roof,6,30012,local,2016
Galvanized Iron Plate,2385,30001,local,2016
Mud Roof,1,30001,local,2016
Not Stated Roof,41,30001,local,2016
Other Type of Roof,12,30001,local,2016
RCC Roof,641,30001,local,2016
Thatch/Straw Roof,1794,30001,local,2016
Tile/Slate Roof,1291,30001,local,2016
Wood/Planks Roof,4,30001,local,2016
Galvanized Iron Plate,200439,5,province,2016
Mud Roof,2784,5,province,2016
Not Stated Roof,8337,5,province,2016
Other Type of Roof,3357,5,province,2016
RCC Roof,254884,5,province,2016
Thatch/Straw Roof,205723,5,province,2016
Tile/Slate Roof,204941,5,province,2016
Wood/Planks Roof,4292,5,province,2016
Galvanized Iron Plate,25566,24,district,2016
Mud Roof,3,24,district,2016
Not Stated Roof,235,24,district,2016
Other Type of Roof,39,24,district,2016
RCC Roof,3535,24,district,2016
Thatch/Straw Roof,14889,24,district,2016
Tile/Slate Roof,20586,24,district,2016
Wood/Planks Roof,34,24,district,2016
Galvanized Iron Plate,1231,46006,local,2016
Mud Roof,0,46006,local,2016
Not Stated Roof,19,46006,local,2016
Other Type of Roof,0,46006,local,2016
RCC Roof,44,46006,local,2016
Thatch/Straw Roof,2144,46006,local,2016
Tile/Slate Roof,660,46006,local,2016
Wood/Planks Roof,0,46006,local,2016
Galvanized Iron Plate,1485,46001,local,2016
Mud Roof,0,46001,local,2016
Not Stated Roof,14,46001,local,2016
Other Type of Roof,2,46001,local,2016
RCC Roof,224,46001,local,2016
Thatch/Straw Roof,1563,46001,local,2016
Tile/Slate Roof,1833,46001,local,2016
Wood/Planks Roof,0,46001,local,2016
Galvanized Iron Plate,4206,46010,local,2016
Mud Roof,0,46010,local,2016
Not Stated Roof,47,46010,local,2016
Other Type of Roof,10,46010,local,2016
RCC Roof,2342,46010,local,2016
Thatch/Straw Roof,665,46010,local,2016
Tile/Slate Roof,1068,46010,local,2016
Wood/Planks Roof,15,46010,local,2016
Galvanized Iron Plate,245,46008,local,2016
Mud Roof,0,46008,local,2016
Not Stated Roof,28,46008,local,2016
Other Type of Roof,0,46008,local,2016
RCC Roof,32,46008,local,2016
Thatch/Straw Roof,1331,46008,local,2016
Tile/Slate Roof,2914,46008,local,2016
Wood/Planks Roof,0,46008,local,2016
Galvanized Iron Plate,3635,46011,local,2016
Mud Roof,0,46011,local,2016
Not Stated Roof,15,46011,local,2016
Other Type of Roof,7,46011,local,2016
RCC Roof,179,46011,local,2016
Thatch/Straw Roof,834,46011,local,2016
Tile/Slate Roof,32,46011,local,2016
Wood/Planks Roof,1,46011,local,2016
Galvanized Iron Plate,2625,46012,local,2016
Mud Roof,0,46012,local,2016
Not Stated Roof,22,46012,local,2016
Other Type of Roof,1,46012,local,2016
RCC Roof,194,46012,local,2016
Thatch/Straw Roof,2166,46012,local,2016
Tile/Slate Roof,509,46012,local,2016
Wood/Planks Roof,9,46012,local,2016
Galvanized Iron Plate,1279,46003,local,2016
Mud Roof,0,46003,local,2016
Not Stated Roof,15,46003,local,2016
Other Type of Roof,0,46003,local,2016
RCC Roof,19,46003,local,2016
Thatch/Straw Roof,899,46003,local,2016
Tile/Slate Roof,3095,46003,local,2016
Wood/Planks Roof,0,46003,local,2016
Galvanized Iron Plate,3937,46002,local,2016
Mud Roof,3,46002,local,2016
Not Stated Roof,13,46002,local,2016
Other Type of Roof,7,46002,local,2016
RCC Roof,95,46002,local,2016
Thatch/Straw Roof,820,46002,local,2016
Tile/Slate Roof,438,46002,local,2016
Wood/Planks Roof,2,46002,local,2016
Galvanized Iron Plate,2585,46004,local,2016
Mud Roof,0,46004,local,2016
Not Stated Roof,5,46004,local,2016
Other Type of Roof,3,46004,local,2016
RCC Roof,124,46004,local,2016
Thatch/Straw Roof,928,46004,local,2016
Tile/Slate Roof,1620,46004,local,2016
Wood/Planks Roof,1,46004,local,2016
Galvanized Iron Plate,67,46007,local,2016
Mud Roof,0,46007,local,2016
Not Stated Roof,25,46007,local,2016
Other Type of Roof,2,46007,local,2016
RCC Roof,39,46007,local,2016
Thatch/Straw Roof,792,46007,local,2016
Tile/Slate Roof,3928,46007,local,2016
Wood/Planks Roof,4,46007,local,2016
Galvanized Iron Plate,3281,46009,local,2016
Mud Roof,0,46009,local,2016
Not Stated Roof,24,46009,local,2016
Other Type of Roof,7,46009,local,2016
RCC Roof,224,46009,local,2016
Thatch/Straw Roof,1783,46009,local,2016
Tile/Slate Roof,1756,46009,local,2016
Wood/Planks Roof,0,46009,local,2016
Galvanized Iron Plate,990,46005,local,2016
Mud Roof,0,46005,local,2016
Not Stated Roof,8,46005,local,2016
Other Type of Roof,0,46005,local,2016
RCC Roof,19,46005,local,2016
Thatch/Straw Roof,964,46005,local,2016
Tile/Slate Roof,2733,46005,local,2016
Wood/Planks Roof,2,46005,local,2016
Galvanized Iron Plate,292,59,district,2016
Mud Roof,2777,59,district,2016
Not Stated Roof,74,59,district,2016
Other Type of Roof,240,59,district,2016
RCC Roof,15,59,district,2016
Thatch/Straw Roof,2977,59,district,2016
Tile/Slate Roof,4675,59,district,2016
Wood/Planks Roof,152,59,district,2016
Galvanized Iron Plate,40,77001,local,2016
Mud Roof,102,77001,local,2016
Not Stated Roof,32,77001,local,2016
Other Type of Roof,1,77001,local,2016
RCC Roof,3,77001,local,2016
Thatch/Straw Roof,1010,77001,local,2016
Tile/Slate Roof,2556,77001,local,2016
Wood/Planks Roof,91,77001,local,2016
Galvanized Iron Plate,49,77002,local,2016
Mud Roof,2487,77002,local,2016
Not Stated Roof,18,77002,local,2016
Other Type of Roof,238,77002,local,2016
RCC Roof,8,77002,local,2016
Thatch/Straw Roof,330,77002,local,2016
Tile/Slate Roof,676,77002,local,2016
Wood/Planks Roof,55,77002,local,2016
Galvanized Iron Plate,203,77003,local,2016
Mud Roof,188,77003,local,2016
Not Stated Roof,24,77003,local,2016
Other Type of Roof,1,77003,local,2016
RCC Roof,4,77003,local,2016
Thatch/Straw Roof,1637,77003,local,2016
Tile/Slate Roof,1443,77003,local,2016
Wood/Planks Roof,6,77003,local,2016
Galvanized Iron Plate,11352,54,district,2016
Mud Roof,0,54,district,2016
Not Stated Roof,256,54,district,2016
Other Type of Roof,11,54,district,2016
RCC Roof,1521,54,district,2016
Thatch/Straw Roof,21265,54,district,2016
Tile/Slate Roof,13293,54,district,2016
Wood/Planks Roof,18,54,district,2016
Galvanized Iron Plate,1308,52001,local,2016
Mud Roof,0,52001,local,2016
Not Stated Roof,9,52001,local,2016
Other Type of Roof,1,52001,local,2016
RCC Roof,16,52001,local,2016
Thatch/Straw Roof,2637,52001,local,2016
Tile/Slate Roof,678,52001,local,2016
Wood/Planks Roof,1,52001,local,2016
Galvanized Iron Plate,1574,52004,local,2016
Mud Roof,0,52004,local,2016
Not Stated Roof,14,52004,local,2016
Other Type of Roof,1,52004,local,2016
RCC Roof,169,52004,local,2016
Thatch/Straw Roof,1343,52004,local,2016
