Agricultural land use area,total,geo_code,geo_level,geo_version
Temporary Meadows,248,3005,local,2016
Other Land,2110,3005,local,2016
Ponds,19,3005,local,2016
Woodland And Forest,3784,3005,local,2016
Arable Land,29134,3008,local,2016
Meadows And Pasture,326,3008,local,2016
Permanent Crops,18022,3008,local,2016
Temporary Crops,28167,3008,local,2016
Temporary Fallow,719,3008,local,2016
Temporary Meadows,248,3008,local,2016
Other Land,2110,3008,local,2016
Ponds,19,3008,local,2016
Woodland And Forest,3784,3008,local,2016
Arable Land,29134,3004,local,2016
Meadows And Pasture,326,3004,local,2016
Permanent Crops,18022,3004,local,2016
Temporary Crops,28167,3004,local,2016
Temporary Fallow,719,3004,local,2016
Temporary Meadows,248,3004,local,2016
Other Land,2110,3004,local,2016
Ponds,19,3004,local,2016
Woodland And Forest,3784,3004,local,2016
Arable Land,29134,3002,local,2016
Meadows And Pasture,326,3002,local,2016
Permanent Crops,18022,3002,local,2016
Temporary Crops,28167,3002,local,2016
Temporary Fallow,719,3002,local,2016
Temporary Meadows,248,3002,local,2016
Other Land,2110,3002,local,2016
Ponds,19,3002,local,2016
Woodland And Forest,3784,3002,local,2016
Arable Land,29134,3010,local,2016
Meadows And Pasture,326,3010,local,2016
Permanent Crops,18022,3010,local,2016
Temporary Crops,28167,3010,local,2016
Temporary Fallow,719,3010,local,2016
Temporary Meadows,248,3010,local,2016
Other Land,2110,3010,local,2016
Ponds,19,3010,local,2016
Woodland And Forest,3784,3010,local,2016
Arable Land,19803,49,district,2016
Meadows And Pasture,125,49,district,2016
Permanent Crops,4268,49,district,2016
Temporary Crops,19039,49,district,2016
Temporary Fallow,681,49,district,2016
Temporary Meadows,82,49,district,2016
Other Land,875,49,district,2016
Ponds,0,49,district,2016
Woodland And Forest,3476,49,district,2016
Arable Land,19803,12008,local,2016
Meadows And Pasture,125,12008,local,2016
Permanent Crops,4268,12008,local,2016
Temporary Crops,19039,12008,local,2016
Temporary Fallow,681,12008,local,2016
Temporary Meadows,82,12008,local,2016
Other Land,875,12008,local,2016
Ponds,0,12008,local,2016
Woodland And Forest,3476,12008,local,2016
Arable Land,19803,12001,local,2016
Meadows And Pasture,125,12001,local,2016
Permanent Crops,4268,12001,local,2016
Temporary Crops,19039,12001,local,2016
Temporary Fallow,681,12001,local,2016
Temporary Meadows,82,12001,local,2016
Other Land,875,12001,local,2016
Ponds,0,12001,local,2016
Woodland And Forest,3476,12001,local,2016
Arable Land,19803,12002,local,2016
Meadows And Pasture,125,12002,local,2016
Permanent Crops,4268,12002,local,2016
Temporary Crops,19039,12002,local,2016
Temporary Fallow,681,12002,local,2016
Temporary Meadows,82,12002,local,2016
Other Land,875,12002,local,2016
Ponds,0,12002,local,2016
Woodland And Forest,3476,12002,local,2016
Arable Land,19803,12004,local,2016
Meadows And Pasture,125,12004,local,2016
Permanent Crops,4268,12004,local,2016
Temporary Crops,19039,12004,local,2016
Temporary Fallow,681,12004,local,2016
Temporary Meadows,82,12004,local,2016
Other Land,875,12004,local,2016
Ponds,0,12004,local,2016
Woodland And Forest,3476,12004,local,2016
Arable Land,19803,12007,local,2016
Meadows And Pasture,125,12007,local,2016
Permanent Crops,4268,12007,local,2016
Temporary Crops,19039,12007,local,2016
Temporary Fallow,681,12007,local,2016
Temporary Meadows,82,12007,local,2016
Other Land,875,12007,local,2016
Ponds,0,12007,local,2016
Woodland And Forest,3476,12007,local,2016
Arable Land,19803,12005,local,2016
Meadows And Pasture,125,12005,local,2016
Permanent Crops,4268,12005,local,2016
Temporary Crops,19039,12005,local,2016
Temporary Fallow,681,12005,local,2016
Temporary Meadows,82,12005,local,2016
Other Land,875,12005,local,2016
Ponds,0,12005,local,2016
Woodland And Forest,3476,12005,local,2016
Arable Land,19803,12003,local,2016
Meadows And Pasture,125,12003,local,2016
Permanent Crops,4268,12003,local,2016
Temporary Crops,19039,12003,local,2016
Temporary Fallow,681,12003,local,2016
Temporary Meadows,82,12003,local,2016
Other Land,875,12003,local,2016
Ponds,0,12003,local,2016
Woodland And Forest,3476,12003,local,2016
Arable Land,19803,12006,local,2016
Meadows And Pasture,125,12006,local,2016
Permanent Crops,4268,12006,local,2016
Temporary Crops,19039,12006,local,2016
Temporary Fallow,681,12006,local,2016
Temporary Meadows,82,12006,local,2016
Other Land,875,12006,local,2016
Ponds,0,12006,local,2016
Woodland And Forest,3476,12006,local,2016
Arable Land,26078,37,district,2016
Meadows And Pasture,492,37,district,2016
Permanent Crops,1763,37,district,2016
Temporary Crops,25119,37,district,2016
Temporary Fallow,682,37,district,2016
Temporary Meadows,276,37,district,2016
Other Land,1304,37,district,2016
Ponds,4,37,district,2016
Woodland And Forest,1710,37,district,2016
Arable Land,26078,13006,local,2016
Meadows And Pasture,492,13006,local,2016
Permanent Crops,1763,13006,local,2016
Temporary Crops,25119,13006,local,2016
Temporary Fallow,682,13006,local,2016
Temporary Meadows,276,13006,local,2016
Other Land,1304,13006,local,2016
Ponds,4,13006,local,2016
Woodland And Forest,1710,13006,local,2016
Arable Land,26078,13010,local,2016
Meadows And Pasture,492,13010,local,2016
Permanent Crops,1763,13010,local,2016
Temporary Crops,25119,13010,local,2016
Temporary Fallow,682,13010,local,2016
Temporary Meadows,276,13010,local,2016
Other Land,1304,13010,local,2016
Ponds,4,13010,local,2016
Woodland And Forest,1710,13010,local,2016
Arable Land,26078,13004,local,2016
Meadows And Pasture,492,13004,local,2016
Permanent Crops,1763,13004,local,2016
Temporary Crops,25119,13004,local,2016
Temporary Fallow,682,13004,local,2016
Temporary Meadows,276,13004,local,2016
Other Land,1304,13004,local,2016
Ponds,4,13004,local,2016
Woodland And Forest,1710,13004,local,2016
Arable Land,26078,13001,local,2016
Meadows And Pasture,492,13001,local,2016
Permanent Crops,1763,13001,local,2016
Temporary Crops,25119,13001,local,2016
Temporary Fallow,682,13001,local,2016
Temporary Meadows,276,13001,local,2016
Other Land,1304,13001,local,2016
Ponds,4,13001,local,2016
Woodland And Forest,1710,13001,local,2016
Arable Land,26078,13002,local,2016
Meadows And Pasture,492,13002,local,2016
Permanent Crops,1763,13002,local,2016
Temporary Crops,25119,13002,local,2016
Temporary Fallow,682,13002,local,2016
Temporary Meadows,276,13002,local,2016
Other Land,1304,13002,local,2016
Ponds,4,13002,local,2016
Woodland And Forest,1710,13002,local,2016
Arable Land,26078,13008,local,2016
Meadows And Pasture,492,13008,local,2016
Permanent Crops,1763,13008,local,2016
Temporary Crops,25119,13008,local,2016
Temporary Fallow,682,13008,local,2016
Temporary Meadows,276,13008,local,2016
Other Land,1304,13008,local,2016
Ponds,4,13008,local,2016
Woodland And Forest,1710,13008,local,2016
Arable Land,26078,13003,local,2016
Meadows And Pasture,492,13003,local,2016
Permanent Crops,1763,13003,local,2016
Temporary Crops,25119,13003,local,2016
Temporary Fallow,682,13003,local,2016
Temporary Meadows,276,13003,local,2016
Other Land,1304,13003,local,2016
Ponds,4,13003,local,2016
Woodland And Forest,1710,13003,local,2016
Arable Land,26078,13007,local,2016
Meadows And Pasture,492,13007,local,2016
Permanent Crops,1763,13007,local,2016
Temporary Crops,25119,13007,local,2016
Temporary Fallow,682,13007,local,2016
Temporary Meadows,276,13007,local,2016
Other Land,1304,13007,local,2016
Ponds,4,13007,local,2016
Woodland And Forest,1710,13007,local,2016
Arable Land,26078,13005,local,2016
Meadows And Pasture,492,13005,local,2016
Permanent Crops,1763,13005,local,2016
Temporary Crops,25119,13005,local,2016
Temporary Fallow,682,13005,local,2016
Temporary Meadows,276,13005,local,2016
Other Land,1304,13005,local,2016
Ponds,4,13005,local,2016
Woodland And Forest,1710,13005,local,2016
Arable Land,26078,13009,local,2016
Meadows And Pasture,492,13009,local,2016
Permanent Crops,1763,13009,local,2016
Temporary Crops,25119,13009,local,2016
Temporary Fallow,682,13009,local,2016
Temporary Meadows,276,13009,local,2016
Other Land,1304,13009,local,2016
Ponds,4,13009,local,2016
Woodland And Forest,1710,13009,local,2016
Arable Land,14889,73,district,2016
Meadows And Pasture,322,73,district,2016
Permanent Crops,4747,73,district,2016
Temporary Crops,14673,73,district,2016
Temporary Fallow,178,73,district,2016
Temporary Meadows,37,73,district,2016
Other Land,693,73,district,2016
Ponds,8,73,district,2016
Woodland And Forest,1668,73,district,2016
Arable Land,14889,1005,local,2016
Meadows And Pasture,322,1005,local,2016
Permanent Crops,4747,1005,local,2016
Temporary Crops,14673,1005,local,2016
Temporary Fallow,178,1005,local,2016
Temporary Meadows,37,1005,local,2016
Other Land,693,1005,local,2016
Ponds,8,1005,local,2016
Woodland And Forest,1668,1005,local,2016
Arable Land,14889,1002,local,2016
Meadows And Pasture,322,1002,local,2016
Permanent Crops,4747,1002,local,2016
Temporary Crops,14673,1002,local,2016
Temporary Fallow,178,1002,local,2016
Temporary Meadows,37,1002,local,2016
Other Land,693,1002,local,2016
Ponds,8,1002,local,2016
Woodland And Forest,1668,1002,local,2016
Arable Land,14889,1006,local,2016
Meadows And Pasture,322,1006,local,2016
Permanent Crops,4747,1006,local,2016
Temporary Crops,14673,1006,local,2016
Temporary Fallow,178,1006,local,2016
Temporary Meadows,37,1006,local,2016
Other Land,693,1006,local,2016
Ponds,8,1006,local,2016
Woodland And Forest,1668,1006,local,2016
Arable Land,14889,1007,local,2016
Meadows And Pasture,322,1007,local,2016
Permanent Crops,4747,1007,local,2016
Temporary Crops,14673,1007,local,2016
Temporary Fallow,178,1007,local,2016
Temporary Meadows,37,1007,local,2016
Other Land,693,1007,local,2016
Ponds,8,1007,local,2016
Woodland And Forest,1668,1007,local,2016
Arable Land,14889,1004,local,2016
Meadows And Pasture,322,1004,local,2016
Permanent Crops,4747,1004,local,2016
Temporary Crops,14673,1004,local,2016
Temporary Fallow,178,1004,local,2016
Temporary Meadows,37,1004,local,2016
Other Land,693,1004,local,2016
Ponds,8,1004,local,2016
Woodland And Forest,1668,1004,local,2016
Arable Land,14889,1008,local,2016
Meadows And Pasture,322,1008,local,2016
Permanent Crops,4747,1008,local,2016
Temporary Crops,14673,1008,local,2016
Temporary Fallow,178,1008,local,2016
Temporary Meadows,37,1008,local,2016
Other Land,693,1008,local,2016
Ponds,8,1008,local,2016
Woodland And Forest,1668,1008,local,2016
Arable Land,14889,1009,local,2016
Meadows And Pasture,322,1009,local,2016
Permanent Crops,4747,1009,local,2016
Temporary Crops,14673,1009,local,2016
Temporary Fallow,178,1009,local,2016
Temporary Meadows,37,1009,local,2016
Other Land,693,1009,local,2016
Ponds,8,1009,local,2016
Woodland And Forest,1668,1009,local,2016
Arable Land,14889,1003,local,2016
Meadows And Pasture,322,1003,local,2016
Permanent Crops,4747,1003,local,2016
Temporary Crops,14673,1003,local,2016
Temporary Fallow,178,1003,local,2016
Temporary Meadows,37,1003,local,2016
Other Land,693,1003,local,2016
Ponds,8,1003,local,2016
Woodland And Forest,1668,1003,local,2016
Arable Land,14889,1001,local,2016
Meadows And Pasture,322,1001,local,2016
Permanent Crops,4747,1001,local,2016
Temporary Crops,14673,1001,local,2016
Temporary Fallow,178,1001,local,2016
Temporary Meadows,37,1001,local,2016
Other Land,693,1001,local,2016
Ponds,8,1001,local,2016
Woodland And Forest,1668,1001,local,2016
Arable Land,103861,43,district,2016
Meadows And Pasture,141,43,district,2016
Permanent Crops,1222,43,district,2016
Temporary Crops,103526,43,district,2016
Temporary Fallow,287,43,district,2016
Temporary Meadows,48,43,district,2016
Other Land,4250,43,district,2016
Ponds,205,43,district,2016
Woodland And Forest,264,43,district,2016
Arable Land,103861,5015,local,2016
Meadows And Pasture,141,5015,local,2016
Permanent Crops,1222,5015,local,2016
Temporary Crops,103526,5015,local,2016
Temporary Fallow,287,5015,local,2016
Temporary Meadows,48,5015,local,2016
Other Land,4250,5015,local,2016
Ponds,205,5015,local,2016
Woodland And Forest,264,5015,local,2016
Arable Land,103861,5010,local,2016
Meadows And Pasture,141,5010,local,2016
Permanent Crops,1222,5010,local,2016
Temporary Crops,103526,5010,local,2016
Temporary Fallow,287,5010,local,2016
Temporary Meadows,48,5010,local,2016
Other Land,4250,5010,local,2016
Ponds,205,5010,local,2016
Woodland And Forest,264,5010,local,2016
Arable Land,103861,5014,local,2016
Meadows And Pasture,141,5014,local,2016
Permanent Crops,1222,5014,local,2016
Temporary Crops,103526,5014,local,2016
Temporary Fallow,287,5014,local,2016
Temporary Meadows,48,5014,local,2016
Other Land,4250,5014,local,2016
Ponds,205,5014,local,2016
Woodland And Forest,264,5014,local,2016
Arable Land,103861,5003,local,2016
Meadows And Pasture,141,5003,local,2016
Permanent Crops,1222,5003,local,2016
Temporary Crops,103526,5003,local,2016
Temporary Fallow,287,5003,local,2016
Temporary Meadows,48,5003,local,2016
Other Land,4250,5003,local,2016
Ponds,205,5003,local,2016
Woodland And Forest,264,5003,local,2016
Arable Land,103861,5017,local,2016
Meadows And Pasture,141,5017,local,2016
Permanent Crops,1222,5017,local,2016
Temporary Crops,103526,5017,local,2016
Temporary Fallow,287,5017,local,2016
Temporary Meadows,48,5017,local,2016
Other Land,4250,5017,local,2016
Ponds,205,5017,local,2016
Woodland And Forest,264,5017,local,2016
Arable Land,103861,5016,local,2016
Meadows And Pasture,141,5016,local,2016
Permanent Crops,1222,5016,local,2016
Temporary Crops,103526,5016,local,2016
Temporary Fallow,287,5016,local,2016
Temporary Meadows,48,5016,local,2016
Other Land,4250,5016,local,2016
Ponds,205,5016,local,2016
Woodland And Forest,264,5016,local,2016
Arable Land,103861,5007,local,2016
Meadows And Pasture,141,5007,local,2016
Permanent Crops,1222,5007,local,2016
Temporary Crops,103526,5007,local,2016
Temporary Fallow,287,5007,local,2016
Temporary Meadows,48,5007,local,2016
Other Land,4250,5007,local,2016
Ponds,205,5007,local,2016
Woodland And Forest,264,5007,local,2016
Arable Land,103861,5001,local,2016
Meadows And Pasture,141,5001,local,2016
Permanent Crops,1222,5001,local,2016
Temporary Crops,103526,5001,local,2016
Temporary Fallow,287,5001,local,2016
Temporary Meadows,48,5001,local,2016
Other Land,4250,5001,local,2016
Ponds,205,5001,local,2016
Woodland And Forest,264,5001,local,2016
Arable Land,103861,5012,local,2016
Meadows And Pasture,141,5012,local,2016
Permanent Crops,1222,5012,local,2016
Temporary Crops,103526,5012,local,2016
Temporary Fallow,287,5012,local,2016
Temporary Meadows,48,5012,local,2016
Other Land,4250,5012,local,2016
Ponds,205,5012,local,2016
Woodland And Forest,264,5012,local,2016
Arable Land,103861,5011,local,2016
Meadows And Pasture,141,5011,local,2016
Permanent Crops,1222,5011,local,2016
Temporary Crops,103526,5011,local,2016
Temporary Fallow,287,5011,local,2016
Temporary Meadows,48,5011,local,2016
Other Land,4250,5011,local,2016
Ponds,205,5011,local,2016
Woodland And Forest,264,5011,local,2016
Arable Land,103861,5005,local,2016
Meadows And Pasture,141,5005,local,2016
Permanent Crops,1222,5005,local,2016
Temporary Crops,103526,5005,local,2016
Temporary Fallow,287,5005,local,2016
Temporary Meadows,48,5005,local,2016
Other Land,4250,5005,local,2016
Ponds,205,5005,local,2016
Woodland And Forest,264,5005,local,2016
Arable Land,103861,5013,local,2016
Meadows And Pasture,141,5013,local,2016
Permanent Crops,1222,5013,local,2016
Temporary Crops,103526,5013,local,2016
Temporary Fallow,287,5013,local,2016
Temporary Meadows,48,5013,local,2016
Other Land,4250,5013,local,2016
Ponds,205,5013,local,2016
Woodland And Forest,264,5013,local,2016
Arable Land,103861,5008,local,2016
Meadows And Pasture,141,5008,local,2016
Permanent Crops,1222,5008,local,2016
Temporary Crops,103526,5008,local,2016
Temporary Fallow,287,5008,local,2016
Temporary Meadows,48,5008,local,2016
Other Land,4250,5008,local,2016
Ponds,205,5008,local,2016
Woodland And Forest,264,5008,local,2016
Arable Land,103861,5004,local,2016
Meadows And Pasture,141,5004,local,2016
Permanent Crops,1222,5004,local,2016
Temporary Crops,103526,5004,local,2016
Temporary Fallow,287,5004,local,2016
Temporary Meadows,48,5004,local,2016
Other Land,4250,5004,local,2016
Ponds,205,5004,local,2016
Woodland And Forest,264,5004,local,2016
Arable Land,103861,5006,local,2016
Meadows And Pasture,141,5006,local,2016
Permanent Crops,1222,5006,local,2016
Temporary Crops,103526,5006,local,2016
Temporary Fallow,287,5006,local,2016
Temporary Meadows,48,5006,local,2016
Other Land,4250,5006,local,2016
Ponds,205,5006,local,2016
Woodland And Forest,264,5006,local,2016
Arable Land,103861,5009,local,2016
Meadows And Pasture,141,5009,local,2016
Permanent Crops,1222,5009,local,2016
Temporary Crops,103526,5009,local,2016
Temporary Fallow,287,5009,local,2016
Temporary Meadows,48,5009,local,2016
Other Land,4250,5009,local,2016
Ponds,205,5009,local,2016
Woodland And Forest,264,5009,local,2016
Arable Land,103861,5002,local,2016
Meadows And Pasture,141,5002,local,2016
Permanent Crops,1222,5002,local,2016
Temporary Crops,103526,5002,local,2016
Temporary Fallow,287,5002,local,2016
Temporary Meadows,48,5002,local,2016
Other Land,4250,5002,local,2016
Ponds,205,5002,local,2016
Woodland And Forest,264,5002,local,2016
Arable Land,15546,68,district,2016
Meadows And Pasture,474,68,district,2016
Permanent Crops,1134,68,district,2016
Temporary Crops,15181,68,district,2016
Temporary Fallow,266,68,district,2016
Temporary Meadows,99,68,district,2016
Other Land,566,68,district,2016
Ponds,0,68,district,2016
Woodland And Forest,1397,68,district,2016
Arable Land,15546,11001,local,2016
Meadows And Pasture,474,11001,local,2016
Permanent Crops,1134,11001,local,2016
Temporary Crops,15181,11001,local,2016
Temporary Fallow,266,11001,local,2016
Temporary Meadows,99,11001,local,2016
Other Land,566,11001,local,2016
Ponds,0,11001,local,2016
Woodland And Forest,1397,11001,local,2016
Arable Land,15546,11006,local,2016
Meadows And Pasture,474,11006,local,2016
Permanent Crops,1134,11006,local,2016
Temporary Crops,15181,11006,local,2016
Temporary Fallow,266,11006,local,2016
Temporary Meadows,99,11006,local,2016
Other Land,566,11006,local,2016
Ponds,0,11006,local,2016
Woodland And Forest,1397,11006,local,2016
Arable Land,15546,11007,local,2016
Meadows And Pasture,474,11007,local,2016
Permanent Crops,1134,11007,local,2016
Temporary Crops,15181,11007,local,2016
Temporary Fallow,266,11007,local,2016
Temporary Meadows,99,11007,local,2016
Other Land,566,11007,local,2016
Ponds,0,11007,local,2016
Woodland And Forest,1397,11007,local,2016
Arable Land,15546,11004,local,2016
Meadows And Pasture,474,11004,local,2016
Permanent Crops,1134,11004,local,2016
Temporary Crops,15181,11004,local,2016
Temporary Fallow,266,11004,local,2016
Temporary Meadows,99,11004,local,2016
Other Land,566,11004,local,2016
Ponds,0,11004,local,2016
Woodland And Forest,1397,11004,local,2016
Arable Land,15546,11003,local,2016
Meadows And Pasture,474,11003,local,2016
Permanent Crops,1134,11003,local,2016
Temporary Crops,15181,11003,local,2016
Temporary Fallow,266,11003,local,2016
Temporary Meadows,99,11003,local,2016
Other Land,566,11003,local,2016
Ponds,0,11003,local,2016
Woodland And Forest,1397,11003,local,2016
Arable Land,15546,11008,local,2016
Meadows And Pasture,474,11008,local,2016
Permanent Crops,1134,11008,local,2016
Temporary Crops,15181,11008,local,2016
Temporary Fallow,266,11008,local,2016
Temporary Meadows,99,11008,local,2016
Other Land,566,11008,local,2016
Ponds,0,11008,local,2016
Woodland And Forest,1397,11008,local,2016
Arable Land,15546,11005,local,2016
Meadows And Pasture,474,11005,local,2016
Permanent Crops,1134,11005,local,2016
Temporary Crops,15181,11005,local,2016
Temporary Fallow,266,11005,local,2016
Temporary Meadows,99,11005,local,2016
Other Land,566,11005,local,2016
Ponds,0,11005,local,2016
Woodland And Forest,1397,11005,local,2016
Arable Land,15546,11002,local,2016
Meadows And Pasture,474,11002,local,2016
Permanent Crops,1134,11002,local,2016
Temporary Crops,15181,11002,local,2016
Temporary Fallow,266,11002,local,2016
Temporary Meadows,99,11002,local,2016
Other Land,566,11002,local,2016
Ponds,0,11002,local,2016
Woodland And Forest,1397,11002,local,2016
Arable Land,118511,6,province,2016
Meadows And Pasture,4730,6,province,2016
Permanent Crops,9169,6,province,2016
Temporary Crops,113690,6,province,2016
Temporary Fallow,3696,6,province,2016
Temporary Meadows,1124,6,province,2016
Other Land,6593,6,province,2016
Ponds,16,6,province,2016
Woodland And Forest,2676,6,province,2016
Arable Land,18978,14,district,2016
Meadows And Pasture,593,14,district,2016
Permanent Crops,702,14,district,2016
Temporary Crops,18780,14,district,2016
Temporary Fallow,123,14,district,2016
Temporary Meadows,74,14,district,2016
Other Land,994,14,district,2016
Ponds,0,14,district,2016
Woodland And Forest,62,14,district,2016
Arable Land,18978,60001,local,2016
Meadows And Pasture,593,60001,local,2016
Permanent Crops,702,60001,local,2016
Temporary Crops,18780,60001,local,2016
Temporary Fallow,123,60001,local,2016
Temporary Meadows,74,60001,local,2016
Other Land,994,60001,local,2016
Ponds,0,60001,local,2016
Woodland And Forest,62,60001,local,2016
Arable Land,18978,60007,local,2016
Meadows And Pasture,593,60007,local,2016
Permanent Crops,702,60007,local,2016
Temporary Crops,18780,60007,local,2016
Temporary Fallow,123,60007,local,2016
Temporary Meadows,74,60007,local,2016
Other Land,994,60007,local,2016
Ponds,0,60007,local,2016
Woodland And Forest,62,60007,local,2016
Arable Land,18978,60002,local,2016
Meadows And Pasture,593,60002,local,2016
Permanent Crops,702,60002,local,2016
Temporary Crops,18780,60002,local,2016
Temporary Fallow,123,60002,local,2016
Temporary Meadows,74,60002,local,2016
Other Land,994,60002,local,2016
Ponds,0,60002,local,2016
Woodland And Forest,62,60002,local,2016
Arable Land,18978,60009,local,2016
Meadows And Pasture,593,60009,local,2016
Permanent Crops,702,60009,local,2016
Temporary Crops,18780,60009,local,2016
Temporary Fallow,123,60009,local,2016
Temporary Meadows,74,60009,local,2016
Other Land,994,60009,local,2016
Ponds,0,60009,local,2016
Woodland And Forest,62,60009,local,2016
Arable Land,18978,60006,local,2016
Meadows And Pasture,593,60006,local,2016
Permanent Crops,702,60006,local,2016
Temporary Crops,18780,60006,local,2016
Temporary Fallow,123,60006,local,2016
Temporary Meadows,74,60006,local,2016
Other Land,994,60006,local,2016
Ponds,0,60006,local,2016
Woodland And Forest,62,60006,local,2016
Arable Land,18978,60004,local,2016
Meadows And Pasture,593,60004,local,2016
Permanent Crops,702,60004,local,2016
Temporary Crops,18780,60004,local,2016
Temporary Fallow,123,60004,local,2016
Temporary Meadows,74,60004,local,2016
Other Land,994,60004,local,2016
Ponds,0,60004,local,2016
Woodland And Forest,62,60004,local,2016
Arable Land,18978,60005,local,2016
Meadows And Pasture,593,60005,local,2016
Permanent Crops,702,60005,local,2016
Temporary Crops,18780,60005,local,2016
Temporary Fallow,123,60005,local,2016
Temporary Meadows,74,60005,local,2016
Other Land,994,60005,local,2016
Ponds,0,60005,local,2016
Woodland And Forest,62,60005,local,2016
Arable Land,18978,60010,local,2016
Meadows And Pasture,593,60010,local,2016
Permanent Crops,702,60010,local,2016
Temporary Crops,18780,60010,local,2016
Temporary Fallow,123,60010,local,2016
Temporary Meadows,74,60010,local,2016
Other Land,994,60010,local,2016
Ponds,0,60010,local,2016
Woodland And Forest,62,60010,local,2016
Arable Land,18978,60003,local,2016
Meadows And Pasture,593,60003,local,2016
Permanent Crops,702,60003,local,2016
Temporary Crops,18780,60003,local,2016
Temporary Fallow,123,60003,local,2016
Temporary Meadows,74,60003,local,2016
Other Land,994,60003,local,2016
Ponds,0,60003,local,2016
Woodland And Forest,62,60003,local,2016
Arable Land,18978,60008,local,2016
Meadows And Pasture,593,60008,local,2016
Permanent Crops,702,60008,local,2016
Temporary Crops,18780,60008,local,2016
Temporary Fallow,123,60008,local,2016
Temporary Meadows,74,60008,local,2016
Other Land,994,60008,local,2016
Ponds,0,60008,local,2016
Woodland And Forest,62,60008,local,2016
Arable Land,18978,60011,local,2016
Meadows And Pasture,593,60011,local,2016
Permanent Crops,702,60011,local,2016
Temporary Crops,18780,60011,local,2016
Temporary Fallow,123,60011,local,2016
Temporary Meadows,74,60011,local,2016
Other Land,994,60011,local,2016
Ponds,0,60011,local,2016
Woodland And Forest,62,60011,local,2016
Arable Land,4965,25,district,2016
Meadows And Pasture,2,25,district,2016
Permanent Crops,125,25,district,2016
Temporary Crops,4934,25,district,2016
Temporary Fallow,26,25,district,2016
Temporary Meadows,4,25,district,2016
Other Land,127,25,district,2016
Ponds,0,25,district,2016
Woodland And Forest,13,25,district,2016
Arable Land,4965,66001,local,2016
Meadows And Pasture,2,66001,local,2016
Permanent Crops,125,66001,local,2016
Temporary Crops,4934,66001,local,2016
Temporary Fallow,26,66001,local,2016
Temporary Meadows,4,66001,local,2016
Other Land,127,66001,local,2016
Ponds,0,66001,local,2016
Woodland And Forest,13,66001,local,2016
Arable Land,4965,66005,local,2016
Meadows And Pasture,2,66005,local,2016
Permanent Crops,125,66005,local,2016
Temporary Crops,4934,66005,local,2016
Temporary Fallow,26,66005,local,2016
Temporary Meadows,4,66005,local,2016
Other Land,127,66005,local,2016
Ponds,0,66005,local,2016
Woodland And Forest,13,66005,local,2016
Arable Land,4965,66004,local,2016
Meadows And Pasture,2,66004,local,2016
Permanent Crops,125,66004,local,2016
Temporary Crops,4934,66004,local,2016
Temporary Fallow,26,66004,local,2016
Temporary Meadows,4,66004,local,2016
Other Land,127,66004,local,2016
Ponds,0,66004,local,2016
Woodland And Forest,13,66004,local,2016
Arable Land,4965,66003,local,2016
Meadows And Pasture,2,66003,local,2016
Permanent Crops,125,66003,local,2016
Temporary Crops,4934,66003,local,2016
Temporary Fallow,26,66003,local,2016
Temporary Meadows,4,66003,local,2016
Other Land,127,66003,local,2016
Ponds,0,66003,local,2016
Woodland And Forest,13,66003,local,2016
Arable Land,4965,66002,local,2016
Meadows And Pasture,2,66002,local,2016
Permanent Crops,125,66002,local,2016
Temporary Crops,4934,66002,local,2016
Temporary Fallow,26,66002,local,2016
Temporary Meadows,4,66002,local,2016
Other Land,127,66002,local,2016
Ponds,0,66002,local,2016
Woodland And Forest,13,66002,local,2016
Arable Land,4965,66006,local,2016
Meadows And Pasture,2,66006,local,2016
Permanent Crops,125,66006,local,2016
Temporary Crops,4934,66006,local,2016
Temporary Fallow,26,66006,local,2016
Temporary Meadows,4,66006,local,2016
Other Land,127,66006,local,2016
Ponds,0,66006,local,2016
Woodland And Forest,13,66006,local,2016
Arable Land,4965,66007,local,2016
Meadows And Pasture,2,66007,local,2016
Permanent Crops,125,66007,local,2016
Temporary Crops,4934,66007,local,2016
Temporary Fallow,26,66007,local,2016
Temporary Meadows,4,66007,local,2016
Other Land,127,66007,local,2016
Ponds,0,66007,local,2016
Woodland And Forest,13,66007,local,2016
Arable Land,6143,29,district,2016
Meadows And Pasture,85,29,district,2016
Permanent Crops,537,29,district,2016
Temporary Crops,5701,29,district,2016
Temporary Fallow,393,29,district,2016
Temporary Meadows,49,29,district,2016
Other Land,229,29,district,2016
Ponds,4,29,district,2016
Woodland And Forest,13,29,district,2016
Arable Land,6143,63004,local,2016
Meadows And Pasture,85,63004,local,2016
Permanent Crops,537,63004,local,2016
Temporary Crops,5701,63004,local,2016
Temporary Fallow,393,63004,local,2016
Temporary Meadows,49,63004,local,2016
Other Land,229,63004,local,2016
Ponds,4,63004,local,2016
Woodland And Forest,13,63004,local,2016
Arable Land,6143,63006,local,2016
Meadows And Pasture,85,63006,local,2016
Permanent Crops,537,63006,local,2016
Temporary Crops,5701,63006,local,2016
Temporary Fallow,393,63006,local,2016
Temporary Meadows,49,63006,local,2016
Other Land,229,63006,local,2016
Ponds,4,63006,local,2016
Woodland And Forest,13,63006,local,2016
Arable Land,6143,63008,local,2016
Meadows And Pasture,85,63008,local,2016
Permanent Crops,537,63008,local,2016
Temporary Crops,5701,63008,local,2016
Temporary Fallow,393,63008,local,2016
Temporary Meadows,49,63008,local,2016
Other Land,229,63008,local,2016
Ponds,4,63008,local,2016
