toilet type,total,geo_code,geo_level
Ordinary Toilet,557,32014,local
Without Tiolet,4242,32014,local
Flush toilet (sewerage),40,32004,local
Flush Toilet Septic Tank,200,32004,local
Not Stated about Toilet,64,32004,local
Ordinary Toilet,395,32004,local
Without Tiolet,3992,32004,local
Flush toilet (sewerage),69,32009,local
Flush Toilet Septic Tank,608,32009,local
Not Stated about Toilet,187,32009,local
Ordinary Toilet,483,32009,local
Without Tiolet,6044,32009,local
Flush toilet (sewerage),22,32012,local
Flush Toilet Septic Tank,222,32012,local
Not Stated about Toilet,56,32012,local
Ordinary Toilet,964,32012,local
Without Tiolet,4215,32012,local
Flush toilet (sewerage),16,32013,local
Flush Toilet Septic Tank,81,32013,local
Not Stated about Toilet,90,32013,local
Ordinary Toilet,131,32013,local
Without Tiolet,3512,32013,local
Flush toilet (sewerage),94,32008,local
Flush Toilet Septic Tank,1933,32008,local
Not Stated about Toilet,105,32008,local
Ordinary Toilet,750,32008,local
Without Tiolet,2753,32008,local
Flush toilet (sewerage),1123,08,district
Flush Toilet Septic Tank,17434,08,district
Not Stated about Toilet,1169,08,district
Ordinary Toilet,10281,08,district
Without Tiolet,78593,08,district
Flush toilet (sewerage),67,33014,local
Flush Toilet Septic Tank,466,33014,local
Not Stated about Toilet,57,33014,local
Ordinary Toilet,378,33014,local
Without Tiolet,2658,33014,local
Flush toilet (sewerage),47,33016,local
Flush Toilet Septic Tank,149,33016,local
Not Stated about Toilet,67,33016,local
Ordinary Toilet,82,33016,local
Without Tiolet,3690,33016,local
Flush toilet (sewerage),50,33012,local
Flush Toilet Septic Tank,497,33012,local
Not Stated about Toilet,36,33012,local
Ordinary Toilet,197,33012,local
Without Tiolet,2386,33012,local
Flush toilet (sewerage),39,33007,local
Flush Toilet Septic Tank,156,33007,local
Not Stated about Toilet,36,33007,local
Ordinary Toilet,270,33007,local
Without Tiolet,3672,33007,local
Flush toilet (sewerage),23,33004,local
Flush Toilet Septic Tank,168,33004,local
Not Stated about Toilet,114,33004,local
Ordinary Toilet,89,33004,local
Without Tiolet,2791,33004,local
Flush toilet (sewerage),50,33010,local
Flush Toilet Septic Tank,2120,33010,local
Not Stated about Toilet,42,33010,local
Ordinary Toilet,1469,33010,local
Without Tiolet,3481,33010,local
Flush toilet (sewerage),16,33002,local
Flush Toilet Septic Tank,160,33002,local
Not Stated about Toilet,21,33002,local
Ordinary Toilet,101,33002,local
Without Tiolet,3972,33002,local
Flush toilet (sewerage),198,33005,local
Flush Toilet Septic Tank,6163,33005,local
Not Stated about Toilet,178,33005,local
Ordinary Toilet,3991,33005,local
Without Tiolet,11140,33005,local
Flush toilet (sewerage),34,33001,local
Flush Toilet Septic Tank,89,33001,local
Not Stated about Toilet,21,33001,local
Ordinary Toilet,245,33001,local
Without Tiolet,3571,33001,local
Flush toilet (sewerage),21,33013,local
Flush Toilet Septic Tank,279,33013,local
Not Stated about Toilet,19,33013,local
Ordinary Toilet,249,33013,local
Without Tiolet,3017,33013,local
Flush toilet (sewerage),50,33011,local
Flush Toilet Septic Tank,232,33011,local
Not Stated about Toilet,52,33011,local
Ordinary Toilet,181,33011,local
Without Tiolet,4192,33011,local
Flush toilet (sewerage),49,33009,local
Flush Toilet Septic Tank,885,33009,local
Not Stated about Toilet,95,33009,local
Ordinary Toilet,420,33009,local
Without Tiolet,6324,33009,local
Flush toilet (sewerage),357,33006,local
Flush Toilet Septic Tank,3806,33006,local
Not Stated about Toilet,279,33006,local
Ordinary Toilet,1578,33006,local
Without Tiolet,12669,33006,local
Flush toilet (sewerage),21,33003,local
Flush Toilet Septic Tank,278,33003,local
Not Stated about Toilet,36,33003,local
Ordinary Toilet,110,33003,local
Without Tiolet,2950,33003,local
Flush toilet (sewerage),38,33008,local
Flush Toilet Septic Tank,1253,33008,local
Not Stated about Toilet,62,33008,local
Ordinary Toilet,518,33008,local
Without Tiolet,6240,33008,local
Flush toilet (sewerage),63,33015,local
Flush Toilet Septic Tank,733,33015,local
Not Stated about Toilet,54,33015,local
Ordinary Toilet,403,33015,local
Without Tiolet,5840,33015,local
Flush toilet (sewerage),2399,19,district
Flush Toilet Septic Tank,22326,19,district
Not Stated about Toilet,2347,19,district
Ordinary Toilet,21461,19,district
Without Tiolet,89692,19,district
Flush toilet (sewerage),97,17013,local
Flush Toilet Septic Tank,647,17013,local
Not Stated about Toilet,86,17013,local
Ordinary Toilet,2061,17013,local
Without Tiolet,5338,17013,local
Flush toilet (sewerage),81,17017,local
Flush Toilet Septic Tank,1141,17017,local
Not Stated about Toilet,255,17017,local
Ordinary Toilet,1829,17017,local
Without Tiolet,6767,17017,local
Flush toilet (sewerage),110,17004,local
Flush Toilet Septic Tank,1302,17004,local
Not Stated about Toilet,103,17004,local
Ordinary Toilet,1294,17004,local
Without Tiolet,4966,17004,local
Flush toilet (sewerage),42,17015,local
Flush Toilet Septic Tank,207,17015,local
Not Stated about Toilet,39,17015,local
Ordinary Toilet,423,17015,local
Without Tiolet,3419,17015,local
Flush toilet (sewerage),78,17011,local
Flush Toilet Septic Tank,213,17011,local
Not Stated about Toilet,119,17011,local
Ordinary Toilet,295,17011,local
Without Tiolet,6294,17011,local
Flush toilet (sewerage),90,17016,local
Flush Toilet Septic Tank,586,17016,local
Not Stated about Toilet,55,17016,local
Ordinary Toilet,973,17016,local
Without Tiolet,4661,17016,local
Flush toilet (sewerage),103,17006,local
Flush Toilet Septic Tank,559,17006,local
Not Stated about Toilet,104,17006,local
Ordinary Toilet,807,17006,local
Without Tiolet,7142,17006,local
Flush toilet (sewerage),123,17018,local
Flush Toilet Septic Tank,689,17018,local
Not Stated about Toilet,186,17018,local
Ordinary Toilet,669,17018,local
Without Tiolet,7004,17018,local
Flush toilet (sewerage),76,17007,local
Flush Toilet Septic Tank,746,17007,local
Not Stated about Toilet,95,17007,local
Ordinary Toilet,344,17007,local
Without Tiolet,5776,17007,local
Flush toilet (sewerage),130,17014,local
Flush Toilet Septic Tank,766,17014,local
Not Stated about Toilet,138,17014,local
Ordinary Toilet,475,17014,local
Without Tiolet,4557,17014,local
Flush toilet (sewerage),121,17012,local
Flush Toilet Septic Tank,714,17012,local
Not Stated about Toilet,33,17012,local
Ordinary Toilet,828,17012,local
Without Tiolet,3299,17012,local
Flush toilet (sewerage),77,17005,local
Flush Toilet Septic Tank,274,17005,local
Not Stated about Toilet,107,17005,local
Ordinary Toilet,343,17005,local
Without Tiolet,2916,17005,local
Flush toilet (sewerage),67,17001,local
Flush Toilet Septic Tank,313,17001,local
Not Stated about Toilet,49,17001,local
Ordinary Toilet,701,17001,local
Without Tiolet,2873,17001,local
Flush toilet (sewerage),47,17009,local
Flush Toilet Septic Tank,443,17009,local
Not Stated about Toilet,73,17009,local
Ordinary Toilet,515,17009,local
Without Tiolet,3383,17009,local
Flush toilet (sewerage),728,17010,local
Flush Toilet Septic Tank,12482,17010,local
Not Stated about Toilet,544,17010,local
Ordinary Toilet,7372,17010,local
Without Tiolet,9463,17010,local
Flush toilet (sewerage),83,17008,local
Flush Toilet Septic Tank,539,17008,local
Not Stated about Toilet,97,17008,local
Ordinary Toilet,847,17008,local
Without Tiolet,5346,17008,local
Flush toilet (sewerage),222,17003,local
Flush Toilet Septic Tank,501,17003,local
Not Stated about Toilet,207,17003,local
Ordinary Toilet,1368,17003,local
Without Tiolet,3519,17003,local
Flush toilet (sewerage),124,17002,local
Flush Toilet Septic Tank,204,17002,local
Not Stated about Toilet,57,17002,local
Ordinary Toilet,317,17002,local
Without Tiolet,2969,17002,local
Flush toilet (sewerage),4470,7,province
Flush Toilet Septic Tank,141081,7,province
Not Stated about Toilet,2757,7,province
Ordinary Toilet,73809,7,province
Without Tiolet,247586,7,province
Flush toilet (sewerage),415,04,district
Flush Toilet Septic Tank,14564,04,district
Not Stated about Toilet,200,04,district
Ordinary Toilet,4180,04,district
Without Tiolet,25808,04,district
Flush toilet (sewerage),25,74005,local
Flush Toilet Septic Tank,739,74005,local
Not Stated about Toilet,11,74005,local
Ordinary Toilet,160,74005,local
Without Tiolet,2377,74005,local
Flush toilet (sewerage),9,74008,local
Flush Toilet Septic Tank,651,74008,local
Not Stated about Toilet,9,74008,local
Ordinary Toilet,302,74008,local
Without Tiolet,1800,74008,local
Flush toilet (sewerage),54,74010,local
Flush Toilet Septic Tank,732,74010,local
Not Stated about Toilet,25,74010,local
Ordinary Toilet,377,74010,local
Without Tiolet,2133,74010,local
Flush toilet (sewerage),41,74009,local
Flush Toilet Septic Tank,869,74009,local
Not Stated about Toilet,27,74009,local
Ordinary Toilet,200,74009,local
Without Tiolet,2596,74009,local
Flush toilet (sewerage),59,74007,local
Flush Toilet Septic Tank,2051,74007,local
Not Stated about Toilet,26,74007,local
Ordinary Toilet,726,74007,local
Without Tiolet,3528,74007,local
Flush toilet (sewerage),34,74003,local
Flush Toilet Septic Tank,942,74003,local
Not Stated about Toilet,17,74003,local
Ordinary Toilet,279,74003,local
Without Tiolet,3287,74003,local
Flush toilet (sewerage),60,74004,local
Flush Toilet Septic Tank,1463,74004,local
Not Stated about Toilet,24,74004,local
Ordinary Toilet,513,74004,local
Without Tiolet,1887,74004,local
Flush toilet (sewerage),65,74001,local
Flush Toilet Septic Tank,3473,74001,local
Not Stated about Toilet,29,74001,local
Ordinary Toilet,877,74001,local
Without Tiolet,2813,74001,local
Flush toilet (sewerage),17,74002,local
Flush Toilet Septic Tank,624,74002,local
Not Stated about Toilet,9,74002,local
Ordinary Toilet,260,74002,local
Without Tiolet,3200,74002,local
Flush toilet (sewerage),51,74006,local
Flush Toilet Septic Tank,3020,74006,local
Not Stated about Toilet,23,74006,local
Ordinary Toilet,486,74006,local
Without Tiolet,2187,74006,local
Flush toilet (sewerage),5,16,district
Flush Toilet Septic Tank,9399,16,district
Not Stated about Toilet,86,16,district
Ordinary Toilet,2009,16,district
Without Tiolet,13105,16,district
Flush toilet (sewerage),3,75005,local
Flush Toilet Septic Tank,2662,75005,local
Not Stated about Toilet,11,75005,local
Ordinary Toilet,267,75005,local
Without Tiolet,1583,75005,local
Flush toilet (sewerage),1,75009,local
Flush Toilet Septic Tank,1298,75009,local
Not Stated about Toilet,29,75009,local
Ordinary Toilet,206,75009,local
Without Tiolet,2487,75009,local
Flush toilet (sewerage),0,75001,local
Flush Toilet Septic Tank,497,75001,local
Not Stated about Toilet,2,75001,local
Ordinary Toilet,141,75001,local
Without Tiolet,445,75001,local
Flush toilet (sewerage),0,75008,local
Flush Toilet Septic Tank,1272,75008,local
Not Stated about Toilet,13,75008,local
Ordinary Toilet,294,75008,local
Without Tiolet,1037,75008,local
Flush toilet (sewerage),0,75002,local
Flush Toilet Septic Tank,548,75002,local
Not Stated about Toilet,11,75002,local
Ordinary Toilet,160,75002,local
Without Tiolet,1200,75002,local
Flush toilet (sewerage),0,75004,local
Flush Toilet Septic Tank,704,75004,local
Not Stated about Toilet,5,75004,local
Ordinary Toilet,118,75004,local
Without Tiolet,2024,75004,local
Flush toilet (sewerage),0,75006,local
Flush Toilet Septic Tank,981,75006,local
Not Stated about Toilet,5,75006,local
Ordinary Toilet,86,75006,local
Without Tiolet,2024,75006,local
Flush toilet (sewerage),1,75003,local
Flush Toilet Septic Tank,527,75003,local
Not Stated about Toilet,6,75003,local
Ordinary Toilet,573,75003,local
Without Tiolet,875,75003,local
Flush toilet (sewerage),0,75007,local
Flush Toilet Septic Tank,910,75007,local
Not Stated about Toilet,4,75007,local
Ordinary Toilet,164,75007,local
Without Tiolet,1430,75007,local
Flush toilet (sewerage),311,13,district
Flush Toilet Septic Tank,10882,13,district
Not Stated about Toilet,135,13,district
Ordinary Toilet,4469,13,district
Without Tiolet,11226,13,district
Flush toilet (sewerage),14,73006,local
Flush Toilet Septic Tank,984,73006,local
Not Stated about Toilet,16,73006,local
Ordinary Toilet,517,73006,local
Without Tiolet,2601,73006,local
Flush toilet (sewerage),24,73005,local
Flush Toilet Septic Tank,1590,73005,local
Not Stated about Toilet,4,73005,local
Ordinary Toilet,635,73005,local
Without Tiolet,817,73005,local
Flush toilet (sewerage),21,73007,local
Flush Toilet Septic Tank,1673,73007,local
Not Stated about Toilet,33,73007,local
Ordinary Toilet,1065,73007,local
Without Tiolet,3198,73007,local
Flush toilet (sewerage),81,73002,local
Flush Toilet Septic Tank,1532,73002,local
Not Stated about Toilet,8,73002,local
Ordinary Toilet,627,73002,local
Without Tiolet,1032,73002,local
Flush toilet (sewerage),18,73001,local
Flush Toilet Septic Tank,1587,73001,local
Not Stated about Toilet,27,73001,local
Ordinary Toilet,665,73001,local
Without Tiolet,1014,73001,local
Flush toilet (sewerage),52,73004,local
Flush Toilet Septic Tank,1027,73004,local
Not Stated about Toilet,25,73004,local
Ordinary Toilet,364,73004,local
Without Tiolet,994,73004,local
Flush toilet (sewerage),101,73003,local
Flush Toilet Septic Tank,2489,73003,local
Not Stated about Toilet,22,73003,local
Ordinary Toilet,596,73003,local
Without Tiolet,1570,73003,local
Flush toilet (sewerage),4,06,district
Flush Toilet Septic Tank,3371,06,district
Not Stated about Toilet,197,06,district
Ordinary Toilet,6004,06,district
Without Tiolet,15312,06,district
Flush toilet (sewerage),0,67002,local
Flush Toilet Septic Tank,403,67002,local
Not Stated about Toilet,47,67002,local
Ordinary Toilet,657,67002,local
Without Tiolet,3170,67002,local
Flush toilet (sewerage),0,67006,local
Flush Toilet Septic Tank,126,67006,local
Not Stated about Toilet,28,67006,local
Ordinary Toilet,279,67006,local
Without Tiolet,1289,67006,local
Flush toilet (sewerage),0,67009,local
Flush Toilet Septic Tank,694,67009,local
Not Stated about Toilet,12,67009,local
Ordinary Toilet,1078,67009,local
Without Tiolet,1566,67009,local
Flush toilet (sewerage),1,67007,local
Flush Toilet Septic Tank,115,67007,local
Not Stated about Toilet,4,67007,local
Ordinary Toilet,266,67007,local
Without Tiolet,1298,67007,local
Flush toilet (sewerage),0,67008,local
Flush Toilet Septic Tank,284,67008,local
Not Stated about Toilet,23,67008,local
Ordinary Toilet,301,67008,local
Without Tiolet,1615,67008,local
Flush toilet (sewerage),0,67003,local
Flush Toilet Septic Tank,228,67003,local
Not Stated about Toilet,18,67003,local
Ordinary Toilet,1218,67003,local
Without Tiolet,1988,67003,local
Flush toilet (sewerage),0,67005,local
Flush Toilet Septic Tank,39,67005,local
Not Stated about Toilet,5,67005,local
Ordinary Toilet,774,67005,local
Without Tiolet,742,67005,local
Flush toilet (sewerage),2,67004,local
Flush Toilet Septic Tank,710,67004,local
Not Stated about Toilet,41,67004,local
Ordinary Toilet,703,67004,local
Without Tiolet,1718,67004,local
Flush toilet (sewerage),1,67001,local
Flush Toilet Septic Tank,772,67001,local
Not Stated about Toilet,19,67001,local
Ordinary Toilet,728,67001,local
Without Tiolet,1926,67001,local
Flush toilet (sewerage),1838,30,district
Flush Toilet Septic Tank,43869,30,district
Not Stated about Toilet,787,30,district
Ordinary Toilet,23598,30,district
Without Tiolet,72321,30,district
Flush toilet (sewerage),370,71004,local
Flush Toilet Septic Tank,14345,71004,local
Not Stated about Toilet,150,71004,local
Ordinary Toilet,5821,71004,local
Without Tiolet,8457,71004,local
Flush toilet (sewerage),13,71012,local
Flush Toilet Septic Tank,716,71012,local
Not Stated about Toilet,24,71012,local
Ordinary Toilet,506,71012,local
Without Tiolet,2710,71012,local
Flush toilet (sewerage),152,71009,local
Flush Toilet Septic Tank,1775,71009,local
Not Stated about Toilet,33,71009,local
Ordinary Toilet,338,71009,local
Without Tiolet,4094,71009,local
Flush toilet (sewerage),129,71013,local
Flush Toilet Septic Tank,5639,71013,local
Not Stated about Toilet,88,71013,local
Ordinary Toilet,4177,71013,local
Without Tiolet,5323,71013,local
Flush toilet (sewerage),63,71001,local
Flush Toilet Septic Tank,2036,71001,local
Not Stated about Toilet,23,71001,local
Ordinary Toilet,417,71001,local
Without Tiolet,3164,71001,local
Flush toilet (sewerage),183,71007,local
Flush Toilet Septic Tank,4730,71007,local
Not Stated about Toilet,103,71007,local
Ordinary Toilet,3161,71007,local
Without Tiolet,6738,71007,local
Flush toilet (sewerage),132,71011,local
Flush Toilet Septic Tank,4222,71011,local
Not Stated about Toilet,81,71011,local
Ordinary Toilet,1934,71011,local
Without Tiolet,8388,71011,local
Flush toilet (sewerage),110,71002,local
Flush Toilet Septic Tank,1640,71002,local
Not Stated about Toilet,47,71002,local
Ordinary Toilet,1628,71002,local
Without Tiolet,5292,71002,local
Flush toilet (sewerage),82,71003,local
Flush Toilet Septic Tank,732,71003,local
Not Stated about Toilet,20,71003,local
Ordinary Toilet,546,71003,local
Without Tiolet,1982,71003,local
Flush toilet (sewerage),182,71006,local
Flush Toilet Septic Tank,2705,71006,local
Not Stated about Toilet,77,71006,local
Ordinary Toilet,2038,71006,local
Without Tiolet,8172,71006,local
Flush toilet (sewerage),118,71005,local
Flush Toilet Septic Tank,1846,71005,local
Not Stated about Toilet,49,71005,local
Ordinary Toilet,1275,71005,local
Without Tiolet,6784,71005,local
Flush toilet (sewerage),114,71010,local
Flush Toilet Septic Tank,1505,71010,local
Not Stated about Toilet,53,71010,local
Ordinary Toilet,561,71010,local
Without Tiolet,5569,71010,local
Flush toilet (sewerage),190,71008,local
Flush Toilet Septic Tank,1978,71008,local
Not Stated about Toilet,39,71008,local
Ordinary Toilet,1196,71008,local
Without Tiolet,5648,71008,local
Flush toilet (sewerage),477,22,district
Flush Toilet Septic Tank,10054,22,district
Not Stated about Toilet,164,22,district
Ordinary Toilet,6575,22,district
Without Tiolet,24113,22,district
Flush toilet (sewerage),14,70007,local
Flush Toilet Septic Tank,753,70007,local
Not Stated about Toilet,35,70007,local
Ordinary Toilet,621,70007,local
Without Tiolet,3413,70007,local
Flush toilet (sewerage),129,70004,local
Flush Toilet Septic Tank,2300,70004,local
Not Stated about Toilet,26,70004,local
Ordinary Toilet,1199,70004,local
Without Tiolet,3793,70004,local
Flush toilet (sewerage),26,70001,local
Flush Toilet Septic Tank,739,70001,local
Not Stated about Toilet,28,70001,local
Ordinary Toilet,688,70001,local
Without Tiolet,3266,70001,local
Flush toilet (sewerage),17,70002,local
Flush Toilet Septic Tank,646,70002,local
Not Stated about Toilet,5,70002,local
Ordinary Toilet,259,70002,local
Without Tiolet,1792,70002,local
Flush toilet (sewerage),113,70006,local
Flush Toilet Septic Tank,370,70006,local
Not Stated about Toilet,16,70006,local
Ordinary Toilet,525,70006,local
Without Tiolet,3235,70006,local
Flush toilet (sewerage),44,70008,local
Flush Toilet Septic Tank,1159,70008,local
Not Stated about Toilet,23,70008,local
Ordinary Toilet,701,70008,local
Without Tiolet,1845,70008,local
Flush toilet (sewerage),22,70003,local
Flush Toilet Septic Tank,520,70003,local
Not Stated about Toilet,13,70003,local
Ordinary Toilet,423,70003,local
Without Tiolet,2152,70003,local
Flush toilet (sewerage),58,70009,local
Flush Toilet Septic Tank,2230,70009,local
Not Stated about Toilet,10,70009,local
Ordinary Toilet,1424,70009,local
Without Tiolet,2943,70009,local
Flush toilet (sewerage),54,70005,local
Flush Toilet Septic Tank,1337,70005,local
Not Stated about Toilet,8,70005,local
Ordinary Toilet,735,70005,local
Without Tiolet,1674,70005,local
Flush toilet (sewerage),492,01,district
Flush Toilet Septic Tank,15481,01,district
Not Stated about Toilet,278,01,district
Ordinary Toilet,6732,01,district
Without Tiolet,25335,01,district
Flush toilet (sewerage),29,69006,local
Flush Toilet Septic Tank,2513,69006,local
Not Stated about Toilet,37,69006,local
Ordinary Toilet,1157,69006,local
Without Tiolet,624,69006,local
Flush toilet (sewerage),36,69004,local
Flush Toilet Septic Tank,843,69004,local
Not Stated about Toilet,42,69004,local
Ordinary Toilet,736,69004,local
Without Tiolet,2825,69004,local
Flush toilet (sewerage),22,69010,local
Flush Toilet Septic Tank,482,69010,local
Not Stated about Toilet,21,69010,local
Ordinary Toilet,926,69010,local
Without Tiolet,3124,69010,local
Flush toilet (sewerage),51,69005,local
Flush Toilet Septic Tank,1862,69005,local
Not Stated about Toilet,21,69005,local
Ordinary Toilet,436,69005,local
Without Tiolet,4234,69005,local
Flush toilet (sewerage),40,69008,local
Flush Toilet Septic Tank,1566,69008,local
Not Stated about Toilet,20,69008,local
Ordinary Toilet,318,69008,local
Without Tiolet,2413,69008,local
Flush toilet (sewerage),49,69001,local
Flush Toilet Septic Tank,958,69001,local
Not Stated about Toilet,6,69001,local
Ordinary Toilet,130,69001,local
Without Tiolet,2230,69001,local
Flush toilet (sewerage),95,69003,local
Flush Toilet Septic Tank,1292,69003,local
Not Stated about Toilet,32,69003,local
Ordinary Toilet,1300,69003,local
Without Tiolet,1076,69003,local
Flush toilet (sewerage),106,69009,local
Flush Toilet Septic Tank,3879,69009,local
Not Stated about Toilet,48,69009,local
Ordinary Toilet,446,69009,local
Without Tiolet,2214,69009,local
Flush toilet (sewerage),24,69007,local
Flush Toilet Septic Tank,533,69007,local
Not Stated about Toilet,31,69007,local
Ordinary Toilet,471,69007,local
Without Tiolet,3907,69007,local
Flush toilet (sewerage),40,69002,local
Flush Toilet Septic Tank,1553,69002,local
Not Stated about Toilet,20,69002,local
Ordinary Toilet,812,69002,local
Without Tiolet,2688,69002,local
Flush toilet (sewerage),13,05,district
Flush Toilet Septic Tank,6107,05,district
Not Stated about Toilet,317,05,district
Ordinary Toilet,3732,05,district
Without Tiolet,23604,05,district
Flush toilet (sewerage),2,68011,local
Flush Toilet Septic Tank,594,68011,local
Not Stated about Toilet,26,68011,local
Ordinary Toilet,254,68011,local
Without Tiolet,1124,68011,local
Flush toilet (sewerage),1,68007,local
Flush Toilet Septic Tank,835,68007,local
Not Stated about Toilet,13,68007,local
Ordinary Toilet,347,68007,local
Without Tiolet,2390,68007,local
Flush toilet (sewerage),0,68010,local
Flush Toilet Septic Tank,113,68010,local
Not Stated about Toilet,4,68010,local
Ordinary Toilet,114,68010,local
Without Tiolet,1187,68010,local
Flush toilet (sewerage),0,68012,local
Flush Toilet Septic Tank,565,68012,local
Not Stated about Toilet,62,68012,local
Ordinary Toilet,340,68012,local
Without Tiolet,2244,68012,local
Flush toilet (sewerage),6,68002,local
Flush Toilet Septic Tank,1034,68002,local
Not Stated about Toilet,83,68002,local
Ordinary Toilet,322,68002,local
Without Tiolet,4035,68002,local
Flush toilet (sewerage),1,68001,local
Flush Toilet Septic Tank,169,68001,local
Not Stated about Toilet,14,68001,local
Ordinary Toilet,178,68001,local
Without Tiolet,2377,68001,local
Flush toilet (sewerage),0,68004,local
Flush Toilet Septic Tank,257,68004,local
Not Stated about Toilet,32,68004,local
Ordinary Toilet,193,68004,local
Without Tiolet,1965,68004,local
Flush toilet (sewerage),0,68005,local
Flush Toilet Septic Tank,988,68005,local
Not Stated about Toilet,34,68005,local
Ordinary Toilet,370,68005,local
Without Tiolet,2623,68005,local
Flush toilet (sewerage),1,68009,local
Flush Toilet Septic Tank,681,68009,local
Not Stated about Toilet,13,68009,local
Ordinary Toilet,517,68009,local
Without Tiolet,1244,68009,local
Flush toilet (sewerage),1,68003,local
Flush Toilet Septic Tank,521,68003,local
Not Stated about Toilet,21,68003,local
Ordinary Toilet,822,68003,local
Without Tiolet,1588,68003,local
Flush toilet (sewerage),0,68006,local
Flush Toilet Septic Tank,8,68006,local
Not Stated about Toilet,3,68006,local
Ordinary Toilet,5,68006,local
Without Tiolet,347,68006,local
Flush toilet (sewerage),1,68008,local
Flush Toilet Septic Tank,342,68008,local
Not Stated about Toilet,12,68008,local
Ordinary Toilet,270,68008,local
Without Tiolet,2480,68008,local
Flush toilet (sewerage),915,32,district
Flush Toilet Septic Tank,27354,32,district
Not Stated about Toilet,593,32,district
Ordinary Toilet,16510,32,district
Without Tiolet,36762,32,district
Flush toilet (sewerage),117,72007,local
Flush Toilet Septic Tank,1599,72007,local
Not Stated about Toilet,48,72007,local
Ordinary Toilet,3644,72007,local
Without Tiolet,1984,72007,local
Flush toilet (sewerage),155,72005,local
Flush Toilet Septic Tank,2077,72005,local
Not Stated about Toilet,45,72005,local
Ordinary Toilet,2098,72005,local
Without Tiolet,5641,72005,local
Flush toilet (sewerage),198,72001,local
Flush Toilet Septic Tank,2566,72001,local
Not Stated about Toilet,32,72001,local
Ordinary Toilet,1268,72001,local
Without Tiolet,5155,72001,local
Flush toilet (sewerage),58,72009,local
Flush Toilet Septic Tank,2227,72009,local
Not Stated about Toilet,31,72009,local
Ordinary Toilet,1198,72009,local
Without Tiolet,5343,72009,local
Flush toilet (sewerage),40,72002,local
Flush Toilet Septic Tank,3156,72002,local
Not Stated about Toilet,84,72002,local
Ordinary Toilet,2298,72002,local
Without Tiolet,3079,72002,local
Flush toilet (sewerage),17,72006,local
Flush Toilet Septic Tank,473,72006,local
Not Stated about Toilet,27,72006,local
Ordinary Toilet,729,72006,local
Without Tiolet,2394,72006,local
Flush toilet (sewerage),37,72008,local
Flush Toilet Septic Tank,2613,72008,local
Not Stated about Toilet,83,72008,local
Ordinary Toilet,2740,72008,local
Without Tiolet,4436,72008,local
Flush toilet (sewerage),33,72003,local
Flush Toilet Septic Tank,774,72003,local
Not Stated about Toilet,25,72003,local
Ordinary Toilet,895,72003,local
Without Tiolet,2033,72003,local
Flush toilet (sewerage),260,72004,local
Flush Toilet Septic Tank,11869,72004,local
Not Stated about Toilet,218,72004,local
Ordinary Toilet,1640,72004,local
Without Tiolet,6697,72004,local
Flush toilet (sewerage),15216,1,province
Flush Toilet Septic Tank,324053,1,province
Not Stated about Toilet,4181,1,province
Ordinary Toilet,347951,1,province
Without Tiolet,300349,1,province
Flush toilet (sewerage),2816,69,district
Flush Toilet Septic Tank,66436,69,district
Not Stated about Toilet,869,69,district
Ordinary Toilet,33628,69,district
Without Tiolet,58530,69,district
Flush toilet (sewerage),203,6001,local
Flush Toilet Septic Tank,7543,6001,local
Not Stated about Toilet,79,6001,local
Ordinary Toilet,3982,6001,local
Without Tiolet,5745,6001,local
Flush toilet (sewerage),94,6007,local
Flush Toilet Septic Tank,1068,6007,local
Not Stated about Toilet,42,6007,local
Ordinary Toilet,696,6007,local
Without Tiolet,5139,6007,local
Flush toilet (sewerage),160,6012,local
Flush Toilet Septic Tank,4085,6012,local
Not Stated about Toilet,45,6012,local
Ordinary Toilet,2018,6012,local
Without Tiolet,5183,6012,local
Flush toilet (sewerage),69,6002,local
Flush Toilet Septic Tank,691,6002,local
Not Stated about Toilet,20,6002,local
Ordinary Toilet,242,6002,local
Without Tiolet,5231,6002,local
Flush toilet (sewerage),101,6004,local
Flush Toilet Septic Tank,614,6004,local
Not Stated about Toilet,13,6004,local
Ordinary Toilet,717,6004,local
Without Tiolet,4916,6004,local
Flush toilet (sewerage),98,6008,local
Flush Toilet Septic Tank,1097,6008,local
Not Stated about Toilet,26,6008,local
Ordinary Toilet,839,6008,local
Without Tiolet,4782,6008,local
Flush toilet (sewerage),134,6003,local
Flush Toilet Septic Tank,636,6003,local
Not Stated about Toilet,19,6003,local
Ordinary Toilet,307,6003,local
Without Tiolet,5702,6003,local
Flush toilet (sewerage),115,6011,local
Flush Toilet Septic Tank,1195,6011,local
Not Stated about Toilet,31,6011,local
Ordinary Toilet,1226,6011,local
Without Tiolet,5976,6011,local
Flush toilet (sewerage),218,6009,local
Flush Toilet Septic Tank,5598,6009,local
Not Stated about Toilet,40,6009,local
Ordinary Toilet,1930,6009,local
Without Tiolet,5234,6009,local
Flush toilet (sewerage),493,6010,local
Flush Toilet Septic Tank,18092,6010,local
Not Stated about Toilet,241,6010,local
Ordinary Toilet,11166,6010,local
Without Tiolet,3802,6010,local
Flush toilet (sewerage),922,6005,local
Flush Toilet Septic Tank,22842,6005,local
Not Stated about Toilet,238,6005,local
Ordinary Toilet,7736,6005,local
Without Tiolet,955,6005,local
Flush toilet (sewerage),209,6006,local
Flush Toilet Septic Tank,2975,6006,local
Not Stated about Toilet,75,6006,local
