language,total,geo_code,geo_level,geo_version
Punjabi,117,25004,local,2016
Rai,3775,25004,local,2016
Rajbanshi,91,25004,local,2016
Rajsthani,231,25004,local,2016
Sampang,71,25004,local,2016
Santhali,14,25004,local,2016
Sherpa,478,25004,local,2016
Sign Language,13,25004,local,2016
Sunuwar,531,25004,local,2016
Tamang,17554,25004,local,2016
Thakali,119,25004,local,2016
Thami,51,25004,local,2016
Tharu,2466,25004,local,2016
Thulung,119,25004,local,2016
Tibetan,584,25004,local,2016
Uranw/Urau,21,25004,local,2016
Urdu,566,25004,local,2016
Wambule,71,25004,local,2016
Yakkha,102,25004,local,2016
Avadhi,23,10,district,2016
Bahing,17,10,district,2016
Baitadeli,29,10,district,2016
Bajjika,11,10,district,2016
Bangla,86,10,district,2016
Bantawa,64,10,district,2016
Bhojpuri,1256,10,district,2016
Chamling,185,10,district,2016
Danuwar,38,10,district,2016
Dhimal,31,10,district,2016
Doteli,175,10,district,2016
English,51,10,district,2016
Ghale,62,10,district,2016
Gurung,381,10,district,2016
Hindi,723,10,district,2016
Kham,11,10,district,2016
Limbu,677,10,district,2016
Magar,1401,10,district,2016
Maithili,3253,10,district,2016
Majhi,90,10,district,2016
Nepali,137013,10,district,2016
Newar,126328,10,district,2016
Not Reported,44,10,district,2016
Others,485,10,district,2016
Rai,1220,10,district,2016
Rajbanshi,26,10,district,2016
Sherpa,165,10,district,2016
Sunuwar,218,10,district,2016
Tamang,23566,10,district,2016
Thami,46,10,district,2016
Tharu,707,10,district,2016
Thulung,35,10,district,2016
Uranw/Urau,19,10,district,2016
Urdu,257,10,district,2016
Yakkha,11,10,district,2016
Bantawa,34,26004,local,2016
Bhojpuri,321,26004,local,2016
Chamling,32,26004,local,2016
Danuwar,27,26004,local,2016
Dhimal,20,26004,local,2016
Doteli,40,26004,local,2016
English,29,26004,local,2016
Ghale,62,26004,local,2016
Gurung,86,26004,local,2016
Hindi,135,26004,local,2016
Limbu,228,26004,local,2016
Magar,338,26004,local,2016
Maithili,696,26004,local,2016
Majhi,16,26004,local,2016
Nepali,49461,26004,local,2016
Newar,18997,26004,local,2016
Others,103,26004,local,2016
Rai,278,26004,local,2016
Sherpa,42,26004,local,2016
Sunuwar,31,26004,local,2016
Tamang,7289,26004,local,2016
Tharu,189,26004,local,2016
Thulung,17,26004,local,2016
Urdu,19,26004,local,2016
Bhojpuri,58,26002,local,2016
Doteli,13,26002,local,2016
Gurung,51,26002,local,2016
Hindi,13,26002,local,2016
Limbu,46,26002,local,2016
Magar,171,26002,local,2016
Maithili,228,26002,local,2016
Majhi,11,26002,local,2016
Nepali,34837,26002,local,2016
Newar,13910,26002,local,2016
Not Reported,18,26002,local,2016
Others,74,26002,local,2016
Rai,113,26002,local,2016
Sherpa,17,26002,local,2016
Sunuwar,35,26002,local,2016
Tamang,5796,26002,local,2016
Tharu,39,26002,local,2016
Avadhi,23,26003,local,2016
Bahing,17,26003,local,2016
Baitadeli,29,26003,local,2016
Bajjika,11,26003,local,2016
Bangla,23,26003,local,2016
Bantawa,30,26003,local,2016
Bhojpuri,511,26003,local,2016
Chamling,153,26003,local,2016
Dhimal,11,26003,local,2016
Doteli,108,26003,local,2016
English,22,26003,local,2016
Gurung,135,26003,local,2016
Hindi,325,26003,local,2016
Limbu,287,26003,local,2016
Magar,556,26003,local,2016
Maithili,1609,26003,local,2016
Majhi,44,26003,local,2016
Nepali,41911,26003,local,2016
Newar,30288,26003,local,2016
Not Reported,13,26003,local,2016
Others,219,26003,local,2016
Rai,653,26003,local,2016
Rajbanshi,26,26003,local,2016
Sherpa,82,26003,local,2016
Sunuwar,130,26003,local,2016
Tamang,5204,26003,local,2016
Thami,30,26003,local,2016
Tharu,366,26003,local,2016
Thulung,18,26003,local,2016
Uranw/Urau,19,26003,local,2016
Urdu,172,26003,local,2016
Yakkha,11,26003,local,2016
Bangla,63,26001,local,2016
Bhojpuri,366,26001,local,2016
Danuwar,11,26001,local,2016
Doteli,14,26001,local,2016
Gurung,109,26001,local,2016
Hindi,250,26001,local,2016
Kham,11,26001,local,2016
Limbu,116,26001,local,2016
Magar,336,26001,local,2016
Maithili,720,26001,local,2016
Majhi,19,26001,local,2016
Nepali,10804,26001,local,2016
Newar,63133,26001,local,2016
Not Reported,13,26001,local,2016
Others,89,26001,local,2016
Rai,176,26001,local,2016
Sherpa,24,26001,local,2016
Sunuwar,22,26001,local,2016
Tamang,5277,26001,local,2016
Thami,16,26001,local,2016
Tharu,113,26001,local,2016
Urdu,66,26001,local,2016
Bangla,133,20,district,2016
Bhojpuri,48,20,district,2016
Bhujel,20,20,district,2016
Gurung,88,20,district,2016
Hindi,26,20,district,2016
Jirel,4233,20,district,2016
Magar,544,20,district,2016
Maithili,426,20,district,2016
Majhi,178,20,district,2016
Nepali,120754,20,district,2016
Newar,3607,20,district,2016
Not Reported,196,20,district,2016
Others,247,20,district,2016
Rai,45,20,district,2016
Sherpa,8404,20,district,2016
Sign Language,11,20,district,2016
Sunuwar,1755,20,district,2016
Surel,112,20,district,2016
Tamang,29415,20,district,2016
Thami,14842,20,district,2016
Tharu,15,20,district,2016
Bhojpuri,25,22003,local,2016
Gurung,13,22003,local,2016
Magar,245,22003,local,2016
Maithili,34,22003,local,2016
Nepali,7867,22003,local,2016
Newar,36,22003,local,2016
Not Reported,19,22003,local,2016
Others,15,22003,local,2016
Sherpa,1471,22003,local,2016
Tamang,5311,22003,local,2016
Thami,3413,22003,local,2016
Maithili,14,22008,local,2016
Nepali,13560,22008,local,2016
Newar,28,22008,local,2016
Not Reported,21,22008,local,2016
Others,35,22008,local,2016
Sherpa,15,22008,local,2016
Tamang,6025,22008,local,2016
Maithili,29,22009,local,2016
Majhi,164,22009,local,2016
Nepali,16482,22009,local,2016
Newar,46,22009,local,2016
Not Reported,39,22009,local,2016
Others,36,22009,local,2016
Sherpa,258,22009,local,2016
Sunuwar,1004,22009,local,2016
Tamang,791,22009,local,2016
Bangla,133,22002,local,2016
Bhojpuri,23,22002,local,2016
Bhujel,20,22002,local,2016
Gurung,18,22002,local,2016
Hindi,26,22002,local,2016
Jirel,25,22002,local,2016
Magar,22,22002,local,2016
Maithili,197,22002,local,2016
Nepali,21762,22002,local,2016
Newar,1925,22002,local,2016
Not Reported,30,22002,local,2016
Others,25,22002,local,2016
Rai,12,22002,local,2016
Sherpa,392,22002,local,2016
Sign Language,11,22002,local,2016
Sunuwar,35,22002,local,2016
Tamang,4458,22002,local,2016
Thami,3372,22002,local,2016
Gurung,42,22004,local,2016
Jirel,464,22004,local,2016
Magar,53,22004,local,2016
Maithili,29,22004,local,2016
Nepali,10382,22004,local,2016
Newar,281,22004,local,2016
Not Reported,20,22004,local,2016
Others,13,22004,local,2016
Sherpa,3276,22004,local,2016
Surel,112,22004,local,2016
Tamang,2347,22004,local,2016
Thami,43,22004,local,2016
Magar,23,22006,local,2016
Maithili,34,22006,local,2016
Majhi,14,22006,local,2016
Nepali,13820,22006,local,2016
Newar,235,22006,local,2016
Not Reported,15,22006,local,2016
Others,16,22006,local,2016
Sherpa,116,22006,local,2016
Tamang,884,22006,local,2016
Thami,7797,22006,local,2016
Gurung,15,22005,local,2016
Jirel,3319,22005,local,2016
Magar,20,22005,local,2016
Maithili,60,22005,local,2016
Nepali,6811,22005,local,2016
Newar,258,22005,local,2016
Others,25,22005,local,2016
Rai,22,22005,local,2016
Sherpa,2603,22005,local,2016
Sunuwar,716,22005,local,2016
Tamang,1651,22005,local,2016
Tharu,15,22005,local,2016
Magar,164,22007,local,2016
Nepali,15896,22007,local,2016
Newar,60,22007,local,2016
Not Reported,36,22007,local,2016
Others,33,22007,local,2016
Tamang,3804,22007,local,2016
Thami,217,22007,local,2016
Jirel,425,22001,local,2016
Magar,17,22001,local,2016
Maithili,29,22001,local,2016
Nepali,14174,22001,local,2016
Newar,738,22001,local,2016
Not Reported,16,22001,local,2016
Others,49,22001,local,2016
Rai,11,22001,local,2016
Sherpa,273,22001,local,2016
Tamang,4144,22001,local,2016
Bajjika,19,41,district,2016
Bangla,48,41,district,2016
Bankariya,62,41,district,2016
Bantawa,12,41,district,2016
Bhojpuri,3931,41,district,2016
Bhujel,129,41,district,2016
Chepang,16019,41,district,2016
Danuwar,89,41,district,2016
Doteli,23,41,district,2016
Gurung,1010,41,district,2016
Hindi,454,41,district,2016
Lapcha,781,41,district,2016
Limbu,26,41,district,2016
Magar,5636,41,district,2016
Maithili,2614,41,district,2016
Majhi,685,41,district,2016
Nepali,172422,41,district,2016
Newar,16850,41,district,2016
Not Reported,205,41,district,2016
Others,658,41,district,2016
Pahari,367,41,district,2016
Rai,2177,41,district,2016
Rajsthani,205,41,district,2016
Sign Language,48,41,district,2016
Sunuwar,38,41,district,2016
Tamang,190281,41,district,2016
Thami,19,41,district,2016
Tharu,418,41,district,2016
Urdu,375,41,district,2016
Bhojpuri,166,31010,local,2016
Gurung,50,31010,local,2016
Lapcha,546,31010,local,2016
Magar,104,31010,local,2016
Maithili,55,31010,local,2016
Nepali,14201,31010,local,2016
Newar,7559,31010,local,2016
Not Reported,36,31010,local,2016
Others,42,31010,local,2016
Rai,11,31010,local,2016
Sign Language,12,31010,local,2016
Tamang,18803,31010,local,2016
Tharu,26,31010,local,2016
Urdu,12,31010,local,2016
Bhojpuri,33,31006,local,2016
Chepang,3451,31006,local,2016
Gurung,359,31006,local,2016
Magar,97,31006,local,2016
Maithili,31,31006,local,2016
Nepali,3865,31006,local,2016
Newar,28,31006,local,2016
Others,28,31006,local,2016
Tamang,16030,31006,local,2016
Bhojpuri,39,31003,local,2016
Chepang,314,31003,local,2016
Magar,159,31003,local,2016
Maithili,137,31003,local,2016
Nepali,9301,31003,local,2016
Newar,373,31003,local,2016
Not Reported,51,31003,local,2016
Others,18,31003,local,2016
Rai,12,31003,local,2016
Tamang,12921,31003,local,2016
Tharu,19,31003,local,2016
Bhojpuri,57,31001,local,2016
Bhujel,19,31001,local,2016
Danuwar,49,31001,local,2016
Magar,2296,31001,local,2016
Maithili,37,31001,local,2016
Majhi,685,31001,local,2016
Nepali,6585,31001,local,2016
Newar,150,31001,local,2016
Others,40,31001,local,2016
Pahari,354,31001,local,2016
Rai,1801,31001,local,2016
Tamang,18422,31001,local,2016
Gurung,12,31005,local,2016
Lapcha,147,31005,local,2016
Magar,248,31005,local,2016
Maithili,20,31005,local,2016
Nepali,2583,31005,local,2016
Newar,890,31005,local,2016
Others,25,31005,local,2016
Tamang,9884,31005,local,2016
Bhojpuri,115,31002,local,2016
Gurung,14,31002,local,2016
Magar,179,31002,local,2016
Maithili,64,31002,local,2016
Nepali,10055,31002,local,2016
Newar,43,31002,local,2016
Not Reported,19,31002,local,2016
Others,42,31002,local,2016
Pahari,13,31002,local,2016
Rai,104,31002,local,2016
Tamang,28972,31002,local,2016
Bankariya,62,31008,local,2016
Bhojpuri,69,31008,local,2016
Chepang,2237,31008,local,2016
Gurung,106,31008,local,2016
Hindi,13,31008,local,2016
Magar,312,31008,local,2016
Maithili,27,31008,local,2016
Nepali,18280,31008,local,2016
Newar,360,31008,local,2016
Others,66,31008,local,2016
Rai,24,31008,local,2016
Tamang,16823,31008,local,2016
Urdu,20,31008,local,2016
Bhojpuri,40,31009,local,2016
Chepang,9423,31009,local,2016
Magar,385,31009,local,2016
Maithili,32,31009,local,2016
Nepali,3033,31009,local,2016
Newar,25,31009,local,2016
Others,44,31009,local,2016
Tamang,13210,31009,local,2016
Bhojpuri,11,31007,local,2016
Gurung,24,31007,local,2016
Magar,285,31007,local,2016
Maithili,23,31007,local,2016
Nepali,9952,31007,local,2016
Newar,108,31007,local,2016
Not Reported,47,31007,local,2016
Others,20,31007,local,2016
Tamang,14852,31007,local,2016
Bajjika,19,31004,local,2016
Bangla,48,31004,local,2016
Bantawa,12,31004,local,2016
Bhojpuri,3401,31004,local,2016
Bhujel,110,31004,local,2016
Chepang,594,31004,local,2016
Danuwar,40,31004,local,2016
Doteli,23,31004,local,2016
Gurung,445,31004,local,2016
Hindi,441,31004,local,2016
Lapcha,88,31004,local,2016
Limbu,26,31004,local,2016
Magar,1571,31004,local,2016
Maithili,2188,31004,local,2016
Nepali,94567,31004,local,2016
Newar,7314,31004,local,2016
Not Reported,52,31004,local,2016
Others,333,31004,local,2016
Rai,225,31004,local,2016
Rajsthani,205,31004,local,2016
Sign Language,36,31004,local,2016
Sunuwar,38,31004,local,2016
Tamang,40364,31004,local,2016
Thami,19,31004,local,2016
Tharu,373,31004,local,2016
Urdu,343,31004,local,2016
Avadhi,11,36,district,2016
Bangla,13,36,district,2016
Bhojpuri,469,36,district,2016
Danuwar,6146,36,district,2016
Gurung,143,36,district,2016
Hindi,261,36,district,2016
Limbu,44,36,district,2016
Magar,5258,36,district,2016
Maithili,924,36,district,2016
Majhi,1361,36,district,2016
Nepali,189588,36,district,2016
Newar,41719,36,district,2016
Not Reported,535,36,district,2016
Others,465,36,district,2016
Pahari,63,36,district,2016
Rai,503,36,district,2016
Rajsthani,23,36,district,2016
Sherpa,12,36,district,2016
Sunuwar,40,36,district,2016
Tamang,127440,36,district,2016
Thami,73,36,district,2016
Tharu,100,36,district,2016
Urdu,30,36,district,2016
Bangla,13,24001,local,2016
Bhojpuri,318,24001,local,2016
Danuwar,23,24001,local,2016
Gurung,98,24001,local,2016
Hindi,157,24001,local,2016
Limbu,44,24001,local,2016
Magar,190,24001,local,2016
Maithili,340,24001,local,2016
Majhi,13,24001,local,2016
Nepali,31710,24001,local,2016
Newar,17035,24001,local,2016
Not Reported,75,24001,local,2016
Others,57,24001,local,2016
Rai,88,24001,local,2016
Rajsthani,23,24001,local,2016
Sherpa,12,24001,local,2016
Sunuwar,23,24001,local,2016
Tamang,5352,24001,local,2016
Tharu,43,24001,local,2016
Urdu,14,24001,local,2016
Bhojpuri,59,24011,local,2016
Danuwar,4425,24011,local,2016
Hindi,28,24011,local,2016
Magar,44,24011,local,2016
Maithili,100,24011,local,2016
Nepali,21917,24011,local,2016
Newar,3273,24011,local,2016
Not Reported,44,24011,local,2016
Others,67,24011,local,2016
Rai,68,24011,local,2016
Tamang,7960,24011,local,2016
Tharu,12,24011,local,2016
Bhojpuri,12,24007,local,2016
Magar,2757,24007,local,2016
Maithili,11,24007,local,2016
Nepali,2549,24007,local,2016
Newar,188,24007,local,2016
Not Reported,22,24007,local,2016
Others,23,24007,local,2016
Tamang,12721,24007,local,2016
Avadhi,11,24010,local,2016
Bhojpuri,49,24010,local,2016
Hindi,35,24010,local,2016
Magar,19,24010,local,2016
Maithili,78,24010,local,2016
Nepali,31968,24010,local,2016
Newar,6568,24010,local,2016
Not Reported,125,24010,local,2016
Others,41,24010,local,2016
Rai,17,24010,local,2016
Tamang,7619,24010,local,2016
Thami,34,24010,local,2016
Tharu,15,24010,local,2016
Urdu,16,24010,local,2016
Danuwar,1657,24008,local,2016
Gurung,34,24008,local,2016
Magar,20,24008,local,2016
Maithili,62,24008,local,2016
Nepali,20060,24008,local,2016
Newar,1612,24008,local,2016
Not Reported,41,24008,local,2016
Others,36,24008,local,2016
Rai,263,24008,local,2016
Tamang,8874,24008,local,2016
Magar,189,24002,local,2016
Nepali,7330,24002,local,2016
Newar,417,24002,local,2016
Not Reported,19,24002,local,2016
Others,20,24002,local,2016
Tamang,8802,24002,local,2016
Magar,1324,24012,local,2016
Maithili,36,24012,local,2016
Nepali,9322,24012,local,2016
Newar,977,24012,local,2016
Not Reported,67,24012,local,2016
Others,27,24012,local,2016
Tamang,16981,24012,local,2016
Tharu,12,24012,local,2016
Bhojpuri,19,24005,local,2016
Gurung,11,24005,local,2016
Hindi,30,24005,local,2016
Magar,96,24005,local,2016
Maithili,99,24005,local,2016
Nepali,18849,24005,local,2016
Newar,5454,24005,local,2016
Not Reported,54,24005,local,2016
Others,39,24005,local,2016
Pahari,16,24005,local,2016
Rai,67,24005,local,2016
Sunuwar,17,24005,local,2016
Tamang,7354,24005,local,2016
Thami,39,24005,local,2016
Tharu,18,24005,local,2016
Magar,373,24006,local,2016
Nepali,2468,24006,local,2016
Newar,32,24006,local,2016
Others,38,24006,local,2016
Tamang,11487,24006,local,2016
Bhojpuri,12,24009,local,2016
Danuwar,41,24009,local,2016
Hindi,11,24009,local,2016
Magar,49,24009,local,2016
Maithili,40,24009,local,2016
Nepali,13187,24009,local,2016
Newar,3300,24009,local,2016
Not Reported,38,24009,local,2016
Others,38,24009,local,2016
Tamang,12803,24009,local,2016
Maithili,36,24004,local,2016
Majhi,243,24004,local,2016
Nepali,12963,24004,local,2016
Newar,1312,24004,local,2016
Not Reported,19,24004,local,2016
Others,20,24004,local,2016
Pahari,27,24004,local,2016
Tamang,6209,24004,local,2016
Magar,197,24013,local,2016
Maithili,27,24013,local,2016
Majhi,156,24013,local,2016
Nepali,4908,24013,local,2016
Newar,800,24013,local,2016
Others,28,24013,local,2016
Tamang,16596,24013,local,2016
Maithili,95,24003,local,2016
Majhi,949,24003,local,2016
Nepali,12357,24003,local,2016
Newar,751,24003,local,2016
Not Reported,31,24003,local,2016
Others,31,24003,local,2016
Pahari,20,24003,local,2016
Tamang,4682,24003,local,2016
Achhami,91,35,district,2016
Assami,28,35,district,2016
Athpariya,13,35,district,2016
Avadhi,476,35,district,2016
Bahing,203,35,district,2016
Baitadeli,103,35,district,2016
Bajhangi,88,35,district,2016
Bajjika,200,35,district,2016
Bangla,3116,35,district,2016
Bantawa,692,35,district,2016
Belhare,16,35,district,2016
Bhojpuri,19324,35,district,2016
Bhujel,64,35,district,2016
Bote,28,35,district,2016
Chamling,793,35,district,2016
Chepang,129,35,district,2016
Chhantyal,327,35,district,2016
Chinese,50,35,district,2016
Danuwar,293,35,district,2016
Darai,35,35,district,2016
Dhimal,332,35,district,2016
Doteli,2163,35,district,2016
Dumi,86,35,district,2016
Dura,50,35,district,2016
English,749,35,district,2016
French,11,35,district,2016
Ghale,616,35,district,2016
Gurung,20411,35,district,2016
Hayu/Vayu,16,35,district,2016
Hindi,19311,35,district,2016
Hyolmo/Yholmo,1653,35,district,2016
Jirel,253,35,district,2016
Khaling,201,35,district,2016
Kham,234,35,district,2016
Khash,38,35,district,2016
Kulung,345,35,district,2016
Kumal,87,35,district,2016
Lapcha,552,35,district,2016
Lhomi,19,35,district,2016
Limbu,5602,35,district,2016
Lohorung,35,35,district,2016
Magahi,17,35,district,2016
Magar,20790,35,district,2016
Maithili,35744,35,district,2016
Majhi,422,35,district,2016
Manange,365,35,district,2016
Nachhiring,67,35,district,2016
Nepali,1063706,35,district,2016
Newar,293602,35,district,2016
Not Reported,866,35,district,2016
Oriya,341,35,district,2016
Others,4042,35,district,2016
Pahari,12,35,district,2016
Punjabi,100,35,district,2016
Rai,15256,35,district,2016
Rajbanshi,439,35,district,2016
Rajsthani,5564,35,district,2016
Sampang,114,35,district,2016
Sanskrit,71,35,district,2016
Santhali,75,35,district,2016
Sherpa,18450,35,district,2016
Sign Language,100,35,district,2016
Sunuwar,1629,35,district,2016
Tajpuriya,76,35,district,2016
Tamang,140234,35,district,2016
Thakali,1025,35,district,2016
Thami,367,35,district,2016
Tharu,9351,35,district,2016
Thulung,305,35,district,2016
Tibetan,1463,35,district,2016
Uranw/Urau,42,35,district,2016
Urdu,5563,35,district,2016
Wambule,127,35,district,2016
Yakkha,120,35,district,2016
Yamphu/Yamphe,11,35,district,2016
Achhami,65,27006,local,2016
Assami,28,27006,local,2016
Athpariya,13,27006,local,2016
Avadhi,387,27006,local,2016
Bahing,154,27006,local,2016
Baitadeli,83,27006,local,2016
Bajhangi,48,27006,local,2016
Bajjika,160,27006,local,2016
Bangla,2999,27006,local,2016
Bantawa,468,27006,local,2016
Belhare,16,27006,local,2016
Bhojpuri,15621,27006,local,2016
Bhujel,51,27006,local,2016
Bote,28,27006,local,2016
Chamling,557,27006,local,2016
Chepang,60,27006,local,2016
Chhantyal,57,27006,local,2016
Chinese,50,27006,local,2016
Danuwar,197,27006,local,2016
Darai,35,27006,local,2016
Dhimal,161,27006,local,2016
Doteli,1374,27006,local,2016
Dumi,58,27006,local,2016
Dura,17,27006,local,2016
English,453,27006,local,2016
French,11,27006,local,2016
Ghale,292,27006,local,2016
Gurung,11963,27006,local,2016
Hayu/Vayu,16,27006,local,2016
Hindi,17608,27006,local,2016
Hyolmo/Yholmo,518,27006,local,2016
Jirel,180,27006,local,2016
Khaling,71,27006,local,2016
Kham,36,27006,local,2016
Khash,19,27006,local,2016
Kulung,142,27006,local,2016
Kumal,75,27006,local,2016
Lapcha,15,27006,local,2016
