education level passed,geo_code,geo_level,sex,total
Lower Secondary (Class 6-8),23010,local,Female,14308
Lower Secondary (Class 6-8),23010,local,Male,16693
Non Formal Education,23010,local,Female,7512
Non Formal Education,23010,local,Male,7727
Others,23010,local,Female,45
Others,23010,local,Male,95
Post Graduate Equivalent and Above,23010,local,Female,109
Post Graduate Equivalent and Above,23010,local,Male,529
Primary Education (1-5 Class),23010,local,Female,33420
Primary Education (1-5 Class),23010,local,Male,39061
Secondary Level (Class 9-10),23010,local,Female,6522
Secondary Level (Class 9-10),23010,local,Male,8198
SLC and Equivalent,23010,local,Female,4682
SLC and Equivalent,23010,local,Male,6225
Beginners,12,district,Female,5856
Beginners,12,district,Male,6940
Graduate and Equivalent,12,district,Female,4540
Graduate and Equivalent,12,district,Male,7569
Intermediate and Equivalent,12,district,Female,15296
Intermediate and Equivalent,12,district,Male,16980
Level not Stated,12,district,Female,655
Level not Stated,12,district,Male,687
Lower Secondary (Class 6-8),12,district,Female,45591
Lower Secondary (Class 6-8),12,district,Male,42471
Non Formal Education,12,district,Female,12135
Non Formal Education,12,district,Male,10834
Others,12,district,Female,197
Others,12,district,Male,203
Post Graduate Equivalent and Above,12,district,Female,960
Post Graduate Equivalent and Above,12,district,Male,3119
Primary Education (1-5 Class),12,district,Female,63938
Primary Education (1-5 Class),12,district,Male,69128
Secondary Level (Class 9-10),12,district,Female,25414
Secondary Level (Class 9-10),12,district,Male,24893
SLC and Equivalent,12,district,Female,23953
SLC and Equivalent,12,district,Male,26633
Beginners,35002,local,Female,5856
Beginners,35002,local,Male,6940
Graduate and Equivalent,35002,local,Female,4540
Graduate and Equivalent,35002,local,Male,7569
Intermediate and Equivalent,35002,local,Female,15296
Intermediate and Equivalent,35002,local,Male,16980
Level not Stated,35002,local,Female,655
Level not Stated,35002,local,Male,687
Lower Secondary (Class 6-8),35002,local,Female,45591
Lower Secondary (Class 6-8),35002,local,Male,42471
Non Formal Education,35002,local,Female,12135
Non Formal Education,35002,local,Male,10834
Others,35002,local,Female,197
Others,35002,local,Male,203
Post Graduate Equivalent and Above,35002,local,Female,960
Post Graduate Equivalent and Above,35002,local,Male,3119
Primary Education (1-5 Class),35002,local,Female,63938
Primary Education (1-5 Class),35002,local,Male,69128
Secondary Level (Class 9-10),35002,local,Female,25414
Secondary Level (Class 9-10),35002,local,Male,24893
SLC and Equivalent,35002,local,Female,23953
SLC and Equivalent,35002,local,Male,26633
Beginners,35006,local,Female,5856
Beginners,35006,local,Male,6940
Graduate and Equivalent,35006,local,Female,4540
Graduate and Equivalent,35006,local,Male,7569
Intermediate and Equivalent,35006,local,Female,15296
Intermediate and Equivalent,35006,local,Male,16980
Level not Stated,35006,local,Female,655
Level not Stated,35006,local,Male,687
Lower Secondary (Class 6-8),35006,local,Female,45591
Lower Secondary (Class 6-8),35006,local,Male,42471
Non Formal Education,35006,local,Female,12135
Non Formal Education,35006,local,Male,10834
Others,35006,local,Female,197
Others,35006,local,Male,203
Post Graduate Equivalent and Above,35006,local,Female,960
Post Graduate Equivalent and Above,35006,local,Male,3119
Primary Education (1-5 Class),35006,local,Female,63938
Primary Education (1-5 Class),35006,local,Male,69128
Secondary Level (Class 9-10),35006,local,Female,25414
Secondary Level (Class 9-10),35006,local,Male,24893
SLC and Equivalent,35006,local,Female,23953
SLC and Equivalent,35006,local,Male,26633
Beginners,35004,local,Female,5856
Beginners,35004,local,Male,6940
Graduate and Equivalent,35004,local,Female,4540
Graduate and Equivalent,35004,local,Male,7569
Intermediate and Equivalent,35004,local,Female,15296
Intermediate and Equivalent,35004,local,Male,16980
Level not Stated,35004,local,Female,655
Level not Stated,35004,local,Male,687
Lower Secondary (Class 6-8),35004,local,Female,45591
Lower Secondary (Class 6-8),35004,local,Male,42471
Non Formal Education,35004,local,Female,12135
Non Formal Education,35004,local,Male,10834
Others,35004,local,Female,197
Others,35004,local,Male,203
Post Graduate Equivalent and Above,35004,local,Female,960
Post Graduate Equivalent and Above,35004,local,Male,3119
Primary Education (1-5 Class),35004,local,Female,63938
Primary Education (1-5 Class),35004,local,Male,69128
Secondary Level (Class 9-10),35004,local,Female,25414
Secondary Level (Class 9-10),35004,local,Male,24893
SLC and Equivalent,35004,local,Female,23953
SLC and Equivalent,35004,local,Male,26633
Beginners,35007,local,Female,5856
Beginners,35007,local,Male,6940
Graduate and Equivalent,35007,local,Female,4540
Graduate and Equivalent,35007,local,Male,7569
Intermediate and Equivalent,35007,local,Female,15296
Intermediate and Equivalent,35007,local,Male,16980
Level not Stated,35007,local,Female,655
Level not Stated,35007,local,Male,687
Lower Secondary (Class 6-8),35007,local,Female,45591
Lower Secondary (Class 6-8),35007,local,Male,42471
Non Formal Education,35007,local,Female,12135
Non Formal Education,35007,local,Male,10834
Others,35007,local,Female,197
Others,35007,local,Male,203
Post Graduate Equivalent and Above,35007,local,Female,960
Post Graduate Equivalent and Above,35007,local,Male,3119
Primary Education (1-5 Class),35007,local,Female,63938
Primary Education (1-5 Class),35007,local,Male,69128
Secondary Level (Class 9-10),35007,local,Female,25414
Secondary Level (Class 9-10),35007,local,Male,24893
SLC and Equivalent,35007,local,Female,23953
SLC and Equivalent,35007,local,Male,26633
Beginners,35003,local,Female,5856
Beginners,35003,local,Male,6940
Graduate and Equivalent,35003,local,Female,4540
Graduate and Equivalent,35003,local,Male,7569
Intermediate and Equivalent,35003,local,Female,15296
Intermediate and Equivalent,35003,local,Male,16980
Level not Stated,35003,local,Female,655
Level not Stated,35003,local,Male,687
Lower Secondary (Class 6-8),35003,local,Female,45591
Lower Secondary (Class 6-8),35003,local,Male,42471
Non Formal Education,35003,local,Female,12135
Non Formal Education,35003,local,Male,10834
Others,35003,local,Female,197
Others,35003,local,Male,203
Post Graduate Equivalent and Above,35003,local,Female,960
Post Graduate Equivalent and Above,35003,local,Male,3119
Primary Education (1-5 Class),35003,local,Female,63938
Primary Education (1-5 Class),35003,local,Male,69128
Secondary Level (Class 9-10),35003,local,Female,25414
Secondary Level (Class 9-10),35003,local,Male,24893
SLC and Equivalent,35003,local,Female,23953
SLC and Equivalent,35003,local,Male,26633
Beginners,35001,local,Female,5856
Beginners,35001,local,Male,6940
Graduate and Equivalent,35001,local,Female,4540
Graduate and Equivalent,35001,local,Male,7569
Intermediate and Equivalent,35001,local,Female,15296
Intermediate and Equivalent,35001,local,Male,16980
Level not Stated,35001,local,Female,655
Level not Stated,35001,local,Male,687
Lower Secondary (Class 6-8),35001,local,Female,45591
Lower Secondary (Class 6-8),35001,local,Male,42471
Non Formal Education,35001,local,Female,12135
Non Formal Education,35001,local,Male,10834
Others,35001,local,Female,197
Others,35001,local,Male,203
Post Graduate Equivalent and Above,35001,local,Female,960
Post Graduate Equivalent and Above,35001,local,Male,3119
Primary Education (1-5 Class),35001,local,Female,63938
Primary Education (1-5 Class),35001,local,Male,69128
Secondary Level (Class 9-10),35001,local,Female,25414
Secondary Level (Class 9-10),35001,local,Male,24893
SLC and Equivalent,35001,local,Female,23953
SLC and Equivalent,35001,local,Male,26633
Beginners,35005,local,Female,5856
Beginners,35005,local,Male,6940
Graduate and Equivalent,35005,local,Female,4540
Graduate and Equivalent,35005,local,Male,7569
Intermediate and Equivalent,35005,local,Female,15296
Intermediate and Equivalent,35005,local,Male,16980
Level not Stated,35005,local,Female,655
Level not Stated,35005,local,Male,687
Lower Secondary (Class 6-8),35005,local,Female,45591
Lower Secondary (Class 6-8),35005,local,Male,42471
Non Formal Education,35005,local,Female,12135
Non Formal Education,35005,local,Male,10834
Others,35005,local,Female,197
Others,35005,local,Male,203
Post Graduate Equivalent and Above,35005,local,Female,960
Post Graduate Equivalent and Above,35005,local,Male,3119
Primary Education (1-5 Class),35005,local,Female,63938
Primary Education (1-5 Class),35005,local,Male,69128
Secondary Level (Class 9-10),35005,local,Female,25414
Secondary Level (Class 9-10),35005,local,Male,24893
SLC and Equivalent,35005,local,Female,23953
SLC and Equivalent,35005,local,Male,26633
Beginners,38,district,Female,4906
Beginners,38,district,Male,5542
Graduate and Equivalent,38,district,Female,12177
Graduate and Equivalent,38,district,Male,18503
Intermediate and Equivalent,38,district,Female,23148
Intermediate and Equivalent,38,district,Male,28215
Level not Stated,38,district,Female,653
Level not Stated,38,district,Male,579
Lower Secondary (Class 6-8),38,district,Female,25250
Lower Secondary (Class 6-8),38,district,Male,30616
Non Formal Education,38,district,Female,9285
Non Formal Education,38,district,Male,7680
Others,38,district,Female,161
Others,38,district,Male,173
Post Graduate Equivalent and Above,38,district,Female,4563
Post Graduate Equivalent and Above,38,district,Male,9119
Primary Education (1-5 Class),38,district,Female,37228
Primary Education (1-5 Class),38,district,Male,43338
Secondary Level (Class 9-10),38,district,Female,19214
Secondary Level (Class 9-10),38,district,Male,23085
SLC and Equivalent,38,district,Female,22573
SLC and Equivalent,38,district,Male,27764
Beginners,25005,local,Female,4906
Beginners,25005,local,Male,5542
Graduate and Equivalent,25005,local,Female,12177
Graduate and Equivalent,25005,local,Male,18503
Intermediate and Equivalent,25005,local,Female,23148
Intermediate and Equivalent,25005,local,Male,28215
Level not Stated,25005,local,Female,653
Level not Stated,25005,local,Male,579
Lower Secondary (Class 6-8),25005,local,Female,25250
Lower Secondary (Class 6-8),25005,local,Male,30616
Non Formal Education,25005,local,Female,9285
Non Formal Education,25005,local,Male,7680
Others,25005,local,Female,161
Others,25005,local,Male,173
Post Graduate Equivalent and Above,25005,local,Female,4563
Post Graduate Equivalent and Above,25005,local,Male,9119
Primary Education (1-5 Class),25005,local,Female,37228
Primary Education (1-5 Class),25005,local,Male,43338
Secondary Level (Class 9-10),25005,local,Female,19214
Secondary Level (Class 9-10),25005,local,Male,23085
SLC and Equivalent,25005,local,Female,22573
SLC and Equivalent,25005,local,Male,27764
Beginners,25002,local,Female,4906
Beginners,25002,local,Male,5542
Graduate and Equivalent,25002,local,Female,12177
Graduate and Equivalent,25002,local,Male,18503
Intermediate and Equivalent,25002,local,Female,23148
Intermediate and Equivalent,25002,local,Male,28215
Level not Stated,25002,local,Female,653
Level not Stated,25002,local,Male,579
Lower Secondary (Class 6-8),25002,local,Female,25250
Lower Secondary (Class 6-8),25002,local,Male,30616
Non Formal Education,25002,local,Female,9285
Non Formal Education,25002,local,Male,7680
Others,25002,local,Female,161
Others,25002,local,Male,173
Post Graduate Equivalent and Above,25002,local,Female,4563
Post Graduate Equivalent and Above,25002,local,Male,9119
Primary Education (1-5 Class),25002,local,Female,37228
Primary Education (1-5 Class),25002,local,Male,43338
Secondary Level (Class 9-10),25002,local,Female,19214
Secondary Level (Class 9-10),25002,local,Male,23085
SLC and Equivalent,25002,local,Female,22573
SLC and Equivalent,25002,local,Male,27764
Beginners,25001,local,Female,4906
Beginners,25001,local,Male,5542
Graduate and Equivalent,25001,local,Female,12177
Graduate and Equivalent,25001,local,Male,18503
Intermediate and Equivalent,25001,local,Female,23148
Intermediate and Equivalent,25001,local,Male,28215
Level not Stated,25001,local,Female,653
Level not Stated,25001,local,Male,579
Lower Secondary (Class 6-8),25001,local,Female,25250
Lower Secondary (Class 6-8),25001,local,Male,30616
Non Formal Education,25001,local,Female,9285
Non Formal Education,25001,local,Male,7680
Others,25001,local,Female,161
Others,25001,local,Male,173
Post Graduate Equivalent and Above,25001,local,Female,4563
Post Graduate Equivalent and Above,25001,local,Male,9119
Primary Education (1-5 Class),25001,local,Female,37228
Primary Education (1-5 Class),25001,local,Male,43338
Secondary Level (Class 9-10),25001,local,Female,19214
Secondary Level (Class 9-10),25001,local,Male,23085
SLC and Equivalent,25001,local,Female,22573
SLC and Equivalent,25001,local,Male,27764
Beginners,25003,local,Female,4906
Beginners,25003,local,Male,5542
Graduate and Equivalent,25003,local,Female,12177
Graduate and Equivalent,25003,local,Male,18503
Intermediate and Equivalent,25003,local,Female,23148
Intermediate and Equivalent,25003,local,Male,28215
Level not Stated,25003,local,Female,653
Level not Stated,25003,local,Male,579
Lower Secondary (Class 6-8),25003,local,Female,25250
Lower Secondary (Class 6-8),25003,local,Male,30616
Non Formal Education,25003,local,Female,9285
Non Formal Education,25003,local,Male,7680
Others,25003,local,Female,161
Others,25003,local,Male,173
Post Graduate Equivalent and Above,25003,local,Female,4563
Post Graduate Equivalent and Above,25003,local,Male,9119
Primary Education (1-5 Class),25003,local,Female,37228
Primary Education (1-5 Class),25003,local,Male,43338
Secondary Level (Class 9-10),25003,local,Female,19214
Secondary Level (Class 9-10),25003,local,Male,23085
SLC and Equivalent,25003,local,Female,22573
SLC and Equivalent,25003,local,Male,27764
Beginners,25006,local,Female,4906
Beginners,25006,local,Male,5542
Graduate and Equivalent,25006,local,Female,12177
Graduate and Equivalent,25006,local,Male,18503
Intermediate and Equivalent,25006,local,Female,23148
Intermediate and Equivalent,25006,local,Male,28215
Level not Stated,25006,local,Female,653
Level not Stated,25006,local,Male,579
Lower Secondary (Class 6-8),25006,local,Female,25250
Lower Secondary (Class 6-8),25006,local,Male,30616
Non Formal Education,25006,local,Female,9285
Non Formal Education,25006,local,Male,7680
Others,25006,local,Female,161
Others,25006,local,Male,173
Post Graduate Equivalent and Above,25006,local,Female,4563
Post Graduate Equivalent and Above,25006,local,Male,9119
Primary Education (1-5 Class),25006,local,Female,37228
Primary Education (1-5 Class),25006,local,Male,43338
Secondary Level (Class 9-10),25006,local,Female,19214
Secondary Level (Class 9-10),25006,local,Male,23085
SLC and Equivalent,25006,local,Female,22573
SLC and Equivalent,25006,local,Male,27764
