lighting fuel,total,geo_code,geo_level
Kerosene,32517,17009,local
Not Sated about Light,2354,17009,local
Others Type of Light,192,17009,local
Solar,1529,17009,local
Bio-Gas,407,17010,local
Electricity,101226,17010,local
Kerosene,32517,17010,local
Not Sated about Light,2354,17010,local
Others Type of Light,192,17010,local
Solar,1529,17010,local
Bio-Gas,407,17008,local
Electricity,101226,17008,local
Kerosene,32517,17008,local
Not Sated about Light,2354,17008,local
Others Type of Light,192,17008,local
Solar,1529,17008,local
Bio-Gas,407,17003,local
Electricity,101226,17003,local
Kerosene,32517,17003,local
Not Sated about Light,2354,17003,local
Others Type of Light,192,17003,local
Solar,1529,17003,local
Bio-Gas,407,17002,local
Electricity,101226,17002,local
Kerosene,32517,17002,local
Not Sated about Light,2354,17002,local
Others Type of Light,192,17002,local
Solar,1529,17002,local
Bio-Gas,2017,7,province
Electricity,225954,7,province
Kerosene,77155,7,province
Not Sated about Light,2749,7,province
Others Type of Light,97398,7,province
Solar,64430,7,province
Bio-Gas,64,04,district
Electricity,11232,04,district
Kerosene,17981,04,district
Not Sated about Light,195,04,district
Others Type of Light,7615,04,district
Solar,8080,04,district
Bio-Gas,64,74005,local
Electricity,11232,74005,local
Kerosene,17981,74005,local
Not Sated about Light,195,74005,local
Others Type of Light,7615,74005,local
Solar,8080,74005,local
Bio-Gas,64,74008,local
Electricity,11232,74008,local
Kerosene,17981,74008,local
Not Sated about Light,195,74008,local
Others Type of Light,7615,74008,local
Solar,8080,74008,local
Bio-Gas,64,74010,local
Electricity,11232,74010,local
Kerosene,17981,74010,local
Not Sated about Light,195,74010,local
Others Type of Light,7615,74010,local
Solar,8080,74010,local
Bio-Gas,64,74009,local
Electricity,11232,74009,local
Kerosene,17981,74009,local
Not Sated about Light,195,74009,local
Others Type of Light,7615,74009,local
Solar,8080,74009,local
Bio-Gas,64,74007,local
Electricity,11232,74007,local
Kerosene,17981,74007,local
Not Sated about Light,195,74007,local
Others Type of Light,7615,74007,local
Solar,8080,74007,local
Bio-Gas,64,74003,local
Electricity,11232,74003,local
Kerosene,17981,74003,local
Not Sated about Light,195,74003,local
Others Type of Light,7615,74003,local
Solar,8080,74003,local
Bio-Gas,64,74004,local
Electricity,11232,74004,local
Kerosene,17981,74004,local
Not Sated about Light,195,74004,local
Others Type of Light,7615,74004,local
Solar,8080,74004,local
Bio-Gas,64,74001,local
Electricity,11232,74001,local
Kerosene,17981,74001,local
Not Sated about Light,195,74001,local
Others Type of Light,7615,74001,local
Solar,8080,74001,local
Bio-Gas,64,74002,local
Electricity,11232,74002,local
Kerosene,17981,74002,local
Not Sated about Light,195,74002,local
Others Type of Light,7615,74002,local
Solar,8080,74002,local
Bio-Gas,64,74006,local
Electricity,11232,74006,local
Kerosene,17981,74006,local
Not Sated about Light,195,74006,local
Others Type of Light,7615,74006,local
Solar,8080,74006,local
Bio-Gas,10,16,district
Electricity,6631,16,district
Kerosene,8197,16,district
Not Sated about Light,82,16,district
Others Type of Light,1547,16,district
Solar,8137,16,district
Bio-Gas,10,75005,local
Electricity,6631,75005,local
Kerosene,8197,75005,local
Not Sated about Light,82,75005,local
Others Type of Light,1547,75005,local
Solar,8137,75005,local
Bio-Gas,10,75009,local
Electricity,6631,75009,local
Kerosene,8197,75009,local
Not Sated about Light,82,75009,local
Others Type of Light,1547,75009,local
Solar,8137,75009,local
Bio-Gas,10,75001,local
Electricity,6631,75001,local
Kerosene,8197,75001,local
Not Sated about Light,82,75001,local
Others Type of Light,1547,75001,local
Solar,8137,75001,local
Bio-Gas,10,75008,local
Electricity,6631,75008,local
Kerosene,8197,75008,local
Not Sated about Light,82,75008,local
Others Type of Light,1547,75008,local
Solar,8137,75008,local
Bio-Gas,10,75002,local
Electricity,6631,75002,local
Kerosene,8197,75002,local
Not Sated about Light,82,75002,local
Others Type of Light,1547,75002,local
Solar,8137,75002,local
Bio-Gas,10,75004,local
Electricity,6631,75004,local
Kerosene,8197,75004,local
Not Sated about Light,82,75004,local
Others Type of Light,1547,75004,local
Solar,8137,75004,local
Bio-Gas,10,75006,local
Electricity,6631,75006,local
Kerosene,8197,75006,local
Not Sated about Light,82,75006,local
Others Type of Light,1547,75006,local
Solar,8137,75006,local
Bio-Gas,10,75003,local
Electricity,6631,75003,local
Kerosene,8197,75003,local
Not Sated about Light,82,75003,local
Others Type of Light,1547,75003,local
Solar,8137,75003,local
Bio-Gas,10,75007,local
Electricity,6631,75007,local
Kerosene,8197,75007,local
Not Sated about Light,82,75007,local
Others Type of Light,1547,75007,local
Solar,8137,75007,local
Bio-Gas,287,13,district
Electricity,12966,13,district
Kerosene,2020,13,district
Not Sated about Light,135,13,district
Others Type of Light,8780,13,district
Solar,2835,13,district
Bio-Gas,287,73006,local
Electricity,12966,73006,local
Kerosene,2020,73006,local
Not Sated about Light,135,73006,local
Others Type of Light,8780,73006,local
Solar,2835,73006,local
Bio-Gas,287,73005,local
Electricity,12966,73005,local
Kerosene,2020,73005,local
Not Sated about Light,135,73005,local
Others Type of Light,8780,73005,local
Solar,2835,73005,local
Bio-Gas,287,73007,local
Electricity,12966,73007,local
Kerosene,2020,73007,local
Not Sated about Light,135,73007,local
Others Type of Light,8780,73007,local
Solar,2835,73007,local
Bio-Gas,287,73002,local
Electricity,12966,73002,local
Kerosene,2020,73002,local
Not Sated about Light,135,73002,local
Others Type of Light,8780,73002,local
Solar,2835,73002,local
Bio-Gas,287,73001,local
Electricity,12966,73001,local
Kerosene,2020,73001,local
Not Sated about Light,135,73001,local
Others Type of Light,8780,73001,local
Solar,2835,73001,local
Bio-Gas,287,73004,local
Electricity,12966,73004,local
Kerosene,2020,73004,local
Not Sated about Light,135,73004,local
Others Type of Light,8780,73004,local
Solar,2835,73004,local
Bio-Gas,287,73003,local
Electricity,12966,73003,local
Kerosene,2020,73003,local
Not Sated about Light,135,73003,local
Others Type of Light,8780,73003,local
Solar,2835,73003,local
Bio-Gas,0,06,district
Electricity,5667,06,district
Kerosene,273,06,district
Not Sated about Light,196,06,district
Others Type of Light,13170,06,district
Solar,5582,06,district
Bio-Gas,0,67002,local
Electricity,5667,67002,local
Kerosene,273,67002,local
Not Sated about Light,196,67002,local
Others Type of Light,13170,67002,local
Solar,5582,67002,local
Bio-Gas,0,67006,local
Electricity,5667,67006,local
Kerosene,273,67006,local
Not Sated about Light,196,67006,local
Others Type of Light,13170,67006,local
Solar,5582,67006,local
Bio-Gas,0,67009,local
Electricity,5667,67009,local
Kerosene,273,67009,local
Not Sated about Light,196,67009,local
Others Type of Light,13170,67009,local
Solar,5582,67009,local
Bio-Gas,0,67007,local
Electricity,5667,67007,local
Kerosene,273,67007,local
Not Sated about Light,196,67007,local
Others Type of Light,13170,67007,local
Solar,5582,67007,local
Bio-Gas,0,67008,local
Electricity,5667,67008,local
Kerosene,273,67008,local
Not Sated about Light,196,67008,local
Others Type of Light,13170,67008,local
Solar,5582,67008,local
Bio-Gas,0,67003,local
Electricity,5667,67003,local
Kerosene,273,67003,local
Not Sated about Light,196,67003,local
Others Type of Light,13170,67003,local
Solar,5582,67003,local
Bio-Gas,0,67005,local
Electricity,5667,67005,local
Kerosene,273,67005,local
Not Sated about Light,196,67005,local
Others Type of Light,13170,67005,local
Solar,5582,67005,local
Bio-Gas,0,67004,local
Electricity,5667,67004,local
Kerosene,273,67004,local
Not Sated about Light,196,67004,local
Others Type of Light,13170,67004,local
Solar,5582,67004,local
Bio-Gas,0,67001,local
Electricity,5667,67001,local
Kerosene,273,67001,local
Not Sated about Light,196,67001,local
Others Type of Light,13170,67001,local
Solar,5582,67001,local
Bio-Gas,266,30,district
Electricity,100382,30,district
Kerosene,20077,30,district
Not Sated about Light,789,30,district
Others Type of Light,11971,30,district
Solar,8928,30,district
Bio-Gas,266,71004,local
Electricity,100382,71004,local
Kerosene,20077,71004,local
Not Sated about Light,789,71004,local
Others Type of Light,11971,71004,local
Solar,8928,71004,local
Bio-Gas,266,71012,local
Electricity,100382,71012,local
Kerosene,20077,71012,local
Not Sated about Light,789,71012,local
Others Type of Light,11971,71012,local
Solar,8928,71012,local
Bio-Gas,266,71009,local
Electricity,100382,71009,local
Kerosene,20077,71009,local
Not Sated about Light,789,71009,local
Others Type of Light,11971,71009,local
Solar,8928,71009,local
Bio-Gas,266,71013,local
Electricity,100382,71013,local
Kerosene,20077,71013,local
Not Sated about Light,789,71013,local
Others Type of Light,11971,71013,local
Solar,8928,71013,local
Bio-Gas,266,71001,local
Electricity,100382,71001,local
Kerosene,20077,71001,local
Not Sated about Light,789,71001,local
Others Type of Light,11971,71001,local
Solar,8928,71001,local
Bio-Gas,266,71007,local
Electricity,100382,71007,local
Kerosene,20077,71007,local
Not Sated about Light,789,71007,local
Others Type of Light,11971,71007,local
Solar,8928,71007,local
Bio-Gas,266,71011,local
Electricity,100382,71011,local
Kerosene,20077,71011,local
Not Sated about Light,789,71011,local
Others Type of Light,11971,71011,local
Solar,8928,71011,local
Bio-Gas,266,71002,local
Electricity,100382,71002,local
Kerosene,20077,71002,local
Not Sated about Light,789,71002,local
Others Type of Light,11971,71002,local
Solar,8928,71002,local
Bio-Gas,266,71003,local
Electricity,100382,71003,local
Kerosene,20077,71003,local
Not Sated about Light,789,71003,local
Others Type of Light,11971,71003,local
Solar,8928,71003,local
Bio-Gas,266,71006,local
Electricity,100382,71006,local
Kerosene,20077,71006,local
Not Sated about Light,789,71006,local
Others Type of Light,11971,71006,local
Solar,8928,71006,local
Bio-Gas,266,71005,local
Electricity,100382,71005,local
Kerosene,20077,71005,local
Not Sated about Light,789,71005,local
Others Type of Light,11971,71005,local
Solar,8928,71005,local
Bio-Gas,266,71010,local
Electricity,100382,71010,local
Kerosene,20077,71010,local
Not Sated about Light,789,71010,local
Others Type of Light,11971,71010,local
Solar,8928,71010,local
Bio-Gas,266,71008,local
Electricity,100382,71008,local
Kerosene,20077,71008,local
Not Sated about Light,789,71008,local
Others Type of Light,11971,71008,local
Solar,8928,71008,local
Bio-Gas,148,22,district
Electricity,12498,22,district
Kerosene,4185,22,district
Not Sated about Light,172,22,district
Others Type of Light,19396,22,district
Solar,4984,22,district
Bio-Gas,148,70007,local
Electricity,12498,70007,local
Kerosene,4185,70007,local
Not Sated about Light,172,70007,local
Others Type of Light,19396,70007,local
Solar,4984,70007,local
Bio-Gas,148,70004,local
Electricity,12498,70004,local
Kerosene,4185,70004,local
Not Sated about Light,172,70004,local
Others Type of Light,19396,70004,local
Solar,4984,70004,local
Bio-Gas,148,70001,local
Electricity,12498,70001,local
Kerosene,4185,70001,local
Not Sated about Light,172,70001,local
Others Type of Light,19396,70001,local
Solar,4984,70001,local
Bio-Gas,148,70002,local
Electricity,12498,70002,local
Kerosene,4185,70002,local
Not Sated about Light,172,70002,local
Others Type of Light,19396,70002,local
Solar,4984,70002,local
Bio-Gas,148,70006,local
Electricity,12498,70006,local
Kerosene,4185,70006,local
Not Sated about Light,172,70006,local
Others Type of Light,19396,70006,local
Solar,4984,70006,local
Bio-Gas,148,70008,local
Electricity,12498,70008,local
Kerosene,4185,70008,local
Not Sated about Light,172,70008,local
Others Type of Light,19396,70008,local
Solar,4984,70008,local
Bio-Gas,148,70003,local
Electricity,12498,70003,local
Kerosene,4185,70003,local
Not Sated about Light,172,70003,local
Others Type of Light,19396,70003,local
Solar,4984,70003,local
Bio-Gas,148,70009,local
Electricity,12498,70009,local
Kerosene,4185,70009,local
Not Sated about Light,172,70009,local
Others Type of Light,19396,70009,local
Solar,4984,70009,local
Bio-Gas,148,70005,local
Electricity,12498,70005,local
Kerosene,4185,70005,local
Not Sated about Light,172,70005,local
Others Type of Light,19396,70005,local
Solar,4984,70005,local
Bio-Gas,764,01,district
Electricity,8916,01,district
Kerosene,2059,01,district
Not Sated about Light,267,01,district
Others Type of Light,24583,01,district
Solar,11729,01,district
Bio-Gas,764,69006,local
Electricity,8916,69006,local
Kerosene,2059,69006,local
Not Sated about Light,267,69006,local
Others Type of Light,24583,69006,local
Solar,11729,69006,local
Bio-Gas,764,69004,local
Electricity,8916,69004,local
Kerosene,2059,69004,local
Not Sated about Light,267,69004,local
Others Type of Light,24583,69004,local
Solar,11729,69004,local
Bio-Gas,764,69010,local
Electricity,8916,69010,local
Kerosene,2059,69010,local
Not Sated about Light,267,69010,local
Others Type of Light,24583,69010,local
Solar,11729,69010,local
Bio-Gas,764,69005,local
Electricity,8916,69005,local
Kerosene,2059,69005,local
Not Sated about Light,267,69005,local
Others Type of Light,24583,69005,local
Solar,11729,69005,local
Bio-Gas,764,69008,local
Electricity,8916,69008,local
Kerosene,2059,69008,local
Not Sated about Light,267,69008,local
Others Type of Light,24583,69008,local
Solar,11729,69008,local
Bio-Gas,764,69001,local
Electricity,8916,69001,local
Kerosene,2059,69001,local
Not Sated about Light,267,69001,local
Others Type of Light,24583,69001,local
Solar,11729,69001,local
Bio-Gas,764,69003,local
Electricity,8916,69003,local
Kerosene,2059,69003,local
Not Sated about Light,267,69003,local
Others Type of Light,24583,69003,local
Solar,11729,69003,local
Bio-Gas,764,69009,local
Electricity,8916,69009,local
Kerosene,2059,69009,local
Not Sated about Light,267,69009,local
Others Type of Light,24583,69009,local
Solar,11729,69009,local
Bio-Gas,764,69007,local
Electricity,8916,69007,local
Kerosene,2059,69007,local
Not Sated about Light,267,69007,local
Others Type of Light,24583,69007,local
Solar,11729,69007,local
Bio-Gas,764,69002,local
Electricity,8916,69002,local
Kerosene,2059,69002,local
Not Sated about Light,267,69002,local
Others Type of Light,24583,69002,local
Solar,11729,69002,local
Bio-Gas,284,05,district
Electricity,5902,05,district
Kerosene,4281,05,district
Not Sated about Light,314,05,district
Others Type of Light,9647,05,district
Solar,13345,05,district
Bio-Gas,284,68011,local
Electricity,5902,68011,local
Kerosene,4281,68011,local
Not Sated about Light,314,68011,local
Others Type of Light,9647,68011,local
Solar,13345,68011,local
Bio-Gas,284,68007,local
Electricity,5902,68007,local
Kerosene,4281,68007,local
Not Sated about Light,314,68007,local
Others Type of Light,9647,68007,local
Solar,13345,68007,local
Bio-Gas,284,68010,local
Electricity,5902,68010,local
Kerosene,4281,68010,local
Not Sated about Light,314,68010,local
Others Type of Light,9647,68010,local
Solar,13345,68010,local
Bio-Gas,284,68012,local
Electricity,5902,68012,local
Kerosene,4281,68012,local
Not Sated about Light,314,68012,local
Others Type of Light,9647,68012,local
Solar,13345,68012,local
Bio-Gas,284,68002,local
Electricity,5902,68002,local
Kerosene,4281,68002,local
Not Sated about Light,314,68002,local
Others Type of Light,9647,68002,local
Solar,13345,68002,local
Bio-Gas,284,68001,local
Electricity,5902,68001,local
Kerosene,4281,68001,local
Not Sated about Light,314,68001,local
Others Type of Light,9647,68001,local
Solar,13345,68001,local
Bio-Gas,284,68004,local
Electricity,5902,68004,local
Kerosene,4281,68004,local
Not Sated about Light,314,68004,local
Others Type of Light,9647,68004,local
Solar,13345,68004,local
Bio-Gas,284,68005,local
Electricity,5902,68005,local
Kerosene,4281,68005,local
Not Sated about Light,314,68005,local
Others Type of Light,9647,68005,local
Solar,13345,68005,local
Bio-Gas,284,68009,local
Electricity,5902,68009,local
Kerosene,4281,68009,local
Not Sated about Light,314,68009,local
Others Type of Light,9647,68009,local
Solar,13345,68009,local
Bio-Gas,284,68003,local
Electricity,5902,68003,local
Kerosene,4281,68003,local
Not Sated about Light,314,68003,local
Others Type of Light,9647,68003,local
Solar,13345,68003,local
Bio-Gas,284,68006,local
Electricity,5902,68006,local
Kerosene,4281,68006,local
Not Sated about Light,314,68006,local
Others Type of Light,9647,68006,local
Solar,13345,68006,local
Bio-Gas,284,68008,local
Electricity,5902,68008,local
Kerosene,4281,68008,local
Not Sated about Light,314,68008,local
Others Type of Light,9647,68008,local
Solar,13345,68008,local
Bio-Gas,194,32,district
Electricity,61760,32,district
Kerosene,18082,32,district
Not Sated about Light,599,32,district
Others Type of Light,689,32,district
Solar,810,32,district
Bio-Gas,194,72007,local
Electricity,61760,72007,local
Kerosene,18082,72007,local
Not Sated about Light,599,72007,local
Others Type of Light,689,72007,local
Solar,810,72007,local
Bio-Gas,194,72005,local
Electricity,61760,72005,local
Kerosene,18082,72005,local
Not Sated about Light,599,72005,local
Others Type of Light,689,72005,local
Solar,810,72005,local
Bio-Gas,194,72001,local
Electricity,61760,72001,local
Kerosene,18082,72001,local
Not Sated about Light,599,72001,local
Others Type of Light,689,72001,local
Solar,810,72001,local
Bio-Gas,194,72009,local
Electricity,61760,72009,local
Kerosene,18082,72009,local
Not Sated about Light,599,72009,local
Others Type of Light,689,72009,local
Solar,810,72009,local
Bio-Gas,194,72002,local
Electricity,61760,72002,local
Kerosene,18082,72002,local
Not Sated about Light,599,72002,local
Others Type of Light,689,72002,local
Solar,810,72002,local
Bio-Gas,194,72006,local
Electricity,61760,72006,local
Kerosene,18082,72006,local
Not Sated about Light,599,72006,local
Others Type of Light,689,72006,local
Solar,810,72006,local
Bio-Gas,194,72008,local
Electricity,61760,72008,local
Kerosene,18082,72008,local
Not Sated about Light,599,72008,local
Others Type of Light,689,72008,local
Solar,810,72008,local
Bio-Gas,194,72003,local
Electricity,61760,72003,local
Kerosene,18082,72003,local
Not Sated about Light,599,72003,local
Others Type of Light,689,72003,local
Solar,810,72003,local
Bio-Gas,194,72004,local
Electricity,61760,72004,local
Kerosene,18082,72004,local
Not Sated about Light,599,72004,local
Others Type of Light,689,72004,local
Solar,810,72004,local
Bio-Gas,4034,1,province
Electricity,652770,1,province
Kerosene,215230,1,province
Not Sated about Light,4190,1,province
Others Type of Light,28774,1,province
Solar,86752,1,province
Bio-Gas,556,69,district
Electricity,132618,69,district
Kerosene,26986,69,district
Not Sated about Light,871,69,district
Others Type of Light,384,69,district
Solar,864,69,district
Bio-Gas,556,6001,local
Electricity,132618,6001,local
Kerosene,26986,6001,local
Not Sated about Light,871,6001,local
Others Type of Light,384,6001,local
Solar,864,6001,local
Bio-Gas,556,6007,local
Electricity,132618,6007,local
Kerosene,26986,6007,local
Not Sated about Light,871,6007,local
Others Type of Light,384,6007,local
Solar,864,6007,local
Bio-Gas,556,6012,local
Electricity,132618,6012,local
Kerosene,26986,6012,local
Not Sated about Light,871,6012,local
Others Type of Light,384,6012,local
Solar,864,6012,local
Bio-Gas,556,6002,local
Electricity,132618,6002,local
Kerosene,26986,6002,local
Not Sated about Light,871,6002,local
Others Type of Light,384,6002,local
Solar,864,6002,local
Bio-Gas,556,6004,local
Electricity,132618,6004,local
Kerosene,26986,6004,local
Not Sated about Light,871,6004,local
Others Type of Light,384,6004,local
Solar,864,6004,local
Bio-Gas,556,6008,local
Electricity,132618,6008,local
Kerosene,26986,6008,local
Not Sated about Light,871,6008,local
Others Type of Light,384,6008,local
Solar,864,6008,local
Bio-Gas,556,6003,local
Electricity,132618,6003,local
Kerosene,26986,6003,local
Not Sated about Light,871,6003,local
Others Type of Light,384,6003,local
Solar,864,6003,local
Bio-Gas,556,6011,local
Electricity,132618,6011,local
Kerosene,26986,6011,local
Not Sated about Light,871,6011,local
Others Type of Light,384,6011,local
Solar,864,6011,local
Bio-Gas,556,6009,local
Electricity,132618,6009,local
Kerosene,26986,6009,local
Not Sated about Light,871,6009,local
Others Type of Light,384,6009,local
Solar,864,6009,local
Bio-Gas,556,6010,local
Electricity,132618,6010,local
Kerosene,26986,6010,local
Not Sated about Light,871,6010,local
Others Type of Light,384,6010,local
Solar,864,6010,local
Bio-Gas,556,6005,local
Electricity,132618,6005,local
Kerosene,26986,6005,local
Not Sated about Light,871,6005,local
Others Type of Light,384,6005,local
Solar,864,6005,local
Bio-Gas,556,6006,local
Electricity,132618,6006,local
Kerosene,26986,6006,local
Not Sated about Light,871,6006,local
Others Type of Light,384,6006,local
Solar,864,6006,local
Bio-Gas,914,28,district
Electricity,151374,28,district
Kerosene,29894,28,district
Not Sated about Light,780,28,district
Others Type of Light,418,28,district
Solar,1004,28,district
Bio-Gas,914,4011,local
Electricity,151374,4011,local
Kerosene,29894,4011,local
Not Sated about Light,780,4011,local
Others Type of Light,418,4011,local
Solar,1004,4011,local
Bio-Gas,914,4015,local
Electricity,151374,4015,local
Kerosene,29894,4015,local
Not Sated about Light,780,4015,local
Others Type of Light,418,4015,local
Solar,1004,4015,local
Bio-Gas,914,4009,local
Electricity,151374,4009,local
Kerosene,29894,4009,local
Not Sated about Light,780,4009,local
Others Type of Light,418,4009,local
Solar,1004,4009,local
Bio-Gas,914,4013,local
Electricity,151374,4013,local
Kerosene,29894,4013,local
Not Sated about Light,780,4013,local
Others Type of Light,418,4013,local
Solar,1004,4013,local
Bio-Gas,914,4008,local
Electricity,151374,4008,local
Kerosene,29894,4008,local
Not Sated about Light,780,4008,local
Others Type of Light,418,4008,local
Solar,1004,4008,local
Bio-Gas,914,4003,local
Electricity,151374,4003,local
Kerosene,29894,4003,local
Not Sated about Light,780,4003,local
Others Type of Light,418,4003,local
Solar,1004,4003,local
Bio-Gas,914,4006,local
Electricity,151374,4006,local
Kerosene,29894,4006,local
Not Sated about Light,780,4006,local
Others Type of Light,418,4006,local
Solar,1004,4006,local
Bio-Gas,914,4010,local
Electricity,151374,4010,local
Kerosene,29894,4010,local
Not Sated about Light,780,4010,local
Others Type of Light,418,4010,local
Solar,1004,4010,local
Bio-Gas,914,4014,local
Electricity,151374,4014,local
Kerosene,29894,4014,local
Not Sated about Light,780,4014,local
Others Type of Light,418,4014,local
Solar,1004,4014,local
Bio-Gas,914,4012,local
Electricity,151374,4012,local
Kerosene,29894,4012,local
Not Sated about Light,780,4012,local
Others Type of Light,418,4012,local
Solar,1004,4012,local
Bio-Gas,914,4001,local
Electricity,151374,4001,local
Kerosene,29894,4001,local
Not Sated about Light,780,4001,local
Others Type of Light,418,4001,local
Solar,1004,4001,local
Bio-Gas,914,4004,local
Electricity,151374,4004,local
Kerosene,29894,4004,local
Not Sated about Light,780,4004,local
Others Type of Light,418,4004,local
Solar,1004,4004,local
Bio-Gas,914,4002,local
Electricity,151374,4002,local
Kerosene,29894,4002,local
Not Sated about Light,780,4002,local
Others Type of Light,418,4002,local
Solar,1004,4002,local
Bio-Gas,914,4005,local
Electricity,151374,4005,local
Kerosene,29894,4005,local
Not Sated about Light,780,4005,local
Others Type of Light,418,4005,local
Solar,1004,4005,local
Bio-Gas,914,4007,local
Electricity,151374,4007,local
Kerosene,29894,4007,local
Not Sated about Light,780,4007,local
Others Type of Light,418,4007,local
Solar,1004,4007,local
Bio-Gas,222,11,district
Electricity,5844,11,district
Kerosene,10639,11,district
Not Sated about Light,49,11,district
Others Type of Light,6043,11,district
Solar,16596,11,district
Bio-Gas,222,10003,local
Electricity,5844,10003,local
Kerosene,10639,10003,local
Not Sated about Light,49,10003,local
Others Type of Light,6043,10003,local
Solar,16596,10003,local
Bio-Gas,222,10008,local
Electricity,5844,10008,local
Kerosene,10639,10008,local
Not Sated about Light,49,10008,local
Others Type of Light,6043,10008,local
Solar,16596,10008,local
Bio-Gas,222,10007,local
Electricity,5844,10007,local
Kerosene,10639,10007,local
Not Sated about Light,49,10007,local
Others Type of Light,6043,10007,local
Solar,16596,10007,local
Bio-Gas,222,10005,local
Electricity,5844,10005,local
Kerosene,10639,10005,local
Not Sated about Light,49,10005,local
Others Type of Light,6043,10005,local
Solar,16596,10005,local
Bio-Gas,222,10001,local
Electricity,5844,10001,local
Kerosene,10639,10001,local
Not Sated about Light,49,10001,local
Others Type of Light,6043,10001,local
Solar,16596,10001,local
Bio-Gas,222,10002,local
Electricity,5844,10002,local
Kerosene,10639,10002,local
Not Sated about Light,49,10002,local
Others Type of Light,6043,10002,local
Solar,16596,10002,local
Bio-Gas,222,10004,local
Electricity,5844,10004,local
Kerosene,10639,10004,local
Not Sated about Light,49,10004,local
Others Type of Light,6043,10004,local
Solar,16596,10004,local
Bio-Gas,222,10009,local
Electricity,5844,10009,local
Kerosene,10639,10009,local
Not Sated about Light,49,10009,local
Others Type of Light,6043,10009,local
Solar,16596,10009,local
Bio-Gas,222,10006,local
Electricity,5844,10006,local
Kerosene,10639,10006,local
Not Sated about Light,49,10006,local
Others Type of Light,6043,10006,local
Solar,16596,10006,local
Bio-Gas,114,18,district
Electricity,31590,18,district
Kerosene,4335,18,district
Not Sated about Light,93,18,district
Others Type of Light,336,18,district
Solar,1148,18,district
Bio-Gas,114,7006,local
Electricity,31590,7006,local
Kerosene,4335,7006,local
Not Sated about Light,93,7006,local
Others Type of Light,336,7006,local
Solar,1148,7006,local
Bio-Gas,114,7004,local
Electricity,31590,7004,local
Kerosene,4335,7004,local
Not Sated about Light,93,7004,local
Others Type of Light,336,7004,local
Solar,1148,7004,local
Bio-Gas,114,7002,local
Electricity,31590,7002,local
Kerosene,4335,7002,local
Not Sated about Light,93,7002,local
Others Type of Light,336,7002,local
Solar,1148,7002,local
Bio-Gas,114,7005,local
Electricity,31590,7005,local
Kerosene,4335,7005,local
Not Sated about Light,93,7005,local
Others Type of Light,336,7005,local
Solar,1148,7005,local
Bio-Gas,114,7003,local
Electricity,31590,7003,local
Kerosene,4335,7003,local
Not Sated about Light,93,7003,local
Others Type of Light,336,7003,local
Solar,1148,7003,local
Bio-Gas,114,7001,local
Electricity,31590,7001,local
Kerosene,4335,7001,local
Not Sated about Light,93,7001,local
Others Type of Light,336,7001,local
Solar,1148,7001,local
Bio-Gas,114,7007,local
Electricity,31590,7007,local
Kerosene,4335,7007,local
Not Sated about Light,93,7007,local
Others Type of Light,336,7007,local
Solar,1148,7007,local
Bio-Gas,46,62,district
Electricity,18201,62,district
Kerosene,7905,62,district
Not Sated about Light,135,62,district
Others Type of Light,1650,62,district
Solar,6678,62,district
Bio-Gas,46,9004,local
Electricity,18201,9004,local
Kerosene,7905,9004,local
Not Sated about Light,135,9004,local
Others Type of Light,1650,9004,local
Solar,6678,9004,local
Bio-Gas,46,9001,local
Electricity,18201,9001,local
Kerosene,7905,9001,local
Not Sated about Light,135,9001,local
Others Type of Light,1650,9001,local
Solar,6678,9001,local
Bio-Gas,46,9010,local
Electricity,18201,9010,local
Kerosene,7905,9010,local
Not Sated about Light,135,9010,local
Others Type of Light,1650,9010,local
Solar,6678,9010,local
Bio-Gas,46,9007,local
Electricity,18201,9007,local
Kerosene,7905,9007,local
Not Sated about Light,135,9007,local
Others Type of Light,1650,9007,local
Solar,6678,9007,local
Bio-Gas,46,9006,local
Electricity,18201,9006,local
Kerosene,7905,9006,local
Not Sated about Light,135,9006,local
Others Type of Light,1650,9006,local
Solar,6678,9006,local
Bio-Gas,46,9002,local
Electricity,18201,9002,local
Kerosene,7905,9002,local
Not Sated about Light,135,9002,local
Others Type of Light,1650,9002,local
Solar,6678,9002,local
Bio-Gas,46,9005,local
Electricity,18201,9005,local
Kerosene,7905,9005,local
Not Sated about Light,135,9005,local
Others Type of Light,1650,9005,local
Solar,6678,9005,local
Bio-Gas,46,9003,local
Electricity,18201,9003,local
Kerosene,7905,9003,local
Not Sated about Light,135,9003,local
Others Type of Light,1650,9003,local
Solar,6678,9003,local
Bio-Gas,46,9008,local
Electricity,18201,9008,local
Kerosene,7905,9008,local
Not Sated about Light,135,9008,local
Others Type of Light,1650,9008,local
Solar,6678,9008,local
Bio-Gas,46,9009,local
Electricity,18201,9009,local
Kerosene,7905,9009,local
Not Sated about Light,135,9009,local
Others Type of Light,1650,9009,local
Solar,6678,9009,local
Bio-Gas,163,75,district
Electricity,34113,75,district
Kerosene,14950,75,district
Not Sated about Light,206,75,district
Others Type of Light,3963,75,district
Solar,13119,75,district
Bio-Gas,163,14006,local
Electricity,34113,14006,local
Kerosene,14950,14006,local
Not Sated about Light,206,14006,local
Others Type of Light,3963,14006,local
Solar,13119,14006,local
Bio-Gas,163,14004,local
Electricity,34113,14004,local
Kerosene,14950,14004,local
Not Sated about Light,206,14004,local
Others Type of Light,3963,14004,local
