home ownership,total,geo_code,geo_level,geo_version
Owned House,1998,9009,local,2016
Rental House,119,9009,local,2016
Institutional House,419,75,district,2016
Other Type of House,512,75,district,2016
Owned House,61452,75,district,2016
Rental House,4131,75,district,2016
Institutional House,8,14006,local,2016
Other Type of House,2,14006,local,2016
Owned House,2675,14006,local,2016
Rental House,18,14006,local,2016
Institutional House,10,14004,local,2016
Other Type of House,40,14004,local,2016
Owned House,4431,14004,local,2016
Rental House,185,14004,local,2016
Institutional House,333,14007,local,2016
Other Type of House,177,14007,local,2016
Owned House,16812,14007,local,2016
Rental House,2162,14007,local,2016
Institutional House,1,14001,local,2016
Other Type of House,71,14001,local,2016
Owned House,8715,14001,local,2016
Rental House,143,14001,local,2016
Institutional House,3,14005,local,2016
Other Type of House,13,14005,local,2016
Owned House,2279,14005,local,2016
Rental House,21,14005,local,2016
Institutional House,32,14003,local,2016
Other Type of House,108,14003,local,2016
Owned House,10603,14003,local,2016
Rental House,974,14003,local,2016
Institutional House,8,14008,local,2016
Other Type of House,27,14008,local,2016
Owned House,6084,14008,local,2016
Rental House,60,14008,local,2016
Institutional House,24,14002,local,2016
Other Type of House,74,14002,local,2016
Owned House,9853,14002,local,2016
Rental House,568,14002,local,2016
Institutional House,230,51,district,2016
Other Type of House,517,51,district,2016
Owned House,36413,51,district,2016
Rental House,4016,51,district,2016
Institutional House,2,2004,local,2016
Other Type of House,20,2004,local,2016
Owned House,3273,2004,local,2016
Rental House,205,2004,local,2016
Institutional House,7,2001,local,2016
Other Type of House,45,2001,local,2016
Owned House,4330,2001,local,2016
Rental House,170,2001,local,2016
Institutional House,13,2003,local,2016
Other Type of House,118,2003,local,2016
Owned House,4204,2003,local,2016
Rental House,457,2003,local,2016
Institutional House,14,2005,local,2016
Other Type of House,81,2005,local,2016
Owned House,5067,2005,local,2016
Rental House,388,2005,local,2016
Institutional House,163,2006,local,2016
Other Type of House,74,2006,local,2016
Owned House,8669,2006,local,2016
Rental House,2088,2006,local,2016
Institutional House,15,2008,local,2016
Other Type of House,110,2008,local,2016
Owned House,3303,2008,local,2016
Rental House,383,2008,local,2016
Institutional House,3,2007,local,2016
Other Type of House,39,2007,local,2016
Owned House,2705,2007,local,2016
Rental House,68,2007,local,2016
Institutional House,13,2002,local,2016
Other Type of House,30,2002,local,2016
Owned House,4862,2002,local,2016
Rental House,257,2002,local,2016
Institutional House,83,74,district,2016
Other Type of House,1056,74,district,2016
Owned House,19251,74,district,2016
Rental House,1694,74,district,2016
Institutional House,9,8001,local,2016
Other Type of House,418,8001,local,2016
Owned House,3948,8001,local,2016
Rental House,203,8001,local,2016
Institutional House,50,8005,local,2016
Other Type of House,144,8005,local,2016
Owned House,3488,8005,local,2016
Rental House,913,8005,local,2016
Institutional House,15,8003,local,2016
Other Type of House,63,8003,local,2016
Owned House,3279,8003,local,2016
Rental House,320,8003,local,2016
Institutional House,3,8004,local,2016
Other Type of House,130,8004,local,2016
Owned House,1629,8004,local,2016
Rental House,32,8004,local,2016
Institutional House,4,8006,local,2016
Other Type of House,212,8006,local,2016
Owned House,3523,8006,local,2016
Rental House,65,8006,local,2016
Institutional House,2,8002,local,2016
Other Type of House,89,8002,local,2016
Owned House,3384,8002,local,2016
Rental House,161,8002,local,2016
Institutional House,467,26,district,2016
Other Type of House,1555,26,district,2016
Owned House,57975,26,district,2016
Rental House,4480,26,district,2016
Institutional House,5,3009,local,2016
Other Type of House,42,3009,local,2016
Owned House,3457,3009,local,2016
Rental House,139,3009,local,2016
Institutional House,3,3001,local,2016
Other Type of House,79,3001,local,2016
Owned House,4504,3001,local,2016
Rental House,63,3001,local,2016
Institutional House,30,3007,local,2016
Other Type of House,587,3007,local,2016
Owned House,2915,3007,local,2016
Rental House,197,3007,local,2016
Institutional House,7,3003,local,2016
Other Type of House,67,3003,local,2016
Owned House,4418,3003,local,2016
Rental House,142,3003,local,2016
Institutional House,8,3006,local,2016
Other Type of House,58,3006,local,2016
Owned House,4432,3006,local,2016
Rental House,179,3006,local,2016
Institutional House,13,3005,local,2016
Other Type of House,74,3005,local,2016
Owned House,6815,3005,local,2016
Rental House,175,3005,local,2016
Institutional House,9,3008,local,2016
Other Type of House,55,3008,local,2016
Owned House,4198,3008,local,2016
Rental House,89,3008,local,2016
Institutional House,201,3004,local,2016
Other Type of House,288,3004,local,2016
Owned House,8962,3004,local,2016
Rental House,1932,3004,local,2016
Institutional House,7,3002,local,2016
Other Type of House,171,3002,local,2016
Owned House,6521,3002,local,2016
Rental House,424,3002,local,2016
Institutional House,184,3010,local,2016
Other Type of House,134,3010,local,2016
Owned House,11753,3010,local,2016
Rental House,1140,3010,local,2016
Institutional House,113,49,district,2016
Other Type of House,363,49,district,2016
Owned House,30818,49,district,2016
Rental House,1172,49,district,2016
Institutional House,3,12008,local,2016
Other Type of House,23,12008,local,2016
Owned House,3907,12008,local,2016
Rental House,54,12008,local,2016
Institutional House,8,12001,local,2016
Other Type of House,36,12001,local,2016
Owned House,3680,12001,local,2016
Rental House,72,12001,local,2016
Institutional House,1,12002,local,2016
Other Type of House,28,12002,local,2016
Owned House,3263,12002,local,2016
Rental House,42,12002,local,2016
Institutional House,0,12004,local,2016
Other Type of House,19,12004,local,2016
Owned House,2882,12004,local,2016
Rental House,56,12004,local,2016
Institutional House,91,12007,local,2016
Other Type of House,78,12007,local,2016
Owned House,6200,12007,local,2016
Rental House,625,12007,local,2016
Institutional House,7,12005,local,2016
Other Type of House,25,12005,local,2016
Owned House,4390,12005,local,2016
Rental House,196,12005,local,2016
Institutional House,2,12003,local,2016
Other Type of House,99,12003,local,2016
Owned House,2942,12003,local,2016
Rental House,68,12003,local,2016
Institutional House,1,12006,local,2016
Other Type of House,55,12006,local,2016
Owned House,3554,12006,local,2016
Rental House,59,12006,local,2016
Institutional House,86,37,district,2016
Other Type of House,637,37,district,2016
Owned House,40621,37,district,2016
Rental House,1303,37,district,2016
Institutional House,3,13006,local,2016
Other Type of House,99,13006,local,2016
Owned House,3194,13006,local,2016
Rental House,51,13006,local,2016
Institutional House,4,13010,local,2016
Other Type of House,32,13010,local,2016
Owned House,2310,13010,local,2016
Rental House,62,13010,local,2016
Institutional House,9,13004,local,2016
Other Type of House,26,13004,local,2016
Owned House,5673,13004,local,2016
Rental House,130,13004,local,2016
Institutional House,9,13001,local,2016
Other Type of House,62,13001,local,2016
Owned House,3345,13001,local,2016
Rental House,75,13001,local,2016
Institutional House,2,13002,local,2016
Other Type of House,18,13002,local,2016
Owned House,2658,13002,local,2016
Rental House,24,13002,local,2016
Institutional House,12,13008,local,2016
Other Type of House,74,13008,local,2016
Owned House,2605,13008,local,2016
Rental House,102,13008,local,2016
Institutional House,3,13003,local,2016
Other Type of House,66,13003,local,2016
Owned House,4022,13003,local,2016
Rental House,49,13003,local,2016
Institutional House,2,13007,local,2016
Other Type of House,69,13007,local,2016
Owned House,4535,13007,local,2016
Rental House,97,13007,local,2016
Institutional House,0,13005,local,2016
Other Type of House,32,13005,local,2016
Owned House,3054,13005,local,2016
Rental House,89,13005,local,2016
Institutional House,42,13009,local,2016
Other Type of House,159,13009,local,2016
Owned House,9225,13009,local,2016
Rental House,624,13009,local,2016
Institutional House,133,73,district,2016
Other Type of House,1753,73,district,2016
Owned House,21533,73,district,2016
Rental House,3052,73,district,2016
Institutional House,11,1005,local,2016
Other Type of House,32,1005,local,2016
Owned House,2197,1005,local,2016
Rental House,285,1005,local,2016
Institutional House,13,1002,local,2016
Other Type of House,209,1002,local,2016
Owned House,1839,1002,local,2016
Rental House,133,1002,local,2016
Institutional House,82,1006,local,2016
Other Type of House,235,1006,local,2016
Owned House,3946,1006,local,2016
Rental House,1723,1006,local,2016
Institutional House,2,1007,local,2016
Other Type of House,154,1007,local,2016
Owned House,2098,1007,local,2016
Rental House,116,1007,local,2016
Institutional House,8,1004,local,2016
Other Type of House,121,1004,local,2016
Owned House,1681,1004,local,2016
Rental House,59,1004,local,2016
Institutional House,6,1008,local,2016
Other Type of House,249,1008,local,2016
Owned House,2790,1008,local,2016
Rental House,182,1008,local,2016
Institutional House,4,1009,local,2016
Other Type of House,189,1009,local,2016
Owned House,2489,1009,local,2016
Rental House,152,1009,local,2016
Institutional House,3,1003,local,2016
Other Type of House,179,1003,local,2016
Owned House,2217,1003,local,2016
Rental House,179,1003,local,2016
Institutional House,4,1001,local,2016
Other Type of House,385,1001,local,2016
Owned House,2276,1001,local,2016
Rental House,223,1001,local,2016
Institutional House,1681,43,district,2016
Other Type of House,3659,43,district,2016
Owned House,185571,43,district,2016
Rental House,22959,43,district,2016
Institutional House,46,5015,local,2016
Other Type of House,443,5015,local,2016
Owned House,16246,5015,local,2016
Rental House,1875,5015,local,2016
Institutional House,16,5010,local,2016
Other Type of House,105,5010,local,2016
Owned House,6587,5010,local,2016
Rental House,631,5010,local,2016
Institutional House,19,5014,local,2016
Other Type of House,228,5014,local,2016
Owned House,11914,5014,local,2016
Rental House,321,5014,local,2016
Institutional House,310,5003,local,2016
Other Type of House,238,5003,local,2016
Owned House,8113,5003,local,2016
Rental House,960,5003,local,2016
Institutional House,41,5017,local,2016
Other Type of House,432,5017,local,2016
Owned House,10283,5017,local,2016
Rental House,1774,5017,local,2016
Institutional House,5,5016,local,2016
Other Type of House,151,5016,local,2016
Owned House,10568,5016,local,2016
Rental House,71,5016,local,2016
Institutional House,10,5007,local,2016
Other Type of House,274,5007,local,2016
Owned House,8185,5007,local,2016
Rental House,214,5007,local,2016
Institutional House,112,5001,local,2016
Other Type of House,366,5001,local,2016
Owned House,13812,5001,local,2016
Rental House,1048,5001,local,2016
Institutional House,11,5012,local,2016
Other Type of House,274,5012,local,2016
Owned House,12487,5012,local,2016
Rental House,1184,5012,local,2016
Institutional House,6,5011,local,2016
Other Type of House,111,5011,local,2016
Owned House,6011,5011,local,2016
Rental House,289,5011,local,2016
Institutional House,28,5005,local,2016
Other Type of House,40,5005,local,2016
Owned House,7746,5005,local,2016
Rental House,106,5005,local,2016
Institutional House,30,5013,local,2016
Other Type of House,114,5013,local,2016
Owned House,10863,5013,local,2016
Rental House,242,5013,local,2016
Institutional House,49,5008,local,2016
Other Type of House,107,5008,local,2016
Owned House,7551,5008,local,2016
Rental House,302,5008,local,2016
Institutional House,37,5004,local,2016
Other Type of House,46,5004,local,2016
Owned House,7793,5004,local,2016
Rental House,81,5004,local,2016
Institutional House,13,5006,local,2016
Other Type of House,33,5006,local,2016
Owned House,8122,5006,local,2016
Rental House,7,5006,local,2016
Institutional House,7,5009,local,2016
Other Type of House,179,5009,local,2016
Owned House,6478,5009,local,2016
Rental House,327,5009,local,2016
Institutional House,941,5002,local,2016
Other Type of House,518,5002,local,2016
Owned House,32812,5002,local,2016
Rental House,13527,5002,local,2016
Institutional House,150,68,district,2016
Other Type of House,375,68,district,2016
Owned House,20995,68,district,2016
Rental House,2238,68,district,2016
Institutional House,4,11001,local,2016
Other Type of House,120,11001,local,2016
Owned House,4019,11001,local,2016
Rental House,97,11001,local,2016
Institutional House,4,11006,local,2016
Other Type of House,80,11006,local,2016
Owned House,3441,11006,local,2016
Rental House,111,11006,local,2016
Institutional House,83,11007,local,2016
Other Type of House,109,11007,local,2016
Owned House,3775,11007,local,2016
Rental House,1013,11007,local,2016
Institutional House,8,11004,local,2016
Other Type of House,28,11004,local,2016
Owned House,1051,11004,local,2016
Rental House,81,11004,local,2016
Institutional House,42,11003,local,2016
Other Type of House,5,11003,local,2016
Owned House,1629,11003,local,2016
Rental House,757,11003,local,2016
Institutional House,2,11008,local,2016
Other Type of House,13,11008,local,2016
Owned House,1968,11008,local,2016
Rental House,65,11008,local,2016
Institutional House,2,11005,local,2016
Other Type of House,9,11005,local,2016
Owned House,2399,11005,local,2016
Rental House,40,11005,local,2016
Institutional House,5,11002,local,2016
Other Type of House,11,11002,local,2016
Owned House,2713,11002,local,2016
Rental House,74,11002,local,2016
Institutional House,892,6,province,2016
Other Type of House,2234,6,province,2016
Owned House,281352,6,province,2016
Rental House,13696,6,province,2016
Institutional House,79,14,district,2016
Other Type of House,333,14,district,2016
Owned House,46899,14,district,2016
Rental House,1604,14,district,2016
Institutional House,0,60001,local,2016
Other Type of House,43,60001,local,2016
Owned House,5070,60001,local,2016
Rental House,150,60001,local,2016
Institutional House,2,60007,local,2016
Other Type of House,22,60007,local,2016
Owned House,3987,60007,local,2016
Rental House,85,60007,local,2016
Institutional House,1,60002,local,2016
Other Type of House,26,60002,local,2016
Owned House,3242,60002,local,2016
Rental House,90,60002,local,2016
Institutional House,65,60009,local,2016
Other Type of House,61,60009,local,2016
Owned House,4972,60009,local,2016
Rental House,693,60009,local,2016
Institutional House,4,60006,local,2016
Other Type of House,12,60006,local,2016
Owned House,2873,60006,local,2016
Rental House,155,60006,local,2016
Institutional House,0,60004,local,2016
Other Type of House,9,60004,local,2016
Owned House,4572,60004,local,2016
Rental House,53,60004,local,2016
Institutional House,2,60005,local,2016
Other Type of House,50,60005,local,2016
Owned House,8011,60005,local,2016
Rental House,101,60005,local,2016
Institutional House,2,60010,local,2016
Other Type of House,24,60010,local,2016
Owned House,3548,60010,local,2016
Rental House,134,60010,local,2016
Institutional House,1,60003,local,2016
Other Type of House,34,60003,local,2016
Owned House,3869,60003,local,2016
Rental House,72,60003,local,2016
Institutional House,1,60008,local,2016
Other Type of House,37,60008,local,2016
Owned House,3481,60008,local,2016
Rental House,34,60008,local,2016
Institutional House,1,60011,local,2016
Other Type of House,15,60011,local,2016
Owned House,3274,60011,local,2016
Rental House,37,60011,local,2016
Institutional House,197,25,district,2016
Other Type of House,140,25,district,2016
Owned House,8574,25,district,2016
Rental House,526,25,district,2016
Institutional House,4,66001,local,2016
Other Type of House,15,66001,local,2016
Owned House,1097,66001,local,2016
Rental House,5,66001,local,2016
Institutional House,22,66005,local,2016
Other Type of House,11,66005,local,2016
Owned House,1753,66005,local,2016
Rental House,8,66005,local,2016
Institutional House,16,66004,local,2016
Other Type of House,17,66004,local,2016
Owned House,794,66004,local,2016
Rental House,8,66004,local,2016
Institutional House,6,66003,local,2016
Other Type of House,20,66003,local,2016
Owned House,1095,66003,local,2016
Rental House,11,66003,local,2016
Institutional House,5,66002,local,2016
Other Type of House,17,66002,local,2016
Owned House,929,66002,local,2016
Rental House,12,66002,local,2016
Institutional House,142,66006,local,2016
Other Type of House,48,66006,local,2016
Owned House,1906,66006,local,2016
Rental House,470,66006,local,2016
Institutional House,2,66007,local,2016
Other Type of House,12,66007,local,2016
Owned House,1000,66007,local,2016
Rental House,12,66007,local,2016
Institutional House,80,29,district,2016
Other Type of House,153,29,district,2016
Owned House,18394,29,district,2016
Rental House,664,29,district,2016
Institutional House,5,63004,local,2016
Other Type of House,16,63004,local,2016
Owned House,2188,63004,local,2016
Rental House,38,63004,local,2016
Institutional House,2,63006,local,2016
Other Type of House,21,63006,local,2016
Owned House,1955,63006,local,2016
Rental House,18,63006,local,2016
Institutional House,10,63008,local,2016
Other Type of House,34,63008,local,2016
Owned House,2146,63008,local,2016
Rental House,60,63008,local,2016
Institutional House,0,63005,local,2016
Other Type of House,8,63005,local,2016
Owned House,2503,63005,local,2016
Rental House,26,63005,local,2016
Institutional House,61,63001,local,2016
Other Type of House,27,63001,local,2016
Owned House,3427,63001,local,2016
Rental House,481,63001,local,2016
Institutional House,2,63002,local,2016
Other Type of House,13,63002,local,2016
Owned House,1821,63002,local,2016
Rental House,12,63002,local,2016
Institutional House,0,63003,local,2016
Other Type of House,12,63003,local,2016
Owned House,1685,63003,local,2016
Rental House,16,63003,local,2016
Institutional House,0,63007,local,2016
Other Type of House,22,63007,local,2016
Owned House,2669,63007,local,2016
Rental House,13,63007,local,2016
Institutional House,156,70,district,2016
Other Type of House,862,70,district,2016
Owned House,66131,70,district,2016
Rental House,5681,70,district,2016
Institutional House,3,59008,local,2016
Other Type of House,80,59008,local,2016
Owned House,6142,59008,local,2016
Rental House,79,59008,local,2016
Institutional House,1,59005,local,2016
Other Type of House,24,59005,local,2016
Owned House,2870,59005,local,2016
Rental House,28,59005,local,2016
Institutional House,13,59006,local,2016
Other Type of House,128,59006,local,2016
Owned House,9154,59006,local,2016
Rental House,277,59006,local,2016
Institutional House,3,59001,local,2016
Other Type of House,37,59001,local,2016
Owned House,5333,59001,local,2016
Rental House,75,59001,local,2016
Institutional House,3,59007,local,2016
Other Type of House,64,59007,local,2016
Owned House,5991,59007,local,2016
Rental House,288,59007,local,2016
Institutional House,2,59009,local,2016
Other Type of House,21,59009,local,2016
Owned House,5009,59009,local,2016
Rental House,62,59009,local,2016
Institutional House,121,59003,local,2016
Other Type of House,443,59003,local,2016
Owned House,18713,59003,local,2016
Rental House,4433,59003,local,2016
Institutional House,4,59002,local,2016
Other Type of House,44,59002,local,2016
Owned House,8407,59002,local,2016
Rental House,370,59002,local,2016
Institutional House,6,59004,local,2016
Other Type of House,21,59004,local,2016
Owned House,4512,59004,local,2016
Rental House,69,59004,local,2016
Institutional House,120,21,district,2016
Other Type of House,58,21,district,2016
Owned House,6961,21,district,2016
Rental House,327,21,district,2016
Institutional House,95,62007,local,2016
Other Type of House,6,62007,local,2016
Owned House,1554,62007,local,2016
Rental House,248,62007,local,2016
Institutional House,9,62004,local,2016
Other Type of House,23,62004,local,2016
Owned House,732,62004,local,2016
Rental House,16,62004,local,2016
Institutional House,2,62001,local,2016
Other Type of House,4,62001,local,2016
Owned House,274,62001,local,2016
Rental House,2,62001,local,2016
Institutional House,4,62006,local,2016
Other Type of House,7,62006,local,2016
Owned House,718,62006,local,2016
Rental House,1,62006,local,2016
Institutional House,0,62003,local,2016
Other Type of House,9,62003,local,2016
Owned House,417,62003,local,2016
Rental House,7,62003,local,2016
Institutional House,1,62002,local,2016
Other Type of House,4,62002,local,2016
Owned House,460,62002,local,2016
Rental House,3,62002,local,2016
Institutional House,8,62008,local,2016
Other Type of House,5,62008,local,2016
Owned House,1899,62008,local,2016
Rental House,32,62008,local,2016
Institutional House,1,62005,local,2016
Other Type of House,0,62005,local,2016
Owned House,907,62005,local,2016
Rental House,18,62005,local,2016
Institutional House,33,44,district,2016
Other Type of House,55,44,district,2016
Owned House,9303,44,district,2016
Rental House,209,44,district,2016
Institutional House,3,65002,local,2016
Other Type of House,4,65002,local,2016
Owned House,2782,65002,local,2016
Rental House,32,65002,local,2016
Institutional House,14,65001,local,2016
Other Type of House,30,65001,local,2016
Owned House,3439,65001,local,2016
Rental House,158,65001,local,2016
Institutional House,4,65003,local,2016
Other Type of House,17,65003,local,2016
Owned House,995,65003,local,2016
Rental House,13,65003,local,2016
Institutional House,12,65004,local,2016
Other Type of House,4,65004,local,2016
Owned House,2087,65004,local,2016
Rental House,6,65004,local,2016
Institutional House,126,61,district,2016
Other Type of House,191,61,district,2016
Owned House,44660,61,district,2016
Rental House,1547,61,district,2016
Institutional House,91,55009,local,2016
Other Type of House,37,55009,local,2016
Owned House,6736,55009,local,2016
Rental House,527,55009,local,2016
Institutional House,5,55003,local,2016
Other Type of House,29,55003,local,2016
Owned House,4301,55003,local,2016
Rental House,73,55003,local,2016
Institutional House,14,55002,local,2016
Other Type of House,37,55002,local,2016
Owned House,6399,55002,local,2016
Rental House,313,55002,local,2016
Institutional House,2,55010,local,2016
Other Type of House,6,55010,local,2016
Owned House,3366,55010,local,2016
Rental House,73,55010,local,2016
Institutional House,1,55006,local,2016
Other Type of House,36,55006,local,2016
Owned House,4206,55006,local,2016
Rental House,100,55006,local,2016
Institutional House,5,55001,local,2016
Other Type of House,17,55001,local,2016
Owned House,5740,55001,local,2016
Rental House,144,55001,local,2016
Institutional House,7,55007,local,2016
Other Type of House,11,55007,local,2016
Owned House,3450,55007,local,2016
Rental House,189,55007,local,2016
Institutional House,1,55004,local,2016
Other Type of House,2,55004,local,2016
Owned House,3423,55004,local,2016
Rental House,34,55004,local,2016
Institutional House,0,55008,local,2016
Other Type of House,13,55008,local,2016
Owned House,4684,55008,local,2016
Rental House,48,55008,local,2016
Institutional House,0,55005,local,2016
Other Type of House,3,55005,local,2016
Owned House,2355,55005,local,2016
Rental House,46,55005,local,2016
Institutional House,39,77,district,2016
Other Type of House,159,77,district,2016
Owned House,28727,77,district,2016
Rental House,1710,77,district,2016
Institutional House,6,54003,local,2016
Other Type of House,27,54003,local,2016
Owned House,5222,54003,local,2016
Rental House,167,54003,local,2016
Institutional House,3,54001,local,2016
Other Type of House,61,54001,local,2016
Owned House,6217,54001,local,2016
Rental House,140,54001,local,2016
Institutional House,0,54005,local,2016
Other Type of House,12,54005,local,2016
Owned House,4065,54005,local,2016
Rental House,52,54005,local,2016
Institutional House,1,54006,local,2016
Other Type of House,9,54006,local,2016
Owned House,3509,54006,local,2016
Rental House,90,54006,local,2016
Institutional House,0,54002,local,2016
Other Type of House,29,54002,local,2016
Owned House,3657,54002,local,2016
Rental House,61,54002,local,2016
Institutional House,29,54004,local,2016
Other Type of House,21,54004,local,2016
Owned House,6057,54004,local,2016
Rental House,1200,54004,local,2016
Institutional House,14,27,district,2016
Other Type of House,156,27,district,2016
Owned House,29720,27,district,2016
Rental House,578,27,district,2016
Institutional House,0,61005,local,2016
Other Type of House,33,61005,local,2016
Owned House,3524,61005,local,2016
Rental House,33,61005,local,2016
Institutional House,2,61004,local,2016
Other Type of House,12,61004,local,2016
Owned House,3735,61004,local,2016
Rental House,25,61004,local,2016
Institutional House,8,61002,local,2016
Other Type of House,31,61002,local,2016
Owned House,6279,61002,local,2016
Rental House,272,61002,local,2016
Institutional House,0,61001,local,2016
Other Type of House,12,61001,local,2016
Owned House,3064,61001,local,2016
Rental House,17,61001,local,2016
Institutional House,1,61006,local,2016
Other Type of House,10,61006,local,2016
Owned House,2488,61006,local,2016
Rental House,57,61006,local,2016
Institutional House,3,61007,local,2016
Other Type of House,42,61007,local,2016
Owned House,4590,61007,local,2016
Rental House,86,61007,local,2016
Institutional House,0,61003,local,2016
Other Type of House,16,61003,local,2016
Owned House,6040,61003,local,2016
Rental House,88,61003,local,2016
Institutional House,48,31,district,2016
Other Type of House,127,31,district,2016
Owned House,21983,31,district,2016
Rental House,850,31,district,2016
Institutional House,39,64002,local,2016
Other Type of House,30,64002,local,2016
Owned House,2939,64002,local,2016
Rental House,604,64002,local,2016
Institutional House,1,64001,local,2016
Other Type of House,21,64001,local,2016
Owned House,2411,64001,local,2016
Rental House,25,64001,local,2016
Institutional House,3,64006,local,2016
Other Type of House,14,64006,local,2016
Owned House,2391,64006,local,2016
Rental House,13,64006,local,2016
Institutional House,0,64004,local,2016
Other Type of House,15,64004,local,2016
Owned House,3497,64004,local,2016
Rental House,73,64004,local,2016
Institutional House,3,64009,local,2016
Other Type of House,7,64009,local,2016
Owned House,2611,64009,local,2016
Rental House,72,64009,local,2016
Institutional House,1,64008,local,2016
Other Type of House,10,64008,local,2016
Owned House,2078,64008,local,2016
Rental House,16,64008,local,2016
Institutional House,0,64007,local,2016
Other Type of House,14,64007,local,2016
Owned House,2654,64007,local,2016
Rental House,17,64007,local,2016
Institutional House,0,64003,local,2016
Other Type of House,5,64003,local,2016
Owned House,1421,64003,local,2016
Rental House,21,64003,local,2016
Institutional House,1,64005,local,2016
Other Type of House,11,64005,local,2016
Owned House,1981,64005,local,2016
Rental House,9,64005,local,2016
